ReferenceID,Cell ID,Location in reference,FTQ_ID,Material Used,Firing_Pattern,Firing_Pattern_ID,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Interpretation Notes,Linking Cell ID,Linking PMID,Linking Quote,Linking Quote Location,Linking_pmid_isbn_page
204765912410101,2047,"p2237, Fig1A",10101,"""Fig. 1. Electrophysiological and morphological properties of the three types of perisomatic inhibitory interneurons in the CA3 region of the mouse hippocampus. (A) Firing characteristics of three representative cells in response to depolarizing and hyperpolarizing current steps of 400 pA and ) 100 pA, respectively.""",ASP.,65,[Y:<%2047%>:ASP.]{#1},"SzabÃÂ¢ GG, Holderith N, GulyÃÂ s AI, Freund TF, HÃÂ jos N",Distinct synaptic properties of perisomatic inhibitory cell types and their different modulation by cholinergic receptor activation in the CA3 region of the mouse hippocampus,European Journal of Neuroscience,2010,20529124,0,,2047,20529124,All necessary morphological evidence is present in this self-same publication.,,
300066086010101,3000,"p562, Fig1A",10101,"""Figure 1. Identification of CA2 Pyramidal Neurons (A) Typical firing of CA1, CA2, and CA3 pyramidal neurons in response to a 1 s depolarizing current step. Inset shows an expanded trace to illustrate that the slow hyperpolarizing potential following the action potential in CA1 neurons (arrow) is lacking in CA2 neurons.""",D.ASP.,66,[Y:<%3000%>:D.ASP.]{#1},"Chevaleyre V, Siegelbaum SA",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop,Neuron,2010,20510860,0,,3000,20510860,linking is based on authors' claim.,,
300365128510602,3003,"p7336, Fig6B",10602,"Figure6. Electrophysiological characteristics of bistratified cells recorded in the CA1 and CA2 regions. ... B, Voltage responses of a CA2 bistratified cell that had a narrow dendritic arbor.""",ASP.,65,[Y:<%3003%>:ASP.]{#1},"Mercer A, Trigg HL, Thomson AM",Characterization of neurons in the CA2 subfield of the adult rat hippocampus,Journal of Neuroscience,2007,17611285,0,,3003,17611285,All necessary morphological evidence is present in this self-same publication.,,
300678128510502,3006,"p7336, Fig5B",10502,"""Figure 5. Electrophysiological characteristics of basket cells recorded in the CA1 and CA2 regions. ... B, Voltage responses of a CA2 basket cell that had a narrow dendritic arbor.""",D.PSTUT,78,[Y:<%3006%>:D.PSTUT]{#1},"Mercer A, Trigg HL, Thomson AM",Characterization of neurons in the CA2 subfield of the adult rat hippocampus,Journal of Neuroscience,2007,17611285,0,,3006,17611285,All necessary morphological evidence is present in this self-same publication.,,
300662128510504,3006,"p7336, Fig5Binset",10504,"""Figure 5. Electrophysiological characteristics of basket cells recorded in the CA1 and CA2 regions. ... B, Voltage responses of a CA2 basket cell that had a narrow dendritic arbor.""",PSTUT,62,[Y:<%3006%>:PSTUT]{#1},"Mercer A, Trigg HL, Thomson AM",Characterization of neurons in the CA2 subfield of the adult rat hippocampus,Journal of Neuroscience,2007,17611285,0,,3006,17611285,All necessary morphological evidence is present in this self-same publication.,,
300775128510503,3007,"p7336, Fig5C",10503,"""Figure 5. Electrophysiological characteristics of basket cells recorded in the CA1 and CA2 regions. ... C, Voltage responses of a CA2 basket cell that had broad and horizontally oriented dendrites. In contrast to CA1 basket cells and to CA2 basket cells that were confined to CA2, this cell displayed significant spike frequency adaptation and a pronounced sag in its voltage response to hyperpolarizing current injection.""",RASP.NASP,75,[Y:<%3007%>:RASP.NASP]{#1},"Mercer A, Trigg HL, Thomson AM",Characterization of neurons in the CA2 subfield of the adult rat hippocampus,Journal of Neuroscience,2007,17611285,0,,3007,17611285,All necessary morphological evidence is present in this self-same publication.,,
300758128510505,3007,"p7336, Fig5Cinset",10505,"""Figure 5. Electrophysiological characteristics of basket cells recorded in the CA1 and CA2 regions. ... C, Voltage responses of a CA2 basket cell that had broad and horizontally oriented dendrites. In contrast to CA1 basket cells and to CA2 basket cells that were confined to CA2, this cell displayed significant spike frequency adaptation and a pronounced sag in its voltage response to hyperpolarizing current injection.""",ASP.NASP,58,[Y:<%3007%>:ASP.NASP]{#1},"Mercer A, Trigg HL, Thomson AM",Characterization of neurons in the CA2 subfield of the adult rat hippocampus,Journal of Neuroscience,2007,17611285,0,,3007,17611285,All necessary morphological evidence is present in this self-same publication.,,
300852134510301,3008,"p1763, Fig3A",10301,"""FIGURE 3. Electrophysiological characteristics of CA2 SP-SR interneurones recorded in the CA2 region and comparison with those of CA2 bistratified cells. (A) Voltage responses of two CA2 SP-SR interneurones to hyperpolarizing and depolarizing current injection. These cells displayed significant spike frequency adaptation and a pronounced ""sag"" in their voltage response to hyperpolarizing current injection.""",TSTUT.SLN,52,[Y:<%3008%>:TSTUT.SLN]{#1},"Mercer A, Botcher NA, Eastlake K, Thomson AM",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus,Hippocampus,2012,22431345,0,,3008,22431345,All necessary morphological evidence is present in this self-same publication.,,
300869134510304,3008,"p1763, Fig3Ainset",10304,"""FIGURE 3. Electrophysiological characteristics of CA2 SP-SR interneurones recorded in the CA2 region and comparison with those of CA2 bistratified cells. (A) Voltage responses of two CA2 SP-SR interneurones to hyperpolarizing and depolarizing current injection. These cells displayed significant spike frequency adaptation and a pronounced ""sag"" in their voltage response to hyperpolarizing current injection.""",TSTUT.,69,[Y:<%3008%>:TSTUT.]{#1},"Mercer A, Botcher NA, Eastlake K, Thomson AM",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus,Hippocampus,2012,22431345,0,,3008,22431345,All necessary morphological evidence is present in this self-same publication.,,
400062494110202,4000,"p4846, Fig2Bb",10202,"""Figure 2. PCs [pyramidal cells] and RGCs [radiatum giant cells] have similar intrinsic firing patterns. Current-clamp recordings were obtained from an exemplary PC (A) and RGC (B). The characteristic firing response to brief (5 msec) and long (1600 msec) positive current pulses are shown in a and b, respectively. Both the PC and the RGC fired a single action potential in response to brief current pulses and an accommodating train of action potentials in response to long current pulses. The resting potentials of the neurons in this and in the following figures is indicated to the left of the top traces.""",PSTUT,62,[Y:<%4000%>:PSTUT]{#1},"Kirson ED, Yaari Y",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus,Journal of Neuroscience,2000,10864941,0,,4000,10864941,All necessary morphological evidence is present in this self-same publication.,,
400056798210504,4000,"p2403, Fig5D",10504,"""FIG. 5. Current-voltage relationships of pyramidal neurons and the effect of 5 mM CsCl. Top: voltage responses to various current steps. ... D: CA1 neuron (subthreshold = 50-pA steps from -200 to +150 pA; suprathreshold = +200 pA);""",NASP,56,[Y:<%4000%>:NASP]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus,Journal of Neurophysiology,2000,11067982,0,,4000,11067982,linking is based on authors' claim.,,
400060128010102,4000,"p2114, Fig1B",10102,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types recorded in the stratum oriens of hippocampal CA1 region ... B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from -20 to -200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. ... s.l-m., stratum lacunosum-moleculare; s.r., stratum radiatum; s.p., stratum pyramidale; s.o., stratum oriens.""",TSWB.NASP,60,[Y:<%4000%>:TSWB.NASP]{#1},"Zemankovics R, KÃÂ li S, Paulsen O, Freund TF, HÃÂ jos N",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics,Journal of Physiology,2010,20421280,0,,4000,20421280,All necessary morphological evidence is present in this self-same publication.,,
400065086010101,4000,"p562, Fig1A",10101,"""Figure 1. Identification of CA2 Pyramidal Neurons (A) Typical firing of CA1, CA2, and CA3 pyramidal neurons in response to a 1 s depolarizing current step. Inset shows an expanded trace to illustrate that the slow hyperpolarizing potential following the action potential in CA1 neurons (arrow) is lacking in CA2 neurons.""",ASP.,65,[Y:<%4000%>:ASP.]{#1},"Chevaleyre V, Siegelbaum SA",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop,Neuron,2010,20510860,0,,4000,20510860,linking is based on authors' claim.,,
400365784311202,4003,"p364, Fig12B",11202,"""Fig. 12. Features of a regular-spiking CCK-IR [cholecystokinin-immunoreactive] quadrilaminar cell (A-D) and a burst-firing CCK-IR perforant path-associated cell (E and F), both with their somata at the SR/SLM border. ... B: Regular or accommodating firing elicited by current injection.""",ASP.,65,[Y:<%4003%>:ASP.]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4003,11807843,All necessary morphological evidence is present in this self-same publication.,,
400565151210501,4005,"p2224, Fig5top",10501,"""FIG. 5. Patterns of firing in L-M [lacunosum-moleculare] interneurons. A depolarizing current pulse at a depolarized membrane potential (top) elicited action potentials at regular intervals throughout the pulse.""",ASP.,65,[Y:<%4005%>:ASP.]{#1},"Williams S, Samulack DD, Beaulieu C, LaCaille JC",Membrane properties and synaptic responses of interneurons located near the stratum lacunosum-moleculare/radiatum border of area CA1 in whole-cell recordings from rat hippocampal slices,Journal of Neurophysiology,1994,7931512,0,,4005,7931512,All necessary morphological evidence is present in this self-same publication.,,
400565333610602,4005,"p765, Fig6Ba",10602,"""Figure 6. Anatomy and postsynaptic effect of a neurogliaform interneuron at the stratum radiatum-stratum lacunosum-moleculare border ... Ba, a train of weakly accommodating action potentials evoked by a depolarizing current pulse (100 ms duration; 0.5 nA amplitude) in the neurogliaform interneuron.""",ASP.,65,[Y:<%4005%>:ASP.]{#1},"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH",Unitary IPSPs evoked by interneurons at the stratum radiatum-stratum lacunosum-moleculare border in the CA1 area of the rat hippocampus in vitro,Journal of Physiology,1998,9503336,0,,4005,9503336,All necessary morphological evidence is present in this self-same publication.,,
400651333610502,4006,"p764, Fig5B",10502,"""Figure 5. Properties of a perforant path-associated interneuron ... B, firing pattern of the perforant path-associated interneuron in response to a 200 ms duration 0.7 nA depolarizing current pulse. The cell displayed prominent spike frequency accommodation and a slow after-hyperpolarizing potential.""",ASP.SLN,51,[Y:<%4006%>:ASP.SLN]{#1},"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH",Unitary IPSPs evoked by interneurons at the stratum radiatum-stratum lacunosum-moleculare border in the CA1 area of the rat hippocampus in vitro,Journal of Physiology,1998,9503336,0,,4006,9503336,All necessary morphological evidence is present in this self-same publication.,,
400656431510302,4006,"p108, Fig3Bbottom-right",10302,"""Fig. 3. Firing patterns and intrinsic membrane properties of the recorded neurons. ... (B) Postsynaptic neurons. Firing patterns of interneurons of the SLM elicited by a depolarizing current pulse (100 pA). All the recorded neurons were anatomically identified off line.""",NASP,56,[Y:<%4006%>:NASP]{#1},"Elfant D, PÃÂ l BZ, Emptage N, Capogna M",Specific inhibitory synapses shift the balance from feedforward to feedback inhibition of hippocampal CA1 pyramidal cells,European Journal of Neuroscience,2008,18184315,0,,4006,18184315,linking is based on authors' claim.,,
401162388710301,4011,"p6780, Fig3A2",10301,"""Figure3. Electrophysiological characterization and perforant path-evoked excitability of NG [neurogliaform] cells. A, ... Large depolarizing current steps, 700 and 500 pA, respectively, elicit weak accommodating spike trains (A1) and bursting spike trains (A2).""",PSTUT,62,[Y:<%4011%>:PSTUT]{#1},"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,Journal of Neuroscience,2005,16033887,0,,4011,16033887,All necessary morphological evidence is present in this self-same publication.,,
401165388710304,4011,"p6780, Fig3A1",10304,"""Figure3. Electrophysiological characterization and perforant path-evoked excitability of NG [neurogliaform] cells. A, ... Large depolarizing current steps, 700 and 500 pA, respectively, elicit weak accommodating spike trains (A1) and bursting spike trains (A2).""",ASP.,65,[Y:<%4011%>:ASP.]{#1},"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,Journal of Neuroscience,2005,16033887,0,,4011,16033887,All necessary morphological evidence is present in this self-same publication.,,
401162017010502,4011,"p1601, Fig5B",10502,"""Figure 5. Expression of COUP-TFII and reelin in neurogliaform cells. ... B, An in vitro whole cell recorded neurogliaform cell displays the characteristic stuttering firing pattern upon a depolarizing current pulse. Inset, subthreshold, voltage-dependent membrane potential oscillations in the gamma range (30-60 Hz) between discharge periods.""",PSTUT,62,[Y:<%4011%>:PSTUT]{#1},"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII nuclear receptor in restricted GABAergic neuronal populations in the adult rat hippocampus,Journal of Neuroscience,2010,20130170,0,,4011,20130170,All necessary morphological evidence is present in this self-same publication.,,
401262388710301,4012,"p6780, Fig3A2",10301,"""Figure3. Electrophysiological characterization and perforant path-evoked excitability of NG [neurogliaform] cells. A, ... Large depolarizing current steps, 700 and 500 pA, respectively, elicit weak accommodating spike trains (A1) and bursting spike trains (A2).""",PSTUT,62,[Y:<%4012%>:PSTUT]{#1},"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,Journal of Neuroscience,2005,16033887,0,,4012,16033887,All necessary morphological evidence is present in this self-same publication.,,
401265388710304,4012,"p6780, Fig3A1",10304,"""Figure3. Electrophysiological characterization and perforant path-evoked excitability of NG [neurogliaform] cells. A, ... Large depolarizing current steps, 700 and 500 pA, respectively, elicit weak accommodating spike trains (A1) and bursting spike trains (A2).""",ASP.,65,[Y:<%4012%>:ASP.]{#1},"Price CJ, Cauli B, Kovacs ER, Kulik A, Lambolez B, Shigemoto R, Capogna M",Neurogliaform neurons form a novel inhibitory network in the hippocampal CA1 area,Journal of Neuroscience,2005,16033887,0,,4012,16033887,All necessary morphological evidence is present in this self-same publication.,,
401272554510806,4012,"p10960, Fig8Fred",10806,"""Figure 8. Representative CGE-derived hippocampal interneurons. A-K, ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60mV. Depolarizing current pulses and corresponding responses are for near-threshold and 2x threshold stimulation (scale bars shown in K are for all traces)""",D.,72,[Y:<%4012%>:D.]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4012,21795545,All necessary morphological evidence is present in this self-same publication.,,
401265554510812,4012,"p10960, Fig8Fgrey",10812,"""Figure 8. Representative CGE-derived hippocampal interneurons. A-K, ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60mV. Depolarizing current pulses and corresponding responses are for near-threshold and 2x threshold stimulation (scale bars shown in K are for all traces)""",ASP.,65,[Y:<%4012%>:ASP.]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4012,21795545,All necessary morphological evidence is present in this self-same publication.,,
401356111710102,4013,"p11113, Fig1B",10102,"""Figure1. Four classes of interneuron. ... B, Example bistratified cell pair; dendrites and soma shown in gray, axons in blue, presynaptic soma to the left. Traces show responses to a 500 ms depolarizing current of double action potential threshold amplitude; presynaptic upper, postsynaptic lower trace.""",NASP,56,[Y:<%4013%>:NASP]{#1},"Daw MI, Tricoire L, Erdelyi F, Szabo G, McBain CJ",Asynchronous transmitter release from cholecystokinin-containing inhibitory interneurons is widespread and target-cell independent,Journal of Neuroscience,2009,19741117,0,,4013,19741117,All necessary morphological evidence is present in this self-same publication.,,
401365111710103,4013,"p11113, Fig1C",10103,"""Figure1. Four classes of interneuron. ... Traces show responses to a 500 ms depolarizing current of double action potential threshold amplitude; presynaptic upper, postsynaptic lower trace. C, Example trilaminar cell pair; dendrites and soma shown in gray, axons in green, presynaptic soma to the upper left. Traces are as in B.""",ASP.,65,[Y:<%4013%>:ASP.]{#1},"Daw MI, Tricoire L, Erdelyi F, Szabo G, McBain CJ",Asynchronous transmitter release from cholecystokinin-containing inhibitory interneurons is widespread and target-cell independent,Journal of Neuroscience,2009,19741117,0,,4013,19741117,All necessary morphological evidence is present in this self-same publication.,,
401362554510703,4013,"p10959, Fig7Cred",10703,"""Figure 7. Representative MGE-derived hippocampal interneurons. ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60 mV. Depolarizing current pulses and corresponding responses are for near threshold and 2x threshold stimulation (scale bars shown in K are for all traces).""",PSTUT,62,[Y:<%4013%>:PSTUT]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4013,21795545,All necessary morphological evidence is present in this self-same publication.,,
401565470010403,4015,"p72, Fig4C1",10403,"""Fig. 4. Electrophysiological properties of pro-CCK-immunopositive interneurones. Comparison of the active membrane properties of two basket cells (A and B, cell identities 271100/4, P16, and 281100/4, P17, respectively) to two Schaffer collateral-associated cells (C and D, cell identities 310800/1, P12, and 040900/2, P16, respectively). (A1, C1) Voltage responses of a basket and Schaffer collateral-associated cell, to hyperpolarising (3100 to 325 pA) and a small depolarising (+50 and +25 pA, respectively) current steps. Voltage responses to hyperpolarising current steps in the Schaffer collateral-associated cell show a pronounced rectifcation, or _sag', which is present to a lesser degree in the basket cell. Note how the depolarising rebound potentials at the step ofset of the two largest voltage responses in the Schafer collateral-associated cell are able to generate rebound action potentials.""",ASP.,65,[Y:<%4015%>:ASP.]{#1},"Cope DW, Maccaferri G, MÃÂ rton LF, Roberts JD, Cobden PM, Somogyi P",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus,Neuroscience,2002,11784700,0,,4015,11784700,All necessary morphological evidence is present in this self-same publication.,,
401567470010404,4015,"p72, Fig4D1",10404,"""Fig. 4. Electrophysiological properties of pro-CCK-immunopositive interneurones. Comparison of the active membrane properties of two basket cells (A and B, cell identities 271100/4, P16, and 281100/4, P17, respectively) to two Schaffer collateral-associated cells (C and D, cell identities 310800/1, P12, and 040900/2, P16, respectively). ... (B1, D1) Voltage responses of a basket and Schaffer collateral-associated cell to a large (+325 and +150 pA, respectively) depolarising current step.""",ASP.ASP.,67,[Y:<%4015%>:ASP.ASP.]{#1},"Cope DW, Maccaferri G, MÃÂ rton LF, Roberts JD, Cobden PM, Somogyi P",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus,Neuroscience,2002,11784700,0,,4015,11784700,All necessary morphological evidence is present in this self-same publication.,,
401551784310902,4015,"p360, Fig9Btop",10902,"""Fig. 9. Features of a regular-spiking CCK-IR trilaminar cell. ... B: Current injections (as indicated) reveal the regular-spiking characteristics of the cell.""",ASP.SLN,51,[Y:<%4015%>:ASP.SLN]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4015,11807843,All necessary morphological evidence is present in this self-same publication.,,
401565784310903,4015,"p360, Fig9Bbot",10903,"""Fig. 9. Features of a regular-spiking CCK-IR trilaminar cell. ... B: Current injections (as indicated) reveal the regular-spiking characteristics of the cell.""",ASP.,65,[Y:<%4015%>:ASP.]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4015,11807843,All necessary morphological evidence is present in this self-same publication.,,
402356516110401,4023,"p1723, Fig4A",10401,"""Fig. 4. Electrophysiological properties of the neuron shown in Fig. 3. (A) Voltage responses of the cell (upper traces) to depolarizing and hyperpolarizing current steps (lower traces).""",NASP,56,[Y:<%4023%>:NASP]{#1},"Sik A, Ylinen A, Penttonen M, BuzsÃÂ ki G",Inhibitory CA1-CA3-hilar region feedback in the hippocampus,Science,1994,8085161,0,,4023,8085161,All necessary morphological evidence is present in this self-same publication.,,
402865333610302,4028,"p762, Fig3Ba",10302,"""Figure 3. Unitary IPSPs evoked by Schaffer-associated interneurons are mediated by GABAA receptors ... Ba, accommodating train of action potentials in response to injecting a depolarizing current pulse (200 ms duration; 0.3 nA amplitude) into the interneuron""",ASP.,65,[Y:<%4028%>:ASP.]{#1},"Vida I, Halasy K, Szinyei C, Somogyi P, Buhl EH",Unitary IPSPs evoked by interneurons at the stratum radiatum-stratum lacunosum-moleculare border in the CA1 area of the rat hippocampus in vitro,Journal of Physiology,1998,9503336,0,,4028,9503336,All necessary morphological evidence is present in this self-same publication.,,
402856784311002,4028,"p361, Fig10B",11002,"""Fig. 10. Properties of a CCK-IR Schaffer-associated cell. ... B: Voltage responses of this regular-spiking interneurone to current pulses (amplitudes as indicated).""",NASP,56,[Y:<%4028%>:NASP]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4028,11807843,All necessary morphological evidence is present in this self-same publication.,,
402856784311107,4028,"p363, Fig11Gtop",11107,"""Fig. 11. Properties of a pair of synaptically coupled CCK-IR Schaffer-associated cells. ... G: Current injections (amplitudes as indicated) into the presynaptic cell reveal fast, deep spike afterhyperpolarizations, indicative of fast-spiking cells. After onset of the voltage responses to hyperpolarizing currents, a large sag and rebound following are noticeable""",NASP,56,[Y:<%4028%>:NASP]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4028,11807843,All necessary morphological evidence is present in this self-same publication.,,
402880784311108,4028,"p363, Fig11Gbot",11108,"""Fig. 11. Properties of a pair of synaptically coupled CCK-IR Schaffer-associated cells. ... G: Current injections (amplitudes as indicated) into the presynaptic cell reveal fast, deep spike afterhyperpolarizations, indicative of fast-spiking cells. After onset of the voltage responses to hyperpolarizing currents, a large sag and rebound following are noticeable""",RASP.ASP.,80,[Y:<%4028%>:RASP.ASP.]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4028,11807843,All necessary morphological evidence is present in this self-same publication.,,
403375784310805,4033,"p359, Fig8Etop",10805,"""Fig. 8. Properties of a CCK-IR bistratified cell (A-C) and a CCK-IR SO-SO cell (D-G) cell with somata in the SO. ... E: Current injections (as indicated) reveal the regular-spiking nature of this cell with a high spontaneous EPSP activity.""",RASP.NASP,75,[Y:<%4033%>:RASP.NASP]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4033,11807843,All necessary morphological evidence is present in this self-same publication.,,
403365784310808,4033,"p359, Fig8Ebot",10808,"""Fig. 8. Properties of a CCK-IR bistratified cell (A-C) and a CCK-IR SO-SO cell (D-G) cell with somata in the SO. ... E: Current injections (as indicated) reveal the regular-spiking nature of this cell with a high spontaneous EPSP activity.""",ASP.,65,[Y:<%4033%>:ASP.]{#1},"Pawelzik H, Hughes DI, Thomson AM",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus,Journal of Comparative Neurology,2002,11807843,0,,4033,11807843,All necessary morphological evidence is present in this self-same publication.,,
403379554510811,4033,"p10960, Fig8Kred",10811,"""Figure 8. Representative CGE-derived hippocampal interneurons. A-K, ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60mV. Depolarizing current pulses and corresponding responses are for near-threshold and 2x threshold stimulation (scale bars shown in K are for all traces)""",RASP.,79,[Y:<%4033%>:RASP.]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4033,21795545,All necessary morphological evidence is present in this self-same publication.,,
403365554510812,4033,"p10960, Fig8Kgrey",10812,"""Figure 8. Representative CGE-derived hippocampal interneurons. A-K, ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60mV. Depolarizing current pulses and corresponding responses are for near-threshold and 2x threshold stimulation (scale bars shown in K are for all traces)""",ASP.,65,[Y:<%4033%>:ASP.]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4033,21795545,All necessary morphological evidence is present in this self-same publication.,,
403556242610806,4035,"p6661, Fig8F",10806,"""Figure 8. Physiological properties of a trilaminar interneuron. ... F, Responses of the neuron to depolarizing (0.4 nA) and hyperpolarizing (-0.4, -0.8, and -1.2 nA) current steps. Arrows indicate large spontaneous EPSPs.""",NASP,56,[Y:<%4035%>:NASP]{#1},"Sik A, Penttonen M, Ylinen A, BuzsÃÂ ki G",Hippocampal CA1 interneurons: an in vivo intracellular labeling study,Journal of Neuroscience,1995,7472426,0,,4035,7472426,All necessary morphological evidence is present in this self-same publication.,,
403551554510707,4035,"p10959, Fig7Gred",10707,"""Figure 7. Representative MGE-derived hippocampal interneurons. ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60 mV. Depolarizing current pulses and corresponding responses are for near threshold and 2x threshold stimulation (scale bars shown in K are for all traces).""",ASP.SLN,51,[Y:<%4035%>:ASP.SLN]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4035,21795545,All necessary morphological evidence is present in this self-same publication.,,
403565554510712,4035,"p10959, Fig7Ggrey",10712,"""Figure 7. Representative MGE-derived hippocampal interneurons. ... Also shown are the electrophysiological responses of the cells to the indicated square wave current pulses (bottom) from a resting potential near -60 mV. Depolarizing current pulses and corresponding responses are for near threshold and 2x threshold stimulation (scale bars shown in K are for all traces).""",ASP.,65,[Y:<%4035%>:ASP.]{#1},"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity,Journal of Neuroscience,2011,21795545,0,,4035,21795545,All necessary morphological evidence is present in this self-same publication.,,
403661521510504,4036,"p1296, Fig5D",10504,"""FIG. 5. Responses of 2 different axo-axonic cells to the injection of suprathreshold depolarizing current pulses. Increasing the current amplitude invariably resulted in higher firing rates. ... D and E: in contrast, some axo-axonic cells, here from subfield CA1 (membrane potential -72 mV), were characterized by a marked attenuation of their firing rate. During the period of strongest adaptation the action potentials were riding on a depolarizing wave. Also note the concomitant decrease in action potential amplitude.""",D.TSWB.NASP,61,[Y:<%4036%>:D.TSWB.NASP]{#1},"Buhl EH, Han ZS, LÃÂrinczi Z, Stezhka VV, Karnup SV, Somogyi P",Physiological properties of anatomically identified axo-axonic cells in the rat hippocampus,Journal of Neurophysiology,1994,8035215,0,,4036,8035215,All necessary morphological evidence is present in this self-same publication.,,
