reference_id,Reference ID,Unique ID,Location in reference,FTQ ID,Material Used,Phase parameter,Phase parameter ID,Authors,Title,Journal,Year,PMID,pmid_isbn_page
"""4099111088710505""",4099111088710505,4099,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate quiet,111,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099113088710505""",4099113088710505,4099,"p1601, Fig5A_distal_sCA1",10505,"""FIGURE 5. Brain state-dependent firing rates of CA1, CA2, and CA3 principal cells. A. Firing rate distributions during RUN, SWS, REM, and QUIET states.""",firing rate REM,113,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099103088710305""",4099103088710305,4099,"p1599, Fig 3B_intermediate_sCA1_REM",10305,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta REM,103,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""4099103088710306""",4099103088710306,4099,"p1599, Fig 3B_distal_sCA1_REM",10306,"""FIGURE 3. Theta phase modulation of hippocampal pyramidal cells. ... B. Distribution of preferred theta phases for all significantly modulated units (P<0.01, Rayleigh test) in all regions during RUN and REM.""",theta REM,103,"Azahara Oliva, Antonio Fernández-Ruiz, György Buzsáki, Antal Berényi",Spatial Coding and Physiological Properties of Hippocampal Neurons in the Cornu Ammonis Subregions,Hippocampus,2016,27650887,1593
"""2000108912020200""",2000108912020200,2000,"p18088, Tab2",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",SWR ratio,108,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2000114912020200""",2000114912020200,2000,"p18088, Tab2",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate theta,114,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2000111912020200""",2000111912020200,2000,"p18088, Tab2",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate non-theta - non-sharp wave,111,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2000101912020200""",2000101912020200,2000,"p18088, Tab2",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",theta,101,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044111912020202""",2044111912020202,2044,"p18088, Tab2 (B68c outside SWR)",20202,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate outside SWR,111,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044114912020203""",2044114912020203,2044,"p18088, Tab2 (J69b theta)",20203,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate theta,114,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044116912020203""",2044116912020203,2044,"p18088, Tab2 (J69b SWR)",20203,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate SWR,116,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044101912020201""",2044101912020201,2044,"p18088, Tab2 (K111c theta)",20201,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",theta,101,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044114912020202""",2044114912020202,2044,"p18088, Tab2 (B68c theta)",20202,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate theta,114,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044111912020203""",2044111912020203,2044,"p18088, Tab2 (J69b outside SWR)",20203,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate outside SWR,111,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044111912020204""",2044111912020204,2044,"p18088, Tab2 (J69b non-theta - non-sharp wave)",20204,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate non-theta - non-sharp wave,111,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044114912020201""",2044114912020201,2044,"p18088, Tab2 (K111c theta)",20201,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate theta,114,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044101912020202""",2044101912020202,2044,"p18088, Tab2 (B68c theta)",20202,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",theta,101,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044108912020202""",2044108912020202,2044,"p18088, Tab2 (B68c SWR ratio)",20202,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",SWR ratio,108,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044101912020203""",2044101912020203,2044,"p18088, Tab2 (J69b theta)",20203,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",theta,101,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044116912020202""",2044116912020202,2044,"p18088, Tab2 (B68c SWR)",20202,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate SWR,116,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2044108912020203""",2044108912020203,2044,"p18088, Tab2 (J69b SWR ratio)",20203,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",SWR ratio,108,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2049101912020200""",2049101912020200,2049,"p18088, Tab2 (J55d theta)",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",theta,101,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2049111912020200""",2049111912020200,2049,"p18088, Tab2 (J55d non-theta - non-sharp wave)",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate non-theta - non-sharp wave,111,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2049114912020200""",2049114912020200,2049,"p18088, Tab2 (J55d theta)",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",firing rate theta,114,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""2049108912020200""",2049108912020200,2049,"p18088, Tab2 (J55d SWR ratio)",20200,"""Table 2. Parameters of cellular firing associated with theta oscillations and sharp wave/ripple complexes""",SWR ratio,108,"Bálint Lasztóczi, John J Tukker, Peter Somogyi, Thomas Klausberger",Terminal Field and Firing Selectivity of Cholecystokinin-Expressing Interneurons in the Hippocampal CA3 Area,Journal of Neuroscience,2011,22159120,18073
"""4000111372120100""",4000111372120100,4000,"9, Tab1_CA1_Principal",20100,"""Table 1 | Properties of single units in DS and CA1.""",firing rate,111,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,1
"""5001101372110702""",5001101372110702,5001,"p9, Fig7B caption (theta)",10702,"""FIGURE 7 | Weak modulation of subicular unit firing by theta oscillations. ... (B) Rose diagram showing the firing of a DS unit <% 5001 %> with respect to theta phase, collected during a 5-min choice trial. In this diagram, 90_ is the theta trough and 270_ is the theta peak. This unit exhibits a highly dispersed theta phase distribution with a mean of 195 +/- 118_ (Rayleigh test; Z = 0.12, p = 0.89), indicating poor phase locking to the theta oscillation.""",theta,101,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,1
"""5001111372120100""",5001111372120100,5001,"p9, Tab1 (baseline)",20100,"""Table 1 | Properties of single units in DS and CA1.""",firing rate baseline,111,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,1
"""5005111372120100""",5005111372120100,5005,"p9, Tab1 (baseline)",20100,"""Table 1 | Properties of single units in DS and CA1.""",firing rate baseline,111,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,1
"""5005101372110702""",5005101372110702,5005,"p9, Fig7B caption (theta)",10702,"""FIGURE 7 | Weak modulation of subicular unit firing by theta oscillations. ... (B) Rose diagram showing the firing of a DS unit <% 5005 %> with respect to theta phase, collected during a 5-min choice trial. In this diagram, 90_ is the theta trough and 270_ is the theta peak. This unit exhibits a highly dispersed theta phase distribution with a mean of 195 +/- 118_ (Rayleigh test; Z = 0.12, p = 0.89), indicating poor phase locking to the theta oscillation.""",theta,101,"Chang EH, Huerta PT",Neurophysiological correlates of object recognition in the dorsal subiculum,Frontiers in Behavioral Neuroscience,2012,22833721,1
"""4069108631520100""",4069108631520100,4069,"p15, Tab1 (0505RMN_TrD_1_T8_1 SWR ratio)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4069109631520100""",4069109631520100,4069,"p15, Tab1 (0505RMN_TrD_1_T8_1 run/stop ratio)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4069111631520100""",4069111631520100,4069,"p15, Tab1 (0505RMN_TrD_1_T8_1 baseline)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4069108631520101""",4069108631520101,4069,"p15, Tab1 (1412RMP_OFEM_4_T7R_3 SWR ratio)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4069109631520101""",4069109631520101,4069,"p15, Tab1 (1412RMP_OFEM_4_T7R_3 run/stop ratio)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4069111631520101""",4069111631520101,4069,"p15, Tab1 (1412RMP_OFEM_4_T7R_3 baseline)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078109631520106""",4078109631520106,4078,"p15, Tab1 (1404RMN_T7R31_1 run/stop ratio)",20106,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078109631520107""",4078109631520107,4078,"p15, Tab1 (0912RMPTet5Cell3 run/stop ratio)",20107,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078111631520108""",4078111631520108,4078,"p15, Tab1 (0405RMN_OF_T1R-01_part1_1 baseline)",20108,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078111631520109""",4078111631520109,4078,"p15, Tab1 (0505RMN_TrD_1_T1-03_1 baseline)",20109,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078111631520110""",4078111631520110,4078,"p15, Tab1 (1404RMN_T7R31_1 baseline)",20110,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078108631520102""",4078108631520102,4078,"p15, Tab1 (1404RMN_T7R31_1 SWR ratio)",20102,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078111631520111""",4078111631520111,4078,"p15, Tab1 (0912RMPTet5Cell3 baseline)",20111,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078108631520103""",4078108631520103,4078,"p15, Tab1 (0912RMPTet5Cell3 SWR ratio)",20103,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078109631520104""",4078109631520104,4078,"p15, Tab1 (0405RMN_OF_T1R-01_part1_1 run/stop ratio)",20104,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078108631520100""",4078108631520100,4078,"p15, Tab1 (0405RMN_OF_T1R-01_part1_1 SWR ratio)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078108631520101""",4078108631520101,4078,"p15, Tab1 (0505RMN_TrD_1_T1-03_1 SWR ratio)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4078109631520105""",4078109631520105,4078,"p15, Tab1 (0505RMN_TrD_1_T1-03_1 run/stop ratio)",20105,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4079109631520102""",4079109631520102,4079,"p15, Tab1 (1504RMN_TrD_T5-04_1 run/stop ratio)",20102,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4079109631520103""",4079109631520103,4079,"p15, Tab1 (0912RMP_OFEM_T4-01_1 run/stop ratio)",20103,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4079111631520104""",4079111631520104,4079,"p15, Tab1 (1504RMN_TrD_T5-04_1 baseline)",20104,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4079111631520105""",4079111631520105,4079,"p15, Tab1 (0912RMP_OFEM_T4-01_1 baseline)",20105,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",firing rate baseline,111,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4079108631520100""",4079108631520100,4079,"p15, Tab1 (1504RMN_TrD_T5-04_1 SWR ratio)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4079108631520101""",4079108631520101,4079,"p15, Tab1 (0912RMP_OFEM_T4-01_1 SWR ratio)",20101,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",SWR ratio,108,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
"""4080109631520100""",4080109631520100,4080,"p15, Tab1 (0405RMN_OF_T4R6-04_spl_t001-01_1 run/stop ratio)",20100,"""Table 1: Firing characteristic of all extracellularly recorded CA1 interneurons and their putative classification""",run/stop ratio,109,"Diego Lopez-Pigozzi, François Laurent, Jorge R Brotons-Mas, Mario Valderrama, Manuel Valero, Ivan Fernandez-Lamo, Elena Cid, Daniel Gomez-Dominguez, Beatriz Gal, Liset Menendez de la Prida",Altered Oscillatory Dynamics of CA1 Parvalbumin Basket Cells During Theta-Gamma Rhythmopathies of Temporal Lobe Epilepsy,eNeuro,2016,27896315,1
