N,2027,2044,CA3,I,22232,,,CA3 BC CCK+,CA3 BC CCK+,CA3 (i)22232 Basket CCK+,CA3 (i)22232 (000S0) Basket CCK+,S110802,Perisomatic-targeting:Basket CCK+:CA3,S110802:Perisomatic-targeting:Basket CCK+:CA3,3,1,2009,N,,basket cell,0,"stratum lucidum (701530) / stratum pyramidale (630746, 700244)",1,1,0,0,0,AA citations,"22159120, 25044969",somata,,,,,,,1,1,,,,,,,,,,,,,,,,,,,principal cell exclusive targeting,1
N,2028,2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3 AA,CA3 (i)22232 Axo-Axonic,CA3 (i)22232 (000S0) Axo-Axonic,S110902,Perisomatic-targeting:Axo-axonic:CA3,S110902:Perisomatic-targeting:Axo-axonic:CA3,2,0,2006,N,"chandelier, axo-axonic",axo-axonic,0,"stratum pyramidale (611193, 611194, 611832, 611834, 611902, 612175, 630810, 630812, 700236) / stratum oriens (630812)",1,2,1,0,0,AA citations,"23843535, 22700932",axons,,,,,,,,"611193, 611194, 611832, 611834, 611902, 611908, 612175, 630810, 630812, 700210, 700232, 700236, 701100",,,,,,,,,,,,,,,,,,,,
N,2028,2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3 AA,CA3 (i)22232 Axo-Axonic,CA3 (i)22232 (000S0) Axo-Axonic,S110902,Perisomatic-targeting:Axo-axonic:CA3,S110902:Perisomatic-targeting:Axo-axonic:CA3,2,0,2006,N,"chandelier, axo-axonic",axo-axonic,0,"stratum pyramidale (611193, 611194, 611832, 611834, 611902, 612175, 630810, 630812, 700236) / stratum oriens (630812)",1,1,0,0,0,AA citations,"23843535, 22700932",dendrites,,,,,"611193, 611832, 611834, 611902, 611908, 630751, 630810, 630812, 700236","611193, 611832, 611834, 611902, 611908, 612175, 630810, 630812, 700236","611193, 611832, 611834, 611902, 611908, 612175, 630810, 630812, 700236","611193, 611194, 611832, 611834, 611902, 611908, 612175, 630810, 630812, 700236","611193, 611194, 611832, 611834, 611902, 611908, 612175, 630810, 630812, 700236",,,,,,,,,,,,,,,,,,,
N,2028,2028,CA3,I,22232,,,CA3 Axo-Axonic,CA3 AA,CA3 (i)22232 Axo-Axonic,CA3 (i)22232 (000S0) Axo-Axonic,S110902,Perisomatic-targeting:Axo-axonic:CA3,S110902:Perisomatic-targeting:Axo-axonic:CA3,2,0,2006,N,"chandelier, axo-axonic",axo-axonic,0,"stratum pyramidale (611193, 611194, 611832, 611834, 611902, 612175, 630810, 630812, 700236) / stratum oriens (630812)",1,1,0,0,0,AA citations,"23843535, 22700932",somata,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
X,2029,2088,CA3,I,22230,,,fast-spiking basket,fast-spiking basket,,,S110702,Perisomatic-targeting:Basket:CA3,S110702:Perisomatic-targeting:Basket:CA3,10,1,12014,,,,0,stratum lucidum (631136),0,2,1,0,0,,,axons,,,,,,,,631136,,,,,,,,,,,,,,,,,,,,
X,2029,2088,CA3,I,22230,,,fast-spiking basket,fast-spiking basket,,,S110702,Perisomatic-targeting:Basket:CA3,S110702:Perisomatic-targeting:Basket:CA3,10,1,12014,,,,0,stratum lucidum (631136),0,1,1,0,0,,,dendrites,,,,,631136,631136,631136,631136,,,,,,,,,,,,,,,,,,,,
X,2029,2088,CA3,I,22230,,,fast-spiking basket,fast-spiking basket,,,S110702,Perisomatic-targeting:Basket:CA3,S110702:Perisomatic-targeting:Basket:CA3,10,1,12014,,,,0,stratum lucidum (631136),0,0,1,0,0,,,somata,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
X,2030,2103,CA3,I,22200,,,new misc interneuron,new misc interneuron,,,,,,10,1,12031,,,,0,,1,0,0,0,0,,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
X,2030,2103,CA3,I,22200,,,new misc interneuron,new misc interneuron,,,,,,10,1,12031,,,,0,,1,0,0,0,0,,,dendrites,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,
X,2030,2103,CA3,I,22200,,,new misc interneuron,new misc interneuron,,,,,,10,1,12031,,,,0,,1,0,0,0,0,,,somata,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
X,2031,2064,CA3,I,21113,,,new misc interneuron,new misc interneuron,,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12032,,,,0,,1,1,0,0,0,,,axons,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
X,2031,2064,CA3,I,21113,,,new misc interneuron,new misc interneuron,,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12032,,,,0,,1,0,0,0,0,,,dendrites,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,
X,2031,2064,CA3,I,21113,,,new misc interneuron,new misc interneuron,,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12032,,,,0,,1,0,0,0,0,,,somata,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
X,2032,2066,CA3,I,13333,p,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12033,,,,0,,0,1,0,0,0,,,axons,,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,
X,2032,2066,CA3,I,13333,p,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12033,,,,0,,0,1,0,0,0,,,dendrites,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
X,2032,2066,CA3,I,13333,p,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12033,,,,0,,0,0,0,0,0,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
S,2033,2132,CA3,I,13310,p,DG_0001,CA3 SOM+ Proj,,,,,,,10,,,,,,,,,,,,,,,axons,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2033,2132,CA3,I,13310,p,DG_0001,CA3 SOM+ Proj,,,,,,,10,,,,,,,,,,,,,,,dendrites,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S,2033,2132,CA3,I,13310,p,DG_0001,CA3 SOM+ Proj,,,,,,,10,,,,,,,,,,,,,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
X,2034,2067,CA3,I,13222,,,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12022,,,,0,stratum lacunosum-moleculare (631138) / stratum radiatum (631138),0,0,0,0,0,,,axons,,,,,631138,631138,,,,,,,,,,,,,,,,,,,,,,
X,2034,2067,CA3,I,13222,,,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12022,,,,0,stratum lacunosum-moleculare (631138) / stratum radiatum (631138),0,1,0,0,0,,,dendrites,,,,,,631138,631138,631138,631138,,,,,,,,,,,,,,,,,,,
X,2034,2067,CA3,I,13222,,,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12022,,,,0,stratum lacunosum-moleculare (631138) / stratum radiatum (631138),0,0,0,0,0,,,somata,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
X,2035,2068,CA3,I,13200,,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12034,,,,0,,0,0,0,0,0,,,axons,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,
X,2035,2068,CA3,I,13200,,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12034,,,,0,,0,0,0,0,0,,,dendrites,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
X,2035,2068,CA3,I,13200,,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12034,,,,0,,0,0,0,0,0,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
X,2036,2069,CA3,I,13001,p,DG_1001,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S091202,Interneuron Specific:IS:CA3,S091202:Interneuron Specific:IS:CA3,10,1,12023,,,,0,stratum radiatum (631140),0,0,0,0,0,,,axons,631140,,,631140,631140,631140,,,631140,,,,,,,,,,,,,,,,,,,
X,2036,2069,CA3,I,13001,p,DG_1001,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S091202,Interneuron Specific:IS:CA3,S091202:Interneuron Specific:IS:CA3,10,1,12023,,,,0,stratum radiatum (631140),0,0,0,0,0,,,dendrites,,,,,,631140,,,,,,,,,,,,,,,,,,,,,,
X,2036,2069,CA3,I,13001,p,DG_1001,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S091202,Interneuron Specific:IS:CA3,S091202:Interneuron Specific:IS:CA3,10,1,12023,,,,0,stratum radiatum (631140),0,0,0,0,0,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
X,2037,2070,CA3,I,13000,,,perforant-path-associated cell (CB1+),perforant-path-associated cell (CB1+),,,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,10,1,12057,,,,0,stratum radiatum (631142),0,0,0,0,0,,,axons,,,,,631142,631142,,,,,,,,,,,,,,,,,,,,,,
X,2037,2070,CA3,I,13000,,,perforant-path-associated cell (CB1+),perforant-path-associated cell (CB1+),,,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,10,1,12057,,,,0,stratum radiatum (631142),0,0,0,0,0,,,dendrites,,,,,,631142,,,,,,,,,,,,,,,,,,,,,,
X,2037,2070,CA3,I,13000,,,perforant-path-associated cell (CB1+),perforant-path-associated cell (CB1+),,,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,10,1,12057,,,,0,stratum radiatum (631142),0,0,0,0,0,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
N,2038,2049,CA3,I,12222,,,CA3 QuadD-LM,CA3 QuadD-LM,CA3 (i)12222 QuadD-LM,CA3 (i)12222 (0SSSS) QuadD-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,3,0,2029,N,,radiatum,0,"stratum radiatum (612713, 612714, 612715) / stratum lucidum (612715) / stratum pyramidale (612715, 612716, 612720) / stratum oriens (612715)",1,0,0,0,0,,,axons,,,,,"612712, 612713, 612714, 612715, 612716, 612720, 612721",,,,,,,,,,,,,,,,,,,,,,,
N,2038,2049,CA3,I,12222,,,CA3 QuadD-LM,CA3 QuadD-LM,CA3 (i)12222 QuadD-LM,CA3 (i)12222 (0SSSS) QuadD-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,3,0,2029,N,,radiatum,0,"stratum radiatum (612713, 612714, 612715) / stratum lucidum (612715) / stratum pyramidale (612715, 612716, 612720) / stratum oriens (612715)",1,1,0,0,0,,,dendrites,,,,,,"612712, 612713, 612714, 612715, 612716, 612717, 612720","612713, 612714, 612715, 612716, 612717, 612720","612713, 612714, 612715, 612716, 612717, 612720","612713, 612714, 612715, 612716, 612717, 612720",,,,,,,,,,,,,,,,,,,
N,2038,2049,CA3,I,12222,,,CA3 QuadD-LM,CA3 QuadD-LM,CA3 (i)12222 QuadD-LM,CA3 (i)12222 (0SSSS) QuadD-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,3,0,2029,N,,radiatum,0,"stratum radiatum (612713, 612714, 612715) / stratum lucidum (612715) / stratum pyramidale (612715, 612716, 612720) / stratum oriens (612715)",1,1,0,0,0,,,somata,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,
N,2039,2008,CA3,I,12000,,,CA3 R-LM,CA3 R-LM,CA3 (i)12000 R-LM,CA3 (i)12000 (0S000) R-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,4,0,2031,N,1,radiatum--lacunosum-moleculare,0,stratum radiatum (630205),0,0,0,0,0,R-LM citations,,axons,,,,,"510044, 612494, 630205",,,,,,,,,,,,,,,,,,,,,,,
N,2039,2008,CA3,I,12000,,,CA3 R-LM,CA3 R-LM,CA3 (i)12000 R-LM,CA3 (i)12000 (0S000) R-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,4,0,2031,N,1,radiatum--lacunosum-moleculare,0,stratum radiatum (630205),0,0,0,0,0,R-LM citations,,dendrites,,,,,,"510044, 612494, 630205",,,,,,,,,,,,,,,,,,,,,,
N,2039,2008,CA3,I,12000,,,CA3 R-LM,CA3 R-LM,CA3 (i)12000 R-LM,CA3 (i)12000 (0S000) R-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,4,0,2031,N,1,radiatum--lacunosum-moleculare,0,stratum radiatum (630205),0,0,0,0,0,R-LM citations,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
X,2040,2071,CA3,I,11112,,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12035,,,,0,,0,1,0,0,0,,,axons,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,
X,2040,2071,CA3,I,11112,,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12035,,,,0,,0,0,0,0,0,,,dendrites,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
X,2040,2071,CA3,I,11112,,,new misc interneuron,new misc interneuron,,,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,10,1,12035,,,,0,,0,0,0,0,0,,,somata,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
N,2041,2009,CA3,I,11003,,,CA3 O-LM,CA3 O-LM,CA3 (i)11003 O-LM,CA3 (i)11003 (0000S) O-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,4,0,2023,N,,,0,"stratum oriens (611172, 612137, 612490, 612496, 612608)",0,0,0,0,0,O-LM citations,23843535,axons,,,,,"611172, 612137, 612490, 612495, 612496, 612608","611172, 612496, 612608",,,"611172, 612137, 612490, 612496, 612608",,,,,,,,,,,,,,,,,,,
N,2041,2009,CA3,I,11003,,,CA3 O-LM,CA3 O-LM,CA3 (i)11003 O-LM,CA3 (i)11003 (0000S) O-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,4,0,2023,N,,,0,"stratum oriens (611172, 612137, 612490, 612496, 612608)",0,0,0,0,0,O-LM citations,23843535,dendrites,,,,,,,,,"611172, 612137, 612490, 612496, 612608",,,,,,,,,,,,,,,,,,,
N,2041,2009,CA3,I,11003,,,CA3 O-LM,CA3 O-LM,CA3 (i)11003 O-LM,CA3 (i)11003 (0000S) O-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,4,0,2023,N,,,0,"stratum oriens (611172, 612137, 612490, 612496, 612608)",0,0,0,0,0,O-LM citations,23843535,somata,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
P,2042,2050,CA3,I,10003,,,CA3 Recurrent O-LM,CA3 Recurr O-LM,CA3 (i)10003 Recurrent O-LM,CA3 (i)10003 (0000S) Recurrent O-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,5,1,2024,N,,,0,"stratum oriens (630498, 630500)",0,0,0,0,0,,,axons,,,,,"630498, 630500",,,,,,,,,,,,,,,,,,,,,,interneuron specific targeting,2
P,2042,2050,CA3,I,10003,,,CA3 Recurrent O-LM,CA3 Recurr O-LM,CA3 (i)10003 Recurrent O-LM,CA3 (i)10003 (0000S) Recurrent O-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,5,1,2024,N,,,0,"stratum oriens (630498, 630500)",0,0,0,0,0,,,dendrites,,,,,,,,,"630498, 630500",,,,,,,,,,,,,,,,,,interneuron specific targeting,2
P,2042,2050,CA3,I,10003,,,CA3 Recurrent O-LM,CA3 Recurr O-LM,CA3 (i)10003 Recurrent O-LM,CA3 (i)10003 (0000S) Recurrent O-LM,S121402,O-LM Family:O-LM-like:CA3,S121402:O-LM Family:O-LM-like:CA3,5,1,2024,N,,,0,"stratum oriens (630498, 630500)",0,0,0,0,0,,,somata,,,,,,,,,1,,,,,,,,,,,,,,,,,,interneuron specific targeting,2
X,2043,2072,CA3,I,3333,p,DG_0113,mossy-fiber-associated cell (CB1+),mossy-fiber-associated cell (CB1+),,,S141602,Mossy Fiber-related:L-targeting:CA3,S141602:Mossy Fiber-related:L-targeting:CA3,10,1,12052,,,,0,stratum radiatum (631144),0,1,0,0,0,,,axons,,631144,631144,631144,,631144,631144,631144,631144,,,,,,,,,,,,,,,,,,,
X,2043,2072,CA3,I,3333,p,DG_0113,mossy-fiber-associated cell (CB1+),mossy-fiber-associated cell (CB1+),,,S141602,Mossy Fiber-related:L-targeting:CA3,S141602:Mossy Fiber-related:L-targeting:CA3,10,1,12052,,,,0,stratum radiatum (631144),0,1,0,0,0,,,dendrites,,,,631144,,631144,631144,631144,631144,,,,,,,,,,,,,,,,,,,
X,2043,2072,CA3,I,3333,p,DG_0113,mossy-fiber-associated cell (CB1+),mossy-fiber-associated cell (CB1+),,,S141602,Mossy Fiber-related:L-targeting:CA3,S141602:Mossy Fiber-related:L-targeting:CA3,10,1,12052,,,,0,stratum radiatum (631144),0,0,0,0,0,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
M,2044,2042,CA3,I,3333,p,DG_0003,CA3 IS Quad,CA3 IS Quad,CA3 (i)03333p-DG_0003 Interneuron Specific Quad,CA3 (i)03333p (0SSSS) Interneuron Specific Quad,S091202,Interneuron Specific:IS:CA3,S091202:Interneuron Specific:IS:CA3,5,1,2028,M,,interneuron-specific,0,stratum radiatum (612420) / stratum lucidum (612420) / stratum pyramidale (612420) / stratum oriens (612420),1,1,0,0,1,,,axons,,,,"612416, 612420, 612425",,"612416, 612420",612420,612420,612420,,,,,,,,,,,,,,,,,,distinct marker and electrophysiological expression,11
M,2044,2042,CA3,I,3333,p,DG_0003,CA3 IS Quad,CA3 IS Quad,CA3 (i)03333p-DG_0003 Interneuron Specific Quad,CA3 (i)03333p (0SSSS) Interneuron Specific Quad,S091202,Interneuron Specific:IS:CA3,S091202:Interneuron Specific:IS:CA3,5,1,2028,M,,interneuron-specific,0,stratum radiatum (612420) / stratum lucidum (612420) / stratum pyramidale (612420) / stratum oriens (612420),1,1,0,0,1,,,dendrites,,,,612420,,612420,612420,612420,612420,,,,,,,,,,,,,,,,,,distinct marker and electrophysiological expression,11
M,2044,2042,CA3,I,3333,p,DG_0003,CA3 IS Quad,CA3 IS Quad,CA3 (i)03333p-DG_0003 Interneuron Specific Quad,CA3 (i)03333p (0SSSS) Interneuron Specific Quad,S091202,Interneuron Specific:IS:CA3,S091202:Interneuron Specific:IS:CA3,5,1,2028,M,,interneuron-specific,0,stratum radiatum (612420) / stratum lucidum (612420) / stratum pyramidale (612420) / stratum oriens (612420),1,1,0,0,1,,,somata,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,distinct marker and electrophysiological expression,11
X,2045,2025,CA3,I,3333,p,CA1_0110-Sub_010,DP,DP,CA3 double projection cells,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12026,packet,,double projection,0,"stratum pyramidale (631152, 631154, 631160)",1,1,0,0,0,DP citations,17699661,axons,,,,,,"631154, 631160","631154, 631160","631154, 631160","631154, 631160",,,,,,"631152, 631154, 631156, 631160","631154, 631160",,,631158,,,,,,,,,
X,2045,2025,CA3,I,3333,p,CA1_0110-Sub_010,DP,DP,CA3 double projection cells,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12026,packet,,double projection,0,"stratum pyramidale (631152, 631154, 631160)",1,1,0,0,0,DP citations,17699661,dendrites,,,,,,631154,631154,631154,631154,,,,,,,,,,,,,,,,,,,
X,2045,2025,CA3,I,3333,p,CA1_0110-Sub_010,DP,DP,CA3 double projection cells,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12027,packet,,double projection,0,"stratum pyramidale (631152, 631154, 631160)",1,1,0,0,0,DP citations,17699661,somata,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
N,2046,2045,CA3,I,3333,,,CA3 Bistratified,CA3 Bistrat,CA3 (i)03333 Bistratified,CA3 (i)03333 (000SS) Bistratified,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,2,0,2012,N,,,0,"stratum pyramidale (611744, 611874, 611876, 612325, 700256, 700432) / stratum oriens (611876, 701522)",1,1,0,0,0,bistrat citations,25044969,axons,,,,,,"611744, 611874, 611876, 612325, 630191, 700256, 700432, 701522","611874, 611876, 700432, 701522","611874, 612325, 700432, 701522","611744, 611874, 611876, 612325, 630191, 700256, 700432, 701522",,,,,,,,,,,,,,,,,,,
N,2046,2045,CA3,I,3333,,,CA3 Bistratified,CA3 Bistrat,CA3 (i)03333 Bistratified,CA3 (i)03333 (000SS) Bistratified,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,2,0,2012,N,,,0,"stratum pyramidale (611744, 611874, 611876, 612325, 700256, 700432) / stratum oriens (611876, 701522)",1,1,0,0,0,bistrat citations,25044969,dendrites,,,,,,"611744, 611874, 612325, 630191, 700256, 700432, 701522","611744, 611874, 630191, 700256, 700432, 701522","611744, 611874, 611876, 612325, 630191, 700256, 701522","611744, 611874, 612325, 630191, 700256, 700432701522",,,,,,,,,,,,,,,,,,,
N,2046,2045,CA3,I,3333,,,CA3 Bistratified,CA3 Bistrat,CA3 (i)03333 Bistratified,CA3 (i)03333 (000SS) Bistratified,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,2,0,2012,N,,,0,"stratum pyramidale (611744, 611874, 611876, 612325, 700256, 700432) / stratum oriens (611876, 701522)",1,1,0,0,0,bistrat citations,25044969,somata,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,
N,2047,2046,CA3,I,3333,,,CA3 Ivy,CA3 Ivy,CA3 (i)03333 Ivy,CA3 (i)03333 (00S00) Ivy,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,3,0,2013,N,,,0,"stratum lucidum (4121, 630315)",0,1,0,0,0,bistrat citations,,axons,,,,,,"611794, 611796, 630315","611796, 630315",4121,"611794, 611796, 630315",,,,,,,,,,,,,,,,,,distinct marker and electrophysiological expression,11
N,2047,2046,CA3,I,3333,,,CA3 Ivy,CA3 Ivy,CA3 (i)03333 Ivy,CA3 (i)03333 (00S00) Ivy,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,3,0,2013,N,,,0,"stratum lucidum (4121, 630315)",0,1,0,0,0,bistrat citations,,dendrites,,,,,,"4121, 630315","4121, 630315","4121, 630315",630315,,,,,,,,,,,,,,,,,,distinct marker and electrophysiological expression,11
N,2047,2046,CA3,I,3333,,,CA3 Ivy,CA3 Ivy,CA3 (i)03333 Ivy,CA3 (i)03333 (00S00) Ivy,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,3,0,2013,N,,,0,"stratum lucidum (4121, 630315)",0,1,0,0,0,bistrat citations,,somata,,,,,,,1,,,,,,,,,,,,,,,,,,,,distinct marker and electrophysiological expression,11
N,2048,2036,CA3,I,3330,p,DG_0001,CA3 Mossy Fiber-Associated,MFA,CA3 (i)03330p-DG_0001 Mossy Fiber-Associated,CA3 (i)03330p (0SS00) Mossy Fiber-Associated,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,4,0,2021,N,"atypical basket, MFA CCK",,0,"stratum radiatum (4136, 611804) / stratum lucidum (611804, 612440, 612441)",0,0,0,0,0,x,,axons,,,,"4136, 310092, 611800, 611804, 612440, 612441",,"4136, 611804","4136, 310092, 611804, 611800, 611806, 612440, 612441","4136, 611804, 612440, 612441",,,,,,,,,,,,,,,,,,,,
N,2048,2036,CA3,I,3330,p,DG_0001,CA3 Mossy Fiber-Associated,MFA,CA3 (i)03330p-DG_0001 Mossy Fiber-Associated,CA3 (i)03330p (0SS00) Mossy Fiber-Associated,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,4,0,2021,N,"atypical basket, MFA CCK",,0,"stratum radiatum (4136, 611804) / stratum lucidum (611804, 612440, 612441)",0,0,0,0,0,x,,dendrites,,,,,,"4136, 611804, 612440, 612441","611804, 612440, 612441","611804, 612440",,,,,,,,,,,,,,,,,,,,
N,2048,2036,CA3,I,3330,p,DG_0001,CA3 Mossy Fiber-Associated,MFA,CA3 (i)03330p-DG_0001 Mossy Fiber-Associated,CA3 (i)03330p (0SS00) Mossy Fiber-Associated,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,4,0,2021,N,"atypical basket, MFA CCK",,0,"stratum radiatum (4136, 611804) / stratum lucidum (611804, 612440, 612441)",0,0,0,0,0,x,,somata,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,
Y,2049,2076,CA3,I,3322,,,radiatum cell,radiatum cell,,,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,10,1,12059,packet,,,0,stratum lucidum (630992),0,0,0,0,0,,,axons,,,,,,"630990, 630992",630992,,,,,,,,,,,,,,,,,,,,,
Y,2049,2076,CA3,I,3322,,,radiatum cell,radiatum cell,,,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,10,1,12059,packet,,,0,stratum lucidum (630992),0,1,0,0,0,,,dendrites,,,,,,"630990, 630992",630992,630992,630992,,,,,,,,,,,,,,,,,,,
Y,2049,2076,CA3,I,3322,,,radiatum cell,radiatum cell,,,S101302,Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,S101302:Ivy/Neurogliaform Family:Ivy/Neurogliaform:CA3,10,1,12059,packet,,,0,stratum lucidum (630992),0,0,0,0,0,,,somata,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
X,2051,2077,CA3,I,3320,p,DG_1100,dendritic-layer-innervating (CB1+),dendritic-layer-innervating (CB1+),,,S131502,Collateral-related:RO-targeting:CA3,S131502:Collateral-related:RO-targeting:CA3,10,1,12024,,,,0,stratum radiatum (631146),0,0,0,0,0,,,axons,631146,631146,,,,631146,631146,,,,,,,,,,,,,,,,,,,,,
