"RefID","source_ID","source_class","target_ID","target_class","Quote","Location","Author","Title","Journal","Year","PMID/ISBN","pmid_isbn_page","UID","Unknown","Figure","HcoRefID"
1002624,6082,"[PP various]",1000,"GC","In the molecular layer of the dentate gyrus in the rat, the terminals of the perforant path fibers in the outer two-thirds of the molecular layer make up at least 85% of the total synaptic population (Nafstad, 1967; Matthews et al., 1976). Entorhinal fibers form mainly, if not exclusively, asymmetric synapses (Nafstad, 1967; Matthews et al., 1976; Deller and Leranth, 1990; Leranth et al., 1990). These occur most frequently on the dendritic spines of dentate granule cells, although a small proportion of perforant path fibers terminate on non-spiny dendrites of presumed interneurons. These include parvalbumin/GABA-immunoreactive (Zipp et al., 1989), somatostatin-positive, and NPY-positive neurons with cell bodies located in the hilus and apical dendrites which extend into the outer portions of the molecular layer (Scharfman, 1991; Soriano and Frotscher, 1993).","p56, left middle","Witter MP","The perforant path: projections from the entorhinal cortex to the dentate gyrus","Progress in Brain Research",2007,17765711,0,NULL,NULL,NULL,NULL
1002624,6085,"[PP various]",1000,"GC","In the molecular layer of the dentate gyrus in the rat, the terminals of the perforant path fibers in the outer two-thirds of the molecular layer make up at least 85% of the total synaptic population (Nafstad, 1967; Matthews et al., 1976). Entorhinal fibers form mainly, if not exclusively, asymmetric synapses (Nafstad, 1967; Matthews et al., 1976; Deller and Leranth, 1990; Leranth et al., 1990). These occur most frequently on the dendritic spines of dentate granule cells, although a small proportion of perforant path fibers terminate on non-spiny dendrites of presumed interneurons. These include parvalbumin/GABA-immunoreactive (Zipp et al., 1989), somatostatin-positive, and NPY-positive neurons with cell bodies located in the hilus and apical dendrites which extend into the outer portions of the molecular layer (Scharfman, 1991; Soriano and Frotscher, 1993).","p56, left middle","Witter MP","The perforant path: projections from the entorhinal cortex to the dentate gyrus","Progress in Brain Research",2007,17765711,0,NULL,NULL,NULL,NULL
1002624,6002,"[PP various]",1000,"GC","In the molecular layer of the dentate gyrus in the rat, the terminals of the perforant path fibers in the outer two-thirds of the molecular layer make up at least 85% of the total synaptic population (Nafstad, 1967; Matthews et al., 1976). Entorhinal fibers form mainly, if not exclusively, asymmetric synapses (Nafstad, 1967; Matthews et al., 1976; Deller and Leranth, 1990; Leranth et al., 1990). These occur most frequently on the dendritic spines of dentate granule cells, although a small proportion of perforant path fibers terminate on non-spiny dendrites of presumed interneurons. These include parvalbumin/GABA-immunoreactive (Zipp et al., 1989), somatostatin-positive, and NPY-positive neurons with cell bodies located in the hilus and apical dendrites which extend into the outer portions of the molecular layer (Scharfman, 1991; Soriano and Frotscher, 1993).","p56, left middle","Witter MP","The perforant path: projections from the entorhinal cortex to the dentate gyrus","Progress in Brain Research",2007,17765711,0,NULL,NULL,NULL,NULL
1002718,6005,"[PP various]",1000,"GC","In addition to the main innervations arising from layers II and III in the EC [Entorhinal cortex], a projection originating from deep layers [V and VI] has been described as well. In the DG [Dentate gyrus], this deep layer component preferentially distributes to the inner portion of the molecular layer, the granule cell layer, as well as the sub-granular, hilar zone, where it establishes asymmetrical synapses onto granule cell dendrites as well as on their somata and onto spine-free dendrites in the sub-granular zone.","p11, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002718,6003,"[PP various]",1000,"GC","In addition to the main innervations arising from layers II and III in the EC [Entorhinal cortex], a projection originating from deep layers [V and VI] has been described as well. In the DG [Dentate gyrus], this deep layer component preferentially distributes to the inner portion of the molecular layer, the granule cell layer, as well as the sub-granular, hilar zone, where it establishes asymmetrical synapses onto granule cell dendrites as well as on their somata and onto spine-free dendrites in the sub-granular zone.","p11, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002718,6082,"[PP various]",1000,"GC","In addition to the main innervations arising from layers II and III in the EC [Entorhinal cortex], a projection originating from deep layers [V and VI] has been described as well. In the DG [Dentate gyrus], this deep layer component preferentially distributes to the inner portion of the molecular layer, the granule cell layer, as well as the sub-granular, hilar zone, where it establishes asymmetrical synapses onto granule cell dendrites as well as on their somata and onto spine-free dendrites in the sub-granular zone.","p11, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002718,6085,"[PP various]",1000,"GC","In addition to the main innervations arising from layers II and III in the EC [Entorhinal cortex], a projection originating from deep layers [V and VI] has been described as well. In the DG [Dentate gyrus], this deep layer component preferentially distributes to the inner portion of the molecular layer, the granule cell layer, as well as the sub-granular, hilar zone, where it establishes asymmetrical synapses onto granule cell dendrites as well as on their somata and onto spine-free dendrites in the sub-granular zone.","p11, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002718,6002,"[PP various]",1000,"GC","In addition to the main innervations arising from layers II and III in the EC [Entorhinal cortex], a projection originating from deep layers [V and VI] has been described as well. In the DG [Dentate gyrus], this deep layer component preferentially distributes to the inner portion of the molecular layer, the granule cell layer, as well as the sub-granular, hilar zone, where it establishes asymmetrical synapses onto granule cell dendrites as well as on their somata and onto spine-free dendrites in the sub-granular zone.","p11, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002721,6005,"[PP various]",1000,"GC","In the DG, entorhinal synapses make up at least 85% of the total synaptic population and they target mainly apical dendrites of granule cells. Interneurons that are innervated are those positive for parvalbumin, as well as those positive for somatostatin and NPY.","p12, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002721,6003,"[PP various]",1000,"GC","In the DG, entorhinal synapses make up at least 85% of the total synaptic population and they target mainly apical dendrites of granule cells. Interneurons that are innervated are those positive for parvalbumin, as well as those positive for somatostatin and NPY.","p12, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002721,6082,"[PP various]",1000,"GC","In the DG, entorhinal synapses make up at least 85% of the total synaptic population and they target mainly apical dendrites of granule cells. Interneurons that are innervated are those positive for parvalbumin, as well as those positive for somatostatin and NPY.","p12, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002721,6085,"[PP various]",1000,"GC","In the DG, entorhinal synapses make up at least 85% of the total synaptic population and they target mainly apical dendrites of granule cells. Interneurons that are innervated are those positive for parvalbumin, as well as those positive for somatostatin and NPY.","p12, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002721,6002,"[PP various]",1000,"GC","In the DG, entorhinal synapses make up at least 85% of the total synaptic population and they target mainly apical dendrites of granule cells. Interneurons that are innervated are those positive for parvalbumin, as well as those positive for somatostatin and NPY.","p12, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002739,1000,"GC",1002,"Mossy","Dentate granule cells issue a massive projection of so-called mossy fibers to the entire transverse or proximodistal extent of CA3. Mossy fibers provide en passant presynaptic terminals that are unique with respect to size, anatomical complexity, and the fact that they are correlated with likely complex postsynaptic specializations called thorny excrescences. On their way to field CA3, these fibers contact a fairly large cell type in the hilus called mossy cells. They also give rise to many small collaterals that target a wide variety of presumed interneurons in the hilus (Fig. 6).","p16, upper","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002745,1002,"Mossy",1000,"GC","The mossy cells in turn give rise to axons that bilaterally innervate the inner molecular layer of the DG [Dentate gyrus], thus providing a powerful excitatory input to the proximal dendrites of the dentate granule cells.","p17, middle","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002769,4000,"CA1 Pyr",5005,"SUB Pyr-CA1","Principal cells in CA1 give rise to a strong projection to the Sub [Subiculum], terminating on proximal distal and apical dendrites of subicular pyramidal cells, not innervating the outer half of the molecular layer. Both intracellular fills as well as tracing studies have convincingly shown that this projection shows a marked topology along the transverse axis such that a cell, or group of cells in the proximal one-third of CA1 project to the distal one-third of the Sub. Vice versa, cells in the distal CA1 will exclusively target cells in the proximal portion of the Sub, and cells in the centre of CA1 will reach cells in the centre of the Sub.","p20, upper","Witter MP","Connectivity of the Hippocampus","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",5,NULL,NULL,NULL,NULL
1002821,1000,"GC",1002,"Mossy","Recurrent collaterals of the CA3 region 63,64,70-73,77-81 are well acknowledged in the literature (FIG. 3), and they have been described in the other HF [hippocampal formation] subregions as well (see figure 9 in Supplementary information S4 (figure); these intrinsic recurrent networks are less extensive and are also less investigated in terms of their anatomy and function (see the Functional implications section). In the polymorphic layer of the DG [Dentate gyrus], each granule cell establishes contact with the proximal dendrites of several mossy cells, which return excitatory synapses to granule cell dendrites in the molecular layer 47,64,65,70,80,82-85. CA1 has recurrent loops that are restricted to one septotemporal level 66,69,75,76,79,86. In the subiculum, principal cells extend axon collaterals to a substantial part of the subiculum that lies ventral to the site of origin; these collaterals terminate on pyramidal cells and interneurons32,76,87,88.","p277, left middle","van Strien NM, Cappaert NL, Witter MP","The anatomy of memory: an interactive overview of the parahippocampal-hippocampal network","Nature Reviews Neuroscience",2009,19300446,0,NULL,NULL,NULL,NULL
1002915,1001,"Semilunar GC",1002,"Mossy","We recorded from SGC [semilunar granule cell]/hilar cell pairs in which the hilar cell was located near a visualized SGC axon collateral. In four paired recordings (9% of all paired recordings), APs [action potentials] in the SGCs triggered EPSPs [excitatory postsynaptic potentials] in hilar neurons. Two postsynaptic neurons were hilar mossy cells, based on the presence of thorny excrescences on proximal dendrites, conventional spines on distal dendrites, and an irregular firing pattern in response to 2 s depolarizing steps (Scharfman and Schwartzkroin, 1988) (Fig. 3A).","p13758, left lower","Williams PA, Larimer P, Gao Y, Strowbridge BW","Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer","The Journal of Neuroscience",2007,18077687,0,NULL,NULL,NULL,NULL
1002918,1001,"Semilunar GC",1003,"Mossy","Figure 3.SGCs [semilunar granule cells] are excitatory and synapse onto hilar mossy cells. A, Montage showing a SGC and a postsynaptic hilar mossy cell, both filled with Alexa594. The SGC axon appears to contact the mossy cell dendrite (arrow) after it bifurcates, 72 microm from the center of the cell body.","p13759, Figure 3A","Williams PA, Larimer P, Gao Y, Strowbridge BW","Semilunar granule cells: glutamatergic neurons in the rat dentate gyrus with axon collaterals in the inner molecular layer","The Journal of Neuroscience",2007,18077687,0,NULL,NULL,NULL,NULL
1003015,2000,"CA3 Pyr",4000,"CA1 Pyr","Figure 5-1. CA1 dendritic morphology, spines, and synaptic inputs and outputs. A. Camera lucida drawing of a CA1 pyramidal neuron from an adult rat, showing the cell body in the stratum pyramidale (s.p.), basal dendrites in the stratum oriens (s.o.), and apical dendrites in the stratum radiatum (s.r.) and stratum lacunosum-moleculare (s.l.m.). The major excitatory inputs in each layer and the major outputs are also indicated. For the fimbria! projection, the septo-temporal positions noted indicate the source of CA1 cells projecting to different target regions. For the alveus projection, the","p135 Figure 5-1A","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003018,6017,"EC LIII Pyr 223111",4000,"CA1 Pyr","Like most neurons in the CNS, CA1 neurons receive input from both excitatory and inhibitory presynaptic neurons. The principle excitatory inputs arrive from the entorhinal cortex (EC) and CA3 pyramidal neurons. Direct inputs from layer III pyramidal neurons in the EC project to CA1 neurons via the perforant path (PP), so named because the fibers leaving the angular bundle perforate the subiculum (Cajal, 1911). The PP input from the EC to CA1 (also referred to as the temporo-ammonic path) selectivdy innervates the distal apical dendrites in the stratum lacunosum-moleculare (Blackstad, 1958). Some of the PP fibers forming synapses on CA1 pyramidal neurons reach their targets in the stratum lacunosum-moleculare via the temporo-alvear pathway (Deller et al., 1996a).","p137 right middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003018,6092,"EC LIII Pyr-stell 223200",4000,"CA1 Pyr","Like most neurons in the CNS, CA1 neurons receive input from both excitatory and inhibitory presynaptic neurons. The principle excitatory inputs arrive from the entorhinal cortex (EC) and CA3 pyramidal neurons. Direct inputs from layer III pyramidal neurons in the EC project to CA1 neurons via the perforant path (PP), so named because the fibers leaving the angular bundle perforate the subiculum (Cajal, 1911). The PP input from the EC to CA1 (also referred to as the temporo-ammonic path) selectivdy innervates the distal apical dendrites in the stratum lacunosum-moleculare (Blackstad, 1958). Some of the PP fibers forming synapses on CA1 pyramidal neurons reach their targets in the stratum lacunosum-moleculare via the temporo-alvear pathway (Deller et al., 1996a).","p137 right middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003021,2000,"CA3 Pyr",4000,"CA1 Pyr","Inputs from CA3 pyramidal neurons on both  sides of the brain form the Schaffer collaterai/commissural  system (SC), which form synapses on the apical dendrites in  the stratum radiatum and on the basal dendrites in the stra- tum oriens (Schaffer, 1892; Blackstad, 1956; Storm-Mathisen  and Fonnum, 1972; Hjort-Simonsen, 1973).","p137 right lower","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003024,4069,"CA1 O-LM",4000,"CA1 Pyr"," For example,  the oriens-alveus/lacunosum-moleculare (O-LM) intemeu- rons project a single axon to the stratum lacunosum-molecu- lare region of CA1, where the axon collateralizes extensively  and forms synapses on the same dendritic branches as the PP  synapses from entorhinal cortex.","p138 left middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003036,2000,"CA3 Pyr",2000,"CA3 Pyr","Figure 5-7. CA3 dendritic morphology, thorny excrescences, and  synaptic inputs and outputs. A. Computer-generated plot showing  dendritic morphology of a CA3 pyramidal neuron. Thorny excres- cences are apparent on the proximal apical dendrites in the stratum  pyramidale (s.p.) and stratum lucidum (s.l.). The major excitatory  synaptic inputs to each layer are indicated, as are the major synaptic  outputs. Bar = 50 micro.m. (Source: Adapted from Gonzales et al., 2001).","p154 Figure 5-7A","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003036,1000,"GC",2000,"CA3 Pyr","Figure 5-7. CA3 dendritic morphology, thorny excrescences, and  synaptic inputs and outputs. A. Computer-generated plot showing  dendritic morphology of a CA3 pyramidal neuron. Thorny excres- cences are apparent on the proximal apical dendrites in the stratum  pyramidale (s.p.) and stratum lucidum (s.l.). The major excitatory  synaptic inputs to each layer are indicated, as are the major synaptic  outputs. Bar = 50 micro.m. (Source: Adapted from Gonzales et al., 2001).","p154 Figure 5-7A","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003042,1000,"GC",2000,"CA3 Pyr","In the proximal regions of CA3 (closest to the dentate gyrus)  the thorny excrescences are distributed on apical and basal  dendrites relatively close to the soma. In more distal CA3 neu- rons (closer to CAl), the excrescences are found primarily on  the apicd dendrite prior to the first branch point located at  distances of 10 to 120 micro.m from the soma, where they form the  postsynaptic targets of the mossy fiber synapses from granule  cells of the dentate gyrus (Blackstad and Kjaerheim, 1961;  Hamlyn, 1962; Chicurel and Harris, 1992; Gonzales et al.,  2001).","p155 left middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003042,1000,"GC",2004,"CA3 Pyr c","In the proximal regions of CA3 (closest to the dentate gyrus)  the thorny excrescences are distributed on apical and basal  dendrites relatively close to the soma. In more distal CA3 neu- rons (closer to CAl), the excrescences are found primarily on  the apicd dendrite prior to the first branch point located at  distances of 10 to 120 micro.m from the soma, where they form the  postsynaptic targets of the mossy fiber synapses from granule  cells of the dentate gyrus (Blackstad and Kjaerheim, 1961;  Hamlyn, 1962; Chicurel and Harris, 1992; Gonzales et al.,  2001).","p155 left middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003051,1000,"GC",2000,"CA3 Pyr"," Most notably, CA3 pyramidal  neurons closest to the dentate gyrus receive the proportionally  largest input from the dentate granule cells; these CA3 neu- rons receive mossy fiber axond inputs onto both the apical  and basal dendritic trees, whereas those located more distally  in CA3 have mossy fiber inputs primarily onto the proximal  portion of their apical dendritic tree (Blackstad et al., 1970).  This limited mossy fiber projection to the basd CA3 pyramidal cell dendrites is referred to as the infrapyramidal-projection and the granule cells in the infrapyramidal blade of the  dentate gyrus are the primary source of this projection.","p155 right lower","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003060,2000,"CA3 Pyr",2000,"CA3 Pyr","These axons contribute to the Schaffer collaterd inputs to  CA1 pyramidd neurons. Another group of axon collaterals is  localized in the stratum oriens and stratum radiatum of CA3,  comprising the extensive associational connection common  between CA3 pyramidal neurons.","p158 right upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003072,4000,"CA1 Pyr",5005,"SUB Pyr-CA1","Figure 5-10. Subiculum dendritic morphology, spines, and synaptic inputs and outputs.  Camera lucida drawing shows the dendritic morphology of a subicular pyramidal neuron, with  its major inputs and outputs indicated. Bar = 100 p.m. (Source: Adapted from Staff et aL,  2000.)","p160 Figure 5-10","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003081,1002,"Mossy",1000,"GC","Granule cell dendrites are generally divided into  thirds according to the differential inputs they receive. The  proximal third (closest to the cell body) receives input from  the commissurd/associationd fibers, which consist primarily  of axons from the mossy cells (see Section 5.6). The middle third receives input from relatively medial regions of the  cntorhinal cortex, and the distal third receives input from the  laterd entorhinal cortex (Blackstad 1958; Amaral and Witter,  1995). Inputs to the dentate gyrus from layer II of the entorhi- nal cortex arrive via the perforant path.","p163 right upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003093,1000,"GC",1002,"Mossy","Mossy cells constitute the principal target of  the large mossy terminals in the hilus (see Section 5.6), and  the small filopodid and en passant terminals selectively inner- vate only inhibitory interneuron targets (Acsa_dy et al., 1998).","p164 right upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003102,1000,"GC",2000,"CA3 Pyr","Mossy cells receive direct excitatory input from the granule  cell mossy fibers, which contact the thorny excrescences and at  least some of the conventional spines on more distd dendrites  (Frotscher et d., 1991; Buckmaster et aL, 1992; Scharfman,  1994). An additional excitatory input arises from a subset of  CA3 pyramidd neurons that send axon collaterals back  into the hilus (Ishizuka et al., 1990; Scharfman, 1994).","p168 left middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003102,2004,"CA3 Pyr c",1002,"Mossy","Mossy cells receive direct excitatory input from the granule  cell mossy fibers, which contact the thorny excrescences and at  least some of the conventional spines on more distd dendrites  (Frotscher et d., 1991; Buckmaster et aL, 1992; Scharfman,  1994). An additional excitatory input arises from a subset of  CA3 pyramidd neurons that send axon collaterals back  into the hilus (Ishizuka et al., 1990; Scharfman, 1994).","p168 left middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003102,1000,"GC",1002,"Mossy","Mossy cells receive direct excitatory input from the granule  cell mossy fibers, which contact the thorny excrescences and at  least some of the conventional spines on more distd dendrites  (Frotscher et d., 1991; Buckmaster et aL, 1992; Scharfman,  1994). An additional excitatory input arises from a subset of  CA3 pyramidd neurons that send axon collaterals back  into the hilus (Ishizuka et al., 1990; Scharfman, 1994).","p168 left middle","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003105,1002,"Mossy",1000,"GC","The mossy cell axon specifically targets the inner third of the  molecular layer of the dentate gyrus (Ribak et d., 1985;  Buckmaster et d., 1992). More than two-thirds of mossy  cell axon collaterals ramify in this region, and the remainder form synapses in the hilus and the granule cell layer  (Buckmaster et al., 1996). The axon terminals in the inner  molecular layer form asymmetrical synaptic contacts, prima- rily with granule cell dendrites.","p168 left lower","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003162,4087,"CA1 O-LMR",4000,"CA1 Pyr","Figure 5-24. Differential axon targeting of various inhibitory interneurons. Three types of interneuron are shown, each with a cell body and dendrites in the stratum oriens of CA1 but having distinct axonal projection patterns and physiological properties. A. An O-LM cell targets the distal dendrites of CAl pyramidal cells (A1).","p180 Figure 5-24A1","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003177,4036,"CA1 AA",4000,"CA1 Pyr","Although both fast spiking (P.V- or CCK-containing interneurons) and axo-axonic interneurons predominantly innervate the somata, proximd dendrites, and axon initial segments of principal cells, respectively, other interneurons exclusively contact dendritic locations on principal cells. Two examples of dendritic projecting interneurons are the bistratified and the O-LM interneuron populations. These two cell types form an axonalplexus largely complementary to basket and axo-axonic cells. Bistratified cells (PV-positive, somatostatin-positive, CB-positive, neuropeptide Y-positive) have axons that innervate the dendrites of pyramidal cells in both the stratum radiatum and stratum oriens and largely spare the principal cell somata.","p186 left upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003177,4078,"CA1 BC",4000,"CA1 Pyr","Although both fast spiking (P.V- or CCK-containing interneurons) and axo-axonic interneurons predominantly innervate the somata, proximd dendrites, and axon initial segments of principal cells, respectively, other interneurons exclusively contact dendritic locations on principal cells. Two examples of dendritic projecting interneurons are the bistratified and the O-LM interneuron populations. These two cell types form an axonalplexus largely complementary to basket and axo-axonic cells. Bistratified cells (PV-positive, somatostatin-positive, CB-positive, neuropeptide Y-positive) have axons that innervate the dendrites of pyramidal cells in both the stratum radiatum and stratum oriens and largely spare the principal cell somata.","p186 left upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003177,4079,"CA1 BC-CCK",4000,"CA1 Pyr","Although both fast spiking (P.V- or CCK-containing interneurons) and axo-axonic interneurons predominantly innervate the somata, proximd dendrites, and axon initial segments of principal cells, respectively, other interneurons exclusively contact dendritic locations on principal cells. Two examples of dendritic projecting interneurons are the bistratified and the O-LM interneuron populations. These two cell types form an axonalplexus largely complementary to basket and axo-axonic cells. Bistratified cells (PV-positive, somatostatin-positive, CB-positive, neuropeptide Y-positive) have axons that innervate the dendrites of pyramidal cells in both the stratum radiatum and stratum oriens and largely spare the principal cell somata.","p186 left upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003177,4080,"CA1 Bistratified",4000,"CA1 Pyr","Although both fast spiking (P.V- or CCK-containing interneurons) and axo-axonic interneurons predominantly innervate the somata, proximd dendrites, and axon initial segments of principal cells, respectively, other interneurons exclusively contact dendritic locations on principal cells. Two examples of dendritic projecting interneurons are the bistratified and the O-LM interneuron populations. These two cell types form an axonalplexus largely complementary to basket and axo-axonic cells. Bistratified cells (PV-positive, somatostatin-positive, CB-positive, neuropeptide Y-positive) have axons that innervate the dendrites of pyramidal cells in both the stratum radiatum and stratum oriens and largely spare the principal cell somata.","p186 left upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003177,4069,"CA1 O-LM",4000,"CA1 Pyr","Although both fast spiking (P.V- or CCK-containing interneurons) and axo-axonic interneurons predominantly innervate the somata, proximd dendrites, and axon initial segments of principal cells, respectively, other interneurons exclusively contact dendritic locations on principal cells. Two examples of dendritic projecting interneurons are the bistratified and the O-LM interneuron populations. These two cell types form an axonalplexus largely complementary to basket and axo-axonic cells. Bistratified cells (PV-positive, somatostatin-positive, CB-positive, neuropeptide Y-positive) have axons that innervate the dendrites of pyramidal cells in both the stratum radiatum and stratum oriens and largely spare the principal cell somata.","p186 left upper","Spruston N, McBain C","Structual and Functional Properties of Hippocampal Neurons","The Hippocampus Book",2007,"978-0-19-510027-3",133,NULL,NULL,NULL,NULL
1003406,4069,"CA1 O-LM",4000,"CA1 Pyr","Functional synaptic communication has been identified between CA1 interneurons with their somata and dendrites in stratum oriens and postsynaptic principal cells. SO-INs [stratum oriens interneurons] are highly diverse, but one of the most abundant type is the so-called O-LM interneuron with axonal projection to the stratum lacunosum-moleculare (Maccaferri et al., 2000). Electron microscopy revealed that axon terminals of O-LM cells form symmetrical synapses with distal apical dendrites and dendritic spines of pyramidal cells and other neurons (Gulyas et al., 1993; Sik et al., 1995; Katona et al., 1999).","p140 lower","Bartos M, Sauer JF, Vida I, Kulik A","Fast and Slow GABAergic Transmission  in Hippocampal Circuits","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",129,NULL,NULL,NULL,NULL
1003409,1000,"GC",2035,"CA3 MFA ORDEN","MFA [mossy fiber-associated] interneurons have dense axonal arborization co-aligned with mossy fibers in the stratum lucidum of CA3 and the hilus (Vida and Frotscher, 2000). Their dendrites are located in the strata radiatum and oriens, indicating that these interneurons are innervated by associational and commissural fibers and thus primarily mediate feedback inhibition. Output synapses of MFA interneurons are found on proximal dendritic shafts and to a lesser degree on somata of pyramidal cells.","p141 middle","Bartos M, Sauer JF, Vida I, Kulik A","Fast and Slow GABAergic Transmission  in Hippocampal Circuits","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",129,NULL,NULL,NULL,NULL
1003409,2035,"CA3 MFA ORDEN",2000,"CA3 Pyr","MFA [mossy fiber-associated] interneurons have dense axonal arborization co-aligned with mossy fibers in the stratum lucidum of CA3 and the hilus (Vida and Frotscher, 2000). Their dendrites are located in the strata radiatum and oriens, indicating that these interneurons are innervated by associational and commissural fibers and thus primarily mediate feedback inhibition. Output synapses of MFA interneurons are found on proximal dendritic shafts and to a lesser degree on somata of pyramidal cells.","p141 middle","Bartos M, Sauer JF, Vida I, Kulik A","Fast and Slow GABAergic Transmission  in Hippocampal Circuits","Hippocampal Microcircuits",2010,"978-1-4419-0995-4",129,NULL,NULL,NULL,NULL
