ReferenceID,Cell ID,Location in reference,FTQ_ID,Material Used,Ephys Parameters Extracted,Ephys_Paramaters_ID,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Interpretation Notes,Linking Cell ID,Linking PMID,Linking Quote,Linking Quote Location,Linking_pmid_isbn_page,1
300804134510301,3008,"p1763, Fig3A",10301,"""FIGURE 3. Electrophysiological characteristics of CA2 SP[stratum pyramidale]–SR[stratum radiatum] interneurones <% 3008 %> recorded in the CA2 region and comparison with those of CA2 bistratiﬁed cells. (A) Voltage responses of two CA2 SP–SR interneurones to hyperpolarizing and depolarizing current injection. These cells displayed signiﬁcant spike frequency adaptation and a pronounced ‘‘sag’’ in their voltage response to hyperpolarizing current injection.""",Vthresh,04,[Y:<%3008%>:Vthresh]{#1},"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",3008,22431345,All necessary morphological evidence is present in this self-same publication.,,,516
300808134510301,3008,"p1763, Fig3A",10301,"""FIGURE 3. Electrophysiological characteristics of CA2 SP[stratum pyramidale]–SR[stratum radiatum] interneurones <% 3008 %> recorded in the CA2 region and comparison with those of CA2 bistratiﬁed cells. (A) Voltage responses of two CA2 SP–SR interneurones to hyperpolarizing and depolarizing current injection. These cells displayed signiﬁcant spike frequency adaptation and a pronounced ‘‘sag’’ in their voltage response to hyperpolarizing current injection.""",maxFR,08,[Y:<%3008%>:maxFR]{#1},"Mercer A, Botcher NA, Eastlake K, Thomson AM.",SP-SR interneurones: a novel class of neurones of the CA2 region of the hippocampus.,Hippocampus,2012,22431345,0,,,,,,,
400009744210100,4000,"p1572, Fig1",10100,"""Fig. 1. Genetic background affects the magnitude of the AHP [of CA1 pyramidal cells] <% 4000 %>. A-C: a representative trace of the afterhyperpolarization (AHP) evoked at -60 mV (by a 50-ms current injection sufﬁcient to elicit 5 action potentials) is shown for each genetic background examined: B6 (A), F2 (B), and 129 (C). In all panels, the dashed line represents the baseline membrane potential before current injection and the triangles indicate different phases of the AHP as follows: peak AHP (pAHP; solid triangles), medium AHP (mAHP; shaded triangles), and slow AHP (sAHP; open triangles). Note that action potentials are truncated for clarity. D: group data (means +/- SE) indicating the magnitudes of the pAHP, mAHP, and sAHP in each genetic background (B6, n = 28; F2, n = 35; 129, n = 29). The asterisk indicates a signiﬁcant difference compared with B6, and the pound sign indicates a signiﬁcant difference compared with F2 (P = 0.02, 1-factor repeated-measures ANOVA [analysis of variance] with Newman-Keuls post hoc test).""",sAHP,09,[Y:<%4000%>:sAHP]{#1},"Moore SJ, Throesch BT, Murphy GG",Of mice and intrinsic excitability: genetic background affects the size of the postburst afterhyperpolarization in CA1 pyramidal neurons,Journal of Neurophysiology,2011,21697442,0,,4000,21697442,This is a presumed principal cell of the PCL.,,,
400006128010102,4000,"p2114, Fig1B",10102,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types <% 4000 %> recorded in the stratum oriens of hippocampal CA1 region ... B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from _ 20 to _ 200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. FS PTIs had a small or no sag.""",APampl,06,[Y:<%4000%>:APampl]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,909
400005128010102,4000,"p2114, Fig1B",10102,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types <% 4000 %> recorded in the stratum oriens of hippocampal CA1 region ... B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from _ 20 to _ 200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. FS PTIs had a small or no sag.""",fAHP,05,[Y:<%4000%>:fAHP]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,,4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,908
400009128010102,4000,"p2114, Fig1B",10102,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types <% 4000 %> recorded in the stratum oriens of hippocampal CA1 region ... B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from _ 20 to _ 200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. FS PTIs had a small or no sag.""",sAHP,09,[Y:<%4000%>:sAHP]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,,4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,910
400004128010102,4000,"p2114, Fig1B",10102,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types <% 4000 %> recorded in the stratum oriens of hippocampal CA1 region ... B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from _ 20 to _ 200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. FS PTIs had a small or no sag.""",Vthresh,04,[Y:<%4000%>:Vthresh]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,907
400008128010102,4000,"p2114, Fig1B",10102,"""Figure 1. Light microscopic reconstructions and voltage responses to current steps of the investigated cell types <% 4000 %> recorded in the stratum oriens of hippocampal CA1 region ... B, voltage responses to depolarising (200 pA) and hyperpolarising current steps (from _ 20 to _ 200 pA in increments of 20 pA). A sag (marked with arrows) indicating the presence of Ih can be seen in PCs, O-R cells and OLM cells. FS PTIs had a small or no sag.""",maxFR,08,[Y:<%4000%>:maxFR]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,,,,,,,
400002128020100,4000,"p2115, Tab1",20100,"""Table 1. Passive membrane properties and sag characteristics of the investigated cell types <% 4000 %> [in CA1]""",Rin,02,[Y:<%4000%>:Rin]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,,4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,922
400003128020100,4000,"p2115, Tab1",20100,"""Table 1. Passive membrane properties and sag characteristics of the investigated cell types <% 4000 %> [in CA1]""",tau,03,[Y:<%4000%>:tau]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,,4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,923
400010128010201,4000,"p2116, Fig2A",10201,"""Figure 2. Properties of the sag in the investigated cell types<% 4000 %>  [in CA1] A, representative voltage responses of the investigated cell types to hyperpolarising current pulses (800 ms long steps from _ 20 to _ 200 pA, at 20 pA intervals from a holding potential of _ 60 mV), and the corresponding I–V plots of the peak (open circles) and the steady state membrane potential (MP) changes of the same cells (crosses).""",sag,10,[Y:<%4000%>:sag]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).",4000,20421280,All necessary morphological evidence is present in this self-same publication.,,,921
400001128030000,4000,"p2117, right bottom",30000,"""The resting membrane potentials were estimated to be _62.4 +/- 2.4 mV for PCs [pyamidal cells] <% 4000 %> (n = 21), _55.4 +/- 9.5 mV for O-R cells (n = 17), _55.7 +/- 6.5 mV for OLM cells (n = 19) and _50.4 +/- 8.1 mV for FS PTIs [fast spiking perisomatic-targeting interneurons] (n = 7) (data presented here as means +/- S.D.).""",Vrest,01,[Y:<%4000%>:Vrest]{#1},"Zemankovics R, Káli S, Paulsen O, Freund TF, Hájos N.",Differences in subthreshold resonance of hippocampal pyramidal cells and interneurons: the role of h-current and passive membrane characteristics.,Journal of Physiology,2010,20421280,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",,,,,,1008
400002529620100,4000,"p2294, Tab1",20100,"""TABLE 1. Passive properties [of CA1 pyramidal cells <% 4000 %>] in control ACSF [artificial cerebral spinal fluid]""",Rin,02,[Y:<%4000%>:Rin]{#1},"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,0,,4000,19675296,All necessary morphological evidence is present in this self-same publication.,,,674
400003529620100,4000,"p2294, Tab1",20100,"""TABLE 1. Passive properties [of CA1 pyramidal cells <% 4000 %>] in control ACSF [artificial cerebral spinal fluid]""",tau,03,[Y:<%4000%>:tau]{#1},"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,0,,4000,19675296,All necessary morphological evidence is present in this self-same publication.,,,675
400001529620100,4000,"p2294, Tab1",20100,"""TABLE 1. Passive properties [of CA1 pyramidal cells <% 4000 %>] in control ACSF [artificial cerebral spinal fluid]""",Vrest,01,[Y:<%4000%>:Vrest]{#1},"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",4000,19675296,All necessary morphological evidence is present in this self-same publication.,,,673
400004529610502,4000,"p2296, Fig5B",10502,"""FIG. 5. Active membrane properties of CA1 pyramidal neurons <% 4000 %> of rats and C57BL/6 and 129/SvEv mice. ... B: action potential threshold, maximum dV/dt, amplitude, and half-width in normal aCSF. ... *P < 0.05, **P < 0.01, ***P < 0.001. CsCl: n = 20 rats, 16 C57BL/6 mice, and 14 129/SvEv mice. ZD7288: n = 8 rats, 7 C57BL/6 mice, and 9 129/SvEv mice.""",Vthresh,04,[Y:<%4000%>:Vthresh]{#1},"Routh BN, Johnston D, Harris K, Chitwood RA.",Anatomical and electrophysiological comparison of CA1 pyramidal neurons of the rat and mouse.,Journal of Neurophysiology,2009,19675296,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",4000,19675296,All necessary morphological evidence is present in this self-same publication.,,,672
400004798230000,4000,"p2401, right bottom",30000,"""Action potential initiation in both subicular and CA1 pyramidal neurons <% 4000 %> arose from very similar absolute voltages (averages: RS [regular spiking] 5 +/- 47 mV, WB [weak bursting] 5 +/- 45 mV, SB [strong bursting] 5 +/- 47 mV, CA1 5 +/- 46 mV, P > 0.7), suggesting that there is little difference in the precise mechanism of initial action potential initiation in the different neurons.""",Vthresh,04,[Y:<%4000%>:Vthresh]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,738
400006798210504,4000,"p2403, Fig5D",10504,"""FIG. 5. Current-voltage relationships of pyramidal neurons <% 4000 %> [in CA1] and the effect of 5 mM CsCl. Top: voltage responses to various current steps. Middle: I-V plot of subthreshold responses in control (_) and in 5 mM CsCl (∆Ç). Lines were ﬁt to the linear portion of the I-V curve (-) and subsequently extrapolated (- - -). Bottom: hyperpolarizing voltage response to a -150-pA, 600-ms current injection in control (top) and 5 mM CsCl (bottom). A: RS [regular spiking] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 31 MOhm, Rn (Cs+) = 57 MOhm. B: WB [weak bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 34 MOhm, Rn (Cs+) = 57 MOhm. C: SB [strong bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +300 pA); Rn (control) = 27 MOhm, Rn (Cs+) = 59 MOhm. D: CA1 neuron (subthreshold = 50-pA steps from -200 to +150 pA; suprathreshold = +200 pA); Rn (control) = 51 MOhm, Rn (Cs+) = 102 MOhm.""",APampl,06,[Y:<%4000%>:APampl]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,739
400010798210504,4000,"p2403, Fig5D",10504,"""FIG. 5. Current-voltage relationships of pyramidal neurons <% 4000 %> [in CA1] and the effect of 5 mM CsCl. Top: voltage responses to various current steps. Middle: I-V plot of subthreshold responses in control (_) and in 5 mM CsCl (∆Ç). Lines were ﬁt to the linear portion of the I-V curve (-) and subsequently extrapolated (- - -). Bottom: hyperpolarizing voltage response to a -150-pA, 600-ms current injection in control (top) and 5 mM CsCl (bottom). A: RS [regular spiking] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 31 MOhm, Rn (Cs+) = 57 MOhm. B: WB [weak bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 34 MOhm, Rn (Cs+) = 57 MOhm. C: SB [strong bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +300 pA); Rn (control) = 27 MOhm, Rn (Cs+) = 59 MOhm. D: CA1 neuron (subthreshold = 50-pA steps from -200 to +150 pA; suprathreshold = +200 pA); Rn (control) = 51 MOhm, Rn (Cs+) = 102 MOhm.""",sag,10,[Y:<%4000%>:sag]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).",4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,740
400005798210504,4000,"p2403, Fig5D",10504,"""FIG. 5. Current-voltage relationships of pyramidal neurons <% 4000 %> [in CA1] and the effect of 5 mM CsCl. Top: voltage responses to various current steps. Middle: I-V plot of subthreshold responses in control (_) and in 5 mM CsCl (∆Ç). Lines were ﬁt to the linear portion of the I-V curve (-) and subsequently extrapolated (- - -). Bottom: hyperpolarizing voltage response to a -150-pA, 600-ms current injection in control (top) and 5 mM CsCl (bottom). A: RS [regular spiking] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 31 MOhm, Rn (Cs+) = 57 MOhm. B: WB [weak bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 34 MOhm, Rn (Cs+) = 57 MOhm. C: SB [strong bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +300 pA); Rn (control) = 27 MOhm, Rn (Cs+) = 59 MOhm. D: CA1 neuron (subthreshold = 50-pA steps from -200 to +150 pA; suprathreshold = +200 pA); Rn (control) = 51 MOhm, Rn (Cs+) = 102 MOhm.""",fAHP,05,[Y:<%4000%>:fAHP]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,,4000,11067982,Linking is based on authors' claim.,,,
400009798210504,4000,"p2403, Fig5D",10504,"""FIG. 5. Current-voltage relationships of pyramidal neurons <% 4000 %> [in CA1] and the effect of 5 mM CsCl. Top: voltage responses to various current steps. Middle: I-V plot of subthreshold responses in control (_) and in 5 mM CsCl (∆Ç). Lines were ﬁt to the linear portion of the I-V curve (-) and subsequently extrapolated (- - -). Bottom: hyperpolarizing voltage response to a -150-pA, 600-ms current injection in control (top) and 5 mM CsCl (bottom). A: RS [regular spiking] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 31 MOhm, Rn (Cs+) = 57 MOhm. B: WB [weak bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +250 pA); Rn (control) = 34 MOhm, Rn (Cs+) = 57 MOhm. C: SB [strong bursting] subicular neuron (subthreshold = 50-pA steps from -200 to +200 pA; suprathreshold = +300 pA); Rn (control) = 27 MOhm, Rn (Cs+) = 59 MOhm. D: CA1 neuron (subthreshold = 50-pA steps from -200 to +150 pA; suprathreshold = +200 pA); Rn (control) = 51 MOhm, Rn (Cs+) = 102 MOhm.""",sAHP,09,[Y:<%4000%>:sAHP]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,,4000,11067982,Linking is based on authors' claim.,,,
400007798210602,4000,"p2403, Fig6B",10602,"""FIG. 6. Passive membrane and ﬁring properties of pyramidal neurons <% 4000 %> [in CA1]. ... B: half-widths of action potentials from different cell types. The 1st action potential is similar in RS [regular spiking], WB [weak bursting], and SB [strong bursting] subicular neuron, with the half-width increasing within a burst. CA1 pyramidal neuron half-width is signiﬁcantly broader. Inset: superimposed action potentials from RS and CA1 neurons illustrating the increased rate of rise, amplitude and half-width. Data plotted as means +/- SE, * P < 0.05, ** P < 0.001.""",APwidth,07,[Y:<%4000%>:APwidth]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl).",4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,741
400002798220100,4000,"p2404, Tab1",20100,"""TABLE 1. Resting membrane properties [of <% 4000 %>]""",Rin,02,[Y:<%4000%>:Rin]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,,4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,743
400001798220100,4000,"p2404, Tab1",20100,"""TABLE 1. Resting membrane properties [of <% 4000 %>]""",Vrest,01,[Y:<%4000%>:Vrest]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,742
400004798220100,4000,"p2404, Tab1",20100,"""TABLE 1. Resting membrane properties [of <% 4000 %>]""",Vthresh,04,[Y:<%4000%>:Vthresh]{#1},"Staff NP, Jung HY, Thiagarajan T, Yao M, Spruston N.",Resting and active properties of pyramidal neurons in subiculum and CA1 of rat hippocampus.,Journal of Neurophysiology,2000,11067982,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",4000,11067982,All necessary morphological evidence is present in this self-same publication.,,,
400002924330000,4000,"p3882, right mid",30000,"""Input resistance in pyramidal cells was reduced from 80.0 +/- 7.1 to 48.8 +/- 6.0 MOhm, and from 316 +/- 48 to 162 +/- 22 MOhm in interneurons.""",Rin,02,[Y:<%4000%>:Rin]{#1},"Fernandez FR, Broicher T, Truong A, White JA",Membrane voltage fluctuations reduce spike frequency adaptation and preserve output gain in CA1 pyramidal neurons in a high-conductance state,Journal of Neuroscience,2011,21389243,0,,4000,21389243,This is a presumed principal cell of the PCL.,,,
400008924310102,4000,"p3883, Fig1B",10102,"""Figure 1. The f–I relationships in CA1 interneurons and pyramidal cells <% 4000 %> differ in their response to changes in membrane conductance and voltage fluctuations. ... B, Example f-I curves for initial (i) and steady-state (ii) spike frequencies under each of the four stimulus conditions: low g (black), low g + membrane voltage fluctuations (red), high g alone (blue), and high g + voltage fluctuations (green). Dotted lines represent linear fits to the data points used to calculate the gain (slope) of the f-I relationship.""",maxFR,08,[Y:<%4000%>:maxFR]{#1},"Fernandez FR, Broicher T, Truong A, White JA",Membrane voltage fluctuations reduce spike frequency adaptation and preserve output gain in CA1 pyramidal neurons in a high-conductance state,Journal of Neuroscience,2011,21389243,0,,4000,21389243,This is a presumed principal cell of the PCL.,,,
400005494110201,4000,"p4846, Fig2Ab",10201,"""Figure 2. PCs [pyramidal cells] <% 4000 %> and RGCs [radiatum giant cells] <% 4054 %> [in CA1] have similar intrinsic ﬁring patterns. Current–clamp recordings were obtained from an exemplary PC (A) and RGC (B). The characteristic ﬁring response to brief (5 msec) and long (1600 msec) positive current pulses are shown in a and b, respectively. Both the PC and the RGC ﬁred a single action potential in response to brief current pulses and an accommodating train of action potentials in response to long current pulses. The resting potentials of the neurons in this and in the following ﬁgures is indicated to the left of the top traces.""",fAHP,05,[Y:<%4000%>:fAHP]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,,4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,396
400009494110201,4000,"p4846, Fig2Ab",10201,"""Figure 2. PCs [pyramidal cells] <% 4000 %> and RGCs [radiatum giant cells] <% 4054 %> [in CA1] have similar intrinsic ﬁring patterns. Current–clamp recordings were obtained from an exemplary PC (A) and RGC (B). The characteristic ﬁring response to brief (5 msec) and long (1600 msec) positive current pulses are shown in a and b, respectively. Both the PC and the RGC ﬁred a single action potential in response to brief current pulses and an accommodating train of action potentials in response to long current pulses. The resting potentials of the neurons in this and in the following ﬁgures is indicated to the left of the top traces.""",sAHP,09,[Y:<%4000%>:sAHP]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,,4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,397
400008494110201,4000,"p4846, Fig2Ab",10201,"""Figure 2. PCs [pyramidal cells] <% 4000 %> and RGCs [radiatum giant cells] <% 4054 %> [in CA1] have similar intrinsic ﬁring patterns. Current–clamp recordings were obtained from an exemplary PC (A) and RGC (B). The characteristic ﬁring response to brief (5 msec) and long (1600 msec) positive current pulses are shown in a and b, respectively. Both the PC and the RGC ﬁred a single action potential in response to brief current pulses and an accommodating train of action potentials in response to long current pulses. The resting potentials of the neurons in this and in the following ﬁgures is indicated to the left of the top traces.""",maxFR,08,[Y:<%4000%>:maxFR]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,,,,,,,
400006494120100,4000,"p4846, Tab1",20100,"""Table 1. Passive and active membrane properties of RGCs [radiatum giant cells] <% 4054 %> versus PCs [pyramidal cells] <% 4000 %> [in CA1]""",APampl,06,[Y:<%4000%>:APampl]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,404
400007494120100,4000,"p4846, Tab1",20100,"""Table 1. Passive and active membrane properties of RGCs [radiatum giant cells] <% 4054 %> versus PCs [pyramidal cells] <% 4000 %> [in CA1]""",APwidth,07,[Y:<%4000%>:APwidth]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl).",4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,405
400002494120100,4000,"p4846, Tab1",20100,"""Table 1. Passive and active membrane properties of RGCs [radiatum giant cells] <% 4054 %> versus PCs [pyramidal cells] <% 4000 %> [in CA1]""",Rin,02,[Y:<%4000%>:Rin]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,,4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,401
400003494120100,4000,"p4846, Tab1",20100,"""Table 1. Passive and active membrane properties of RGCs [radiatum giant cells] <% 4054 %> versus PCs [pyramidal cells] <% 4000 %> [in CA1]""",tau,03,[Y:<%4000%>:tau]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,,4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,402
400001494120100,4000,"p4846, Tab1",20100,"""Table 1. Passive and active membrane properties of RGCs [radiatum giant cells] <% 4054 %> versus PCs [pyramidal cells] <% 4000 %> [in CA1]""",Vrest,01,[Y:<%4000%>:Vrest]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero.",4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,400
400004494120100,4000,"p4846, Tab1",20100,"""Table 1. Passive and active membrane properties of RGCs [radiatum giant cells] <% 4054 %> versus PCs [pyramidal cells] <% 4000 %> [in CA1]""",Vthresh,04,[Y:<%4000%>:Vthresh]{#1},"Kirson ED, Yaari Y.",Unique properties of NMDA receptors enhance synaptic excitation of radiatum giant cells in rat hippocampus.,Journal of Neuroscience,2000,10864941,0,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest).",4000,10864941,All necessary morphological evidence is present in this self-same publication.,,,403
400006086020100,4000,"p561, Tab1",20100,"""Table 1.  Summary of the Electrophysiological Properties of Pyramidal Neurons <% 4000 %>  in the Different Hippocampal Areas [in CA3, CA2, and CA1]""",APampl,06,[Y:<%4000%>:APampl]{#1},"Chevaleyre V, Siegelbaum SA.",Strong CA2 pyramidal neuron synapses define a powerful disynaptic cortico-hippocampal loop.,Neuron,2010,20510860,0,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).",2000,20510860,All necessary morphological evidence is present in this self-same publication.,,,261
