# ----------------------------------------
# All Web Site Data
# Landing Pages
# 20150101-20230701
# ----------------------------------------

Landing Page,Sessions,% New Sessions,New Users,Bounce Rate,Pages / Session,Avg. Session Duration,Goal Conversion Rate,Goal Completions,Goal Value
/php/property_page_fp.php?id_neuron=2000&parameter=TSTUT.&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:05,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=2003&parameter=ASP.&count=3&page=1,1,0.00%,0,0.00%,2.00,00:13:59,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=2043&parameter=ASP.SLN&count=1&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4000&parameter=NASP&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:02,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4000&parameter=PSTUT&count=1&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4000&parameter=TSWB.NASP&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:07,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4012&parameter=ASP.&count=2&page=1,1,0.00%,0,0.00%,9.00,00:00:50,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4012&parameter=PSTUT&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:02,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4013&parameter=ASP.&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:09,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4054&parameter=NASP&count=1&page=1,1,0.00%,0,0.00%,5.00,00:00:24,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4054&parameter=RASP.SLN&count=1&page=1,1,0.00%,0,0.00%,2.00,00:01:41,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4080&parameter=PSTUT&count=2&page=1,1,0.00%,0,0.00%,2.00,00:00:05,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4083&parameter=PSTUT&count=1&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=4089&parameter=ASP.&count=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=6003&parameter=ASP.NASP&count=1&page=1,1,0.00%,0,0.00%,2.00,00:00:02,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=6008&parameter=ASP.&count=2&page=1,1,0.00%,0,0.00%,2.00,00:00:06,0.00%,0,$0.00
/php/property_page_fp.php?id_neuron=6092&parameter=ASP.&count=2&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=Bok&color=negative&page=markers,1,0.00%,0,0.00%,3.00,00:01:40,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=GABA-B1&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:27:18,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=GABAa\alpha 4&color=positive&page=markers,1,0.00%,0,0.00%,4.00,00:25:09,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=GluA3&color=positive&page=markers,1,0.00%,0,0.00%,4.00,00:03:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=mGluR2&color=positive&page=markers,1,0.00%,0,0.00%,4.00,00:01:28,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=Mus3R&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=NKB&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=PCP4&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:18:17,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=PV&color=negative&page=markers,1,0.00%,0,0.00%,2.00,00:03:18,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1000&val_property=RLN&color=negative&page=markers,1,0.00%,0,0.00%,3.00,00:00:38,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1002&val_property=CB&color=negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1004&val_property=GABAa\alpha 6&color=negative_inference&page=markers,1,0.00%,0,0.00%,8.00,00:25:15,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1007&val_property=mGluR1a&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1007&val_property=nNOS&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1007&val_property=RLN&color=positive&page=markers,1,0.00%,0,0.00%,8.00,00:19:17,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1008&val_property=CB1&color=negative_inference&page=markers,1,0.00%,0,0.00%,2.00,00:00:51,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1008&val_property=CoupTF II&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1009&val_property=CB1&color=positive_inference&page=markers,1,0.00%,0,0.00%,2.00,00:00:12,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1010&val_property=CB1&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1010&val_property=GAT-1&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:01:06,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1010&val_property=PV&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:01:39,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=1036&val_property=VIP&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=5HT-3&color=negative&page=markers,1,100.00%,1,0.00%,12.00,00:17:35,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=alpha-actinin-2&color=positive&page=markers,1,0.00%,0,0.00%,4.00,00:03:27,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=AR-beta1&color=negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=CaM&color=positive&page=markers,1,0.00%,0,0.00%,8.00,00:38:21,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=CB&color=negative&page=markers,1,0.00%,0,0.00%,2.00,00:01:49,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=CCK&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=Disc1&color=positive&page=markers,1,0.00%,0,0.00%,44.00,01:39:27,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=GABAa\beta 1&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=mGluR1&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:08:06,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=mGluR2/3&color=negative&page=markers,1,0.00%,0,0.00%,3.00,00:06:59,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=Mus1R&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:01:03,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=NKB&color=negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=p-CREB&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:00:54,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=PV&color=negative&page=markers,1,0.00%,0,0.00%,7.00,00:11:16,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=vGlut1&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:06:59,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=VILIP&color=positive&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=VIP&color=negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2000&val_property=Y2&color=positive&page=markers,1,0.00%,0,0.00%,7.00,00:22:38,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2004&val_property=Mus4R&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2004&val_property=NG&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2004&val_property=SCIP&color=positive&page=markers,1,100.00%,1,0.00%,3.00,00:00:26,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2019&val_property=5HT-3&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2022&val_property=AR-beta1&color=positive_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2022&val_property=CB&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2022&val_property=CB1&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2028&val_property=CB&color=negative-negative_inference&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2028&val_property=NPY&color=negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2035&val_property=NG&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2036&val_property=CCK&color=positive-positive_inference&page=markers,1,0.00%,0,0.00%,2.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2036&val_property=mGluR1a&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2042&val_property=VIP&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2043&val_property=Gaba-a-alpha&color=positive_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2044&val_property=CCK&color=positive-positive_inference&page=markers,1,0.00%,0,0.00%,3.00,00:23:51,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=2049&val_property=CB1&color=positive-positive_inference&page=markers,1,0.00%,0,0.00%,2.00,00:01:14,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=3000&val_property=AMIGO2&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=3000&val_property=Caln&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:01:59,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=3000&val_property=vGAT&color=negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=alpha-actinin-2&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:22:28,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=CaM&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:00:25,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=CB1&color=positive-negative-weak_positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=Gaba-a-alpha&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=GABAa \delta&color=negative&page=markers,1,100.00%,1,0.00%,2.00,00:18:15,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=GABAa\alpha 2&color=positive-negative&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=Math-2&color=positive&page=markers,1,0.00%,0,0.00%,12.00,00:33:22,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=mGluR1&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:02:40,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=nNOS&color=positive-negative-weak_positive&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=SOM&color=negative-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4000&val_property=vGAT&color=negative&page=markers,1,0.00%,0,0.00%,13.00,01:13:58,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4003&val_property=SOM&color=positive-positive_inference-negative_inference&page=markers,1,0.00%,0,0.00%,2.00,00:00:28,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4012&val_property=5HT-3&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4012&val_property=CR&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4013&val_property=CR&color=negative&page=markers,1,0.00%,0,0.00%,2.00,00:14:07,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4015&val_property=CCK&color=positive-positive_inference&page=markers,1,0.00%,0,0.00%,2.00,00:01:55,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4020&val_property=CB&color=negative-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4021&val_property=VIP&color=positive&page=markers,1,0.00%,0,0.00%,3.00,00:04:38,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4022&val_property=SOM&color=positive_inference-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4023&val_property=AR-beta1&color=positive_inference&page=markers,1,0.00%,0,0.00%,4.00,00:00:31,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4023&val_property=CB&color=negative&page=markers,1,0.00%,0,0.00%,2.00,00:00:23,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4023&val_property=nNOS&color=positive-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4023&val_property=PV&color=negative-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4031&val_property=RLN&color=negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4038&val_property=CCK&color=positive-negative_inference&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4038&val_property=SOM&color=negative-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4039&val_property=vGluT3&color=positive-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4041&val_property=SOM&color=positive_inference-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4054&val_property=EAAT3&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:00:38,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4069&val_property=Gaba-a-alpha&color=positive_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4069&val_property=Sub P Rec&color=positive-negative_inference&page=markers,1,0.00%,0,0.00%,7.00,00:15:35,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4078&val_property=5HT-3&color=negative-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4078&val_property=mGluR5&color=positive&page=markers,1,0.00%,0,0.00%,13.00,00:57:02,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4078&val_property=PV&color=positive-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4079&val_property=CB1&color=positive-positive_inference&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4079&val_property=Sub P Rec&color=positive&page=markers,1,100.00%,1,0.00%,2.00,00:06:06,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4079&val_property=vGluT3&color=positive-negative&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4080&val_property=PV&color=positive-negative-negative_inference&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4081&val_property=CR&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4081&val_property=NPY&color=positive-negative-positive_inference&page=markers,1,0.00%,0,0.00%,2.00,00:00:54,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4083&val_property=CR&color=positive-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4083&val_property=PV&color=positive-negative&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4084&val_property=VIP&color=positive-negative_inference&page=markers,1,0.00%,0,0.00%,10.00,00:09:25,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4087&val_property=CCK&color=negative_inference&page=markers,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4089&val_property=NPY&color=positive-negative_inference&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4093&val_property=CB1&color=negative_inference&page=markers,1,0.00%,0,0.00%,2.00,00:00:57,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4094&val_property=CR&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:00:10,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4094&val_property=CXCR4&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4098&val_property=Loc432748&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:00:09,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=4098&val_property=Nr4a1&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=5001&val_property=CaM&color=positive&page=markers,1,0.00%,0,0.00%,2.00,00:03:50,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=5001&val_property=CB&color=negative&page=markers,1,0.00%,0,0.00%,3.00,00:23:49,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=5001&val_property=GABAa\\alpha 2&color=&page=markers,1,0.00%,0,0.00%,2.00,00:00:49,0.00%,0,$0.00
/php/property_page_markers.php?id_neuron=5001&val_property=GABAa\alpha 2&color=positive&page=markers,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology_linking_pmid_isbn.php?id_neuron=1002&linking_pmid_isbn=9497429&val_property=DG_H&color=somata&page=1,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology_linking_pmid_isbn.php?id_neuron=2005&linking_pmid_isbn=19496174&val_property=DG_H&color=somata&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1000&val_property=DG_SMo&color=blue&page=,1,100.00%,1,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1001&val_property=DG_H&color=red&page=1,1,0.00%,0,0.00%,2.00,00:00:38,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1002&val_property=DG_SMi&color=red&page=1,1,0.00%,0,0.00%,2.00,00:00:04,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1005&val_property=DG_SG&color=somata&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1005&val_property=DG_SMi&color=violet&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1006&val_property=DG_SG&color=blueSoma&page=1,1,0.00%,0,0.00%,6.00,00:29:43,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1007&val_property=DG_SMo&color=violetSoma&page=1,1,0.00%,0,0.00%,3.00,00:00:06,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1008&val_property=DG_SMi&color=somata&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1009&val_property=DG_H&color=blueSoma&page=1,1,0.00%,0,0.00%,2.00,00:00:04,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1009&val_property=DG_SG&color=somata&page=1,1,0.00%,0,0.00%,8.00,00:01:43,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1010&val_property=DG_SG&color=violetSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1013&val_property=DG_H&color=somata&page=1,1,100.00%,1,0.00%,4.00,00:00:29,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1013&val_property=DG_SMo&color=red&page=1,1,0.00%,0,0.00%,10.00,00:10:36,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1026&val_property=DG_SG&color=violet&page=1,1,0.00%,0,0.00%,2.00,00:00:32,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1026&val_property=DG_SMi&color=violet&page=1,1,0.00%,0,0.00%,2.00,00:00:04,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1035&val_property=DG_H&color=blue&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1035&val_property=DG_SG&color=violetSoma&page=1,1,0.00%,0,0.00%,44.00,00:40:06,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1041&val_property=DG_H&color=violetSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1041&val_property=DG_SMo&color=blue&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=1043&val_property=DG_H&color=violetSoma&page=1,1,0.00%,0,0.00%,7.00,00:00:35,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA1_SR&color=red&page=1,1,0.00%,0,0.00%,2.00,00:15:18,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA2_SR&color=red&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2000&val_property=CA3_SR&color=red&page=1,1,0.00%,0,0.00%,11.00,00:08:56,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2001&val_property=CA3_SR&color=blueSoma&page=1,1,0.00%,0,0.00%,12.00,00:03:29,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2003&val_property=CA3_SR&color=blueSoma&page=1,1,0.00%,0,0.00%,24.00,00:30:57,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2004&val_property=SUB_SM&color=red&page=1,1,0.00%,0,0.00%,8.00,00:07:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2005&val_property=CA3_SLM&color=violetSoma&page=1,1,0.00%,0,0.00%,9.00,00:45:09,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2009&val_property=CA3_SO&color=violetSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2013&val_property=CA3_SL&color=violetSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2014&val_property=CA3_SL&color=violetSoma&page=1,1,0.00%,0,0.00%,2.00,00:00:20,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2020&val_property=CA3_SR&color=red&page=1,1,100.00%,1,0.00%,2.00,00:00:12,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2020&val_property=SUB_PL&color=red&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2035&val_property=CA3_SP&color=violetSoma&page=1,1,0.00%,0,0.00%,2.00,00:16:52,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2042&val_property=DG_H&color=violet&page=1,1,0.00%,0,0.00%,2.00,00:00:03,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2043&val_property=CA3_SP&color=somata&page=1,1,0.00%,0,0.00%,4.00,00:00:15,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2043&val_property=CA3_SP&color=violetSoma&page=1,1,0.00%,0,0.00%,6.00,00:13:28,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2044&val_property=CA3_SP&color=violetSoma&page=1,1,0.00%,0,0.00%,2.00,00:09:46,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2045&val_property=CA3_SL&color=violet&page=1,1,0.00%,0,0.00%,2.00,00:00:12,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2045&val_property=CA3_SP&color=violetSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2049&val_property=CA3_SO&color=blueSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2049&val_property=CA3_SR&color=blueSoma&page=1,1,0.00%,0,0.00%,5.00,00:44:48,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=2049&val_property=CA3_SR&color=somata&page=1,1,0.00%,0,0.00%,3.00,00:12:08,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=3006&val_property=CA2_SP&color=violetSoma&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
/php/property_page_morphology.php?id_neuron=4000&val_property=CA1_SLM&color=blue&page=1,1,0.00%,0,100.00%,1.00,00:00:00,0.00%,0,$0.00
