Area,Cell type,Uniq ID,PMID/ISBN/DOI,Figure number,ReferenceID,Istim (pA),Tstim (ms),Reference ID,Transient 1,Transient 2,Transient 3,Transient 4,Steady State,Steady State,Notes,OVERALL FIRING PATTERN (old classification),Alternative classification,Delay (ms),PFS(ms),SWA (mV),,NISI, ISIAV (ms),SD (ms),Max ISI (ms),Min ISI (ms),1st ISI (ms),ISIAV1-2  (ms),ISIAV1-3 (ms),ISIAV1-4 (ms),Last ISI (ms),ISIAVn-n-1 (ms),ISIAVn-n-2 (ms),ISIAVn-n-3 (ms),MaxISI/MinISI,MaxISIn /ISIn-1,MaxISIn /ISIn+1,AI = (ISIAVn-n-2 - ISIAV1-3)/ ISIAVn-n-2,RDmax    (RDi=|ISIi-ISIAV|/ISIAV ),DF=(Delay-2 ISIAV1-2)/Delay,SF=(PSF-2 ISIAVn-n-1)/PSF,Tmax(scaled),ISImax(scaled),ISIav (scaled),SD(scaled),Slope,Intercept,Slope1,Intercept1,Css (Yc1),Xc1,Slope2,Intercept2,Slope3,Intercept3,Xc2,Yc2,F1-2,F1-2crit,F2-3,F2-3crit,F3-4,F3-4crit,P1-2,P2-3,P3-4,P1-2uv,P2-3uv,P3-4uv,,ISIi/ISIi-1,i,"ISIav(i,n)/ISI1,i-1",MaxISIj /ISIj-1,MaxISIj /ISIj+1,NISI_c, ISIAV (ms)_c,Max ISI (ms)_c,Min ISI (ms)_c,1st ISI (ms)_c,Tmax(scaled) _c,ISImax(scaled)_c,ISIav (scaled) _c,SD(scaled) _c,Slope_c,Intercept_c,no value_c,Intercept1_c,Css (Yc1) _c,Xc1_c,Slope2_c,Intercept2_c,Slope3_c,Intercept3_c,Xc2_c,Yc2_c,F1-2_c,F1-2crit_c,F2-3_c,F2-3crit_c,F3-4_c,F3-4crit_c,P1-2_c,P2-3_c,P3-4_c,P1-2uv_c,P2-3uv_c,P3-4uv_c, trace #,,,,,,,,Subtypes,,Original  FP names ,,OVERALL FIRING PATTERN,M_2p,C_2p,M_3p,C1_3p,C2_3p,M1_4p,C1_4p,M2_4p,C2_4p,N_ISI_cut_3p,N_ISI_cut_4p,F_12,F_crit_12,F_23,F_crit_23,F_34,F_crit_34,P_12,P_12_UV,P_23,P_23_UV,P_34,P_34_UV,M_FASP,C_FASP,N_ISI_cut_FASP,,,,ISI1,ISI2,ISI3,ISI4,ISI5,ISI6,ISI7,ISI8,ISI9,ISI10,ISI11,ISI12,ISI13,ISI14,ISI15,ISI16,ISI17,ISI18,ISI19,ISI20,ISI21,ISI22,ISI23,ISI24,ISI25,ISI26,ISI27,ISI28,ISI29,ISI30,ISI31,ISI32,ISI33,ISI34,ISI35,ISI36,ISI37,ISI38,ISI39,ISI40,ISI41,ISI42,ISI43,ISI44,ISI45,ISI46,ISI47,ISI48,ISI49,ISI50,ISI51,ISI52,ISI53,ISI54,ISI55,ISI56,ISI57,ISI58,ISI59,ISI60,ISI61,ISI62,ISI63,ISI64,ISI65,ISI66,ISI67,ISI68,ISI69,ISI70,ISI71,ISI72,ISI73,ISI74,ISI75,ISI76,ISI77,ISI78,ISI79,ISI80,ISI81,ISI82,ISI83,ISI84,ISI85,ISI86,ISI87,ISI88,ISI89,ISI90,ISI91,ISI92,ISI93,ISI94,ISI95,ISI96,ISI97,ISI98,ISI99,ISI100,ISI101,ISI102,ISI103,ISI104,ISI105,ISI106,ISI107,ISI108,ISI109
CA1,CA1 Axo-Axonic (i)2232,4036,11807843,Fig. 4 B top,403662784310402,400,358.79773,,,,TSTUT,,,.SLN,,TSTUT.SLN,PSUT,2.42955,270.52227,0,,5,16.83832,22.06867299,56.29509,6.17005,56.29509,31.23257,22.94924667,19.07714,7.88304,7.67193,7.242153333,6.9741275,9.123927683,no value,9.123927683,-2.168842968,2.343272369,-24.71058015,0.943280603,4.521277785,9.123927683,2.729041094,3.576741354,-1.304595197,5.546803487,0,9.123927683,2.729041077,no value,0,9.123927683,0,2.729041094,no value,no value,0.010930621,0.107797789,91.48611279,9.276628153,1,0.107797789,0.27952423,0.720475765,0.896,0.437678481,0.437678471,0.499999932,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,141,,,,,,,,4-036-1,Subtypes AND multi-behavior,interrupted fast-spiking discharge pattern,,PSTUT,-1.304595197,5.546803487,-1.103399687,4.985239853,4.985229857,-1.09298316,5.88474588,-1.304595197,5.546803487,0,0,2.38418905,6.388232909,no value,no value,no value,no value,0.27952423,no value,no value,no value,no value,no value,no value,no value,no value,,,T,56.29509,6.17005,6.3826,7.46082,7.88304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Axo-Axonic (i)2232,4036,11807843,Fig. 4 B bottom,403662784310404,600,356.61226,,,,,,PSTUT,,,PSTUT,,0.015765,8.45441,0,,53,6.590066981,8.515798536,67.032586,2.84603,2.84603,3.90453,4.261636667,4.4389065,6.94517,6.353175,5.94756,5.69823,23.55301455,9.775421313,13.73551014,0.283464704,9.171760954,#REF!,-0.502925692,121.7230739,23.55301455,2.315529696,2.992167523,0.009064468,1.794884171,0.017149835,1.445002961,2.920712217,86.04801248,0.008228274,1.952714415,0.000346906,2.630890579,86.04802076,2.660741138,1.018653609,1.591972238,1.030510604,1.591972238,0.984312604,0.628151658,0.625794056,0.96331694,0.268317716,0.482081667,0.463453224,0.477868185,,2.278737945,5,1.630714504,9.775421313,13.73551014,48,6.839630833,67.032586,3.89685,7.32761,82.36772521,17.20173627,1.755169132,2.287524733,0.007436936,1.461178236,0.007437001,1.461175621,2.571900312,149.3511499,0.007437001,1.461175621,0,2.571900312,149.3511499,2.571900312,1.012152515,1.632463864,1.000000074,1.632463864,1,0.612570987,0.708215058,0.854967038,no value,0.491494706,0.499999806,0.5,142,,,,,,,,4-036-1,Subtypes AND multi-behavior,interrupted fast-spiking discharge pattern,,PSTUT,0.009064468,1.794884171,0.00915763,1.746569373,2.534555298,0.009063208,1.794432812,0.008466418,1.845775432,33,33,1.01916236,1.584704897,no value,no value,no value,no value,0.374205944,no value,no value,no value,no value,no value,no value,no value,no value,,,,2.84603,4.96303,4.97585,4.970716,3.215644,7.32761,5.745816,5.151694,4.87426,4.90926,4.99633,5.546926,4.496094,6.460315,4.496102,5.409488,5.133763,5.228519,4.743653,5.167057,5.605825,5.406928,6.316903,5.0014517,5.878135,5.26181,6.1666643,7.365168,5.073157,7.418945,6.531166,7.167126,6.857258,67.032586,4.88024,4.83841,5.36082,4.94511,4.76671,5.17729,4.72062,6.8914,5.13889,3.89685,5.50593,6.26911,4.57037,5.53923,6.23837,4.95024,5.13633,5.76118,6.94517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Horizontal AA (i)0012,4038,21795545,Fig. 7D (grey trace)   ,403856554510704,170.54805,571.76,,,,,,NASP,,,NASP,,6.58,9.263,0,,49,11.31177551,2.059621357,14.803,4.934,11.51,10.69,11.51333333,11.102,9.869,11.513,10.965,11.51325,3.000202675,1.799975681,1.500101338,-0.0500076,0.563817369,-2.249240122,-1.485803735,110.0054722,3.000202675,2.292617655,0.417434406,0.000138249,2.285020097,2.21E-05,2.291334505,2.292552249,55.0029129,2.21E-05,2.291327562,0,2.292544523,54.94464747,2.292544523,0.996211294,0.615856276,1.004475481,1.623755476,1.000018535,1.623755476,0.375788518,0.663853311,0.943425263,0.497022365,0.496836732,0.49998765,,2.666801784,44,1.052499667,1.599951362,1.333400892,5,11.8422,13.158,9.869,13.158,4.666430236,1.333265782,1.199939204,0.182518691,-0.053748936,1.328930113,,,no value,no value,,,,,no value,no value,no value,no value,no value,no value,no value,no value,0.138253324,no value,no value,no value,no value,no value,143,,,,,,,,4-038-1,Single type,,,NASP,1.38E-04,2.285020097,1.38E-04,2.332792866,2.292617655,1.38E-04,2.332792866,1.38E-04,2.285020097,0,0,1.002048627,1.615370319,no value,no value,no value,no value,0.375788518,no value,no value,no value,no value,no value,no value,no value,no value,,,,11.51,9.87,13.16,9.868,13.158,11.513,9.869,8.224,9.868,11.513,13.158,11.513,8.224,14.803,9.868,13.158,9.868,11.513,9.869,13.158,13.158,13.158,8.223,13.158,11.513,14.803,8.224,13.157,9.869,9.868,13.158,11.513,11.514,11.513,11.513,13.158,9.868,13.158,9.868,11.514,11.513,8.223,14.803,4.934,13.158,13.158,9.869,13.157,9.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Horizontal BC (i)0012,4039,20421280,Fig.1B (O-R),403965128010103,200,778.88624,,,,ASP.,,,,,ASP.,,11.97392,10.25935,0,,34,22.26700235,3.117210683,27.4196,15.44565,15.474,15.459825,15.85187333,16.0514375,26.20095,25.605775,25.38378333,25.8927375,1.775231214,1.047079552,1.099431431,0.375511793,0.306343541,-1.582249589,-3.99169538,48.01378252,1.775231214,1.441635823,0.201818032,0.012127732,1.168854356,0.018470631,1.103075854,1.606492617,27.25498512,0.076977126,0.941319899,0.009687491,1.247395443,4.548628363,1.291460239,3.873711179,1.804481608,0.960297897,0.554175779,1.788255755,1.804481608,0.00014946,0.347827002,0.087848811,0.000494896,0.449521544,0.187287691,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,144,,,,,,,,4-039-1,Subtypes OR multi-behavior,,,ASP.,0.012127732,1.168854356,0.013575381,1.14948174,1.669878466,0.026283057,1.061964676,0.008665347,1.284750509,28,11,4.289064845,1.787821747,1.030330777,1.787821747,no value,no value,no value,3.93E-04,0.151899846,no value,no value,no value,no value,no value,no value,,,,15.474,15.44565,16.63597,16.65013,21.52474,19.03074,22.65834,20.22106,20.13606,19.07324,20.26358,21.45386,21.41138,22.65835,21.45386,22.54501,23.80613,21.41137,22.64416,24.99647,25.01063,23.76366,23.80614,23.90535,22.47412,22.64423,25.0106,26.2151,24.99646,26.18674,27.4196,24.9398,25.0106,26.20095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Horizontal BC (i)0012,4039,21795545,Fig. 8A (grey trace),403956554510801,50.685,775.76,,,,ASP.,,,,AI<0.28; MaxISI/MinISI<2.5,NASP,ASP.-auto ,13.289,33.235,0,,26,27.79196154,3.373705731,34.884,21.595,26.578,24.0865,24.363,24.5015,31.561,32.392,31.56133333,32.392,1.615373929,1.235312865,1.235312865,0.228074437,0.255183084,-2.625028219,-0.949270348,32.23028479,1.615373929,1.286962794,0.156226244,0.011632307,1.108867348,0.011632412,1.108864293,57051187.89,4904501936,0.006676791,1.263060643,0.011735697,1.107404168,30.76880123,1.468497502,2.373931437,1.983759568,0.530456956,0.504093347,1.885828855,1.983759568,0.01657218,0.718633927,0.386933352,0.04250882,0.305269573,0.302903303,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,145,,,,,,,,4-039-1,Subtypes OR multi-behavior,,,NASP,0.011632307,1.108867348,0.011682846,1.109012582,1.468469599,0.011682846,1.230747858,0.011632307,1.108867348,24,0,2.384550725,1.955447207,no value,no value,no value,no value,no value,0.054472907,no value,no value,no value,no value,no value,no value,no value,,,,26.578,21.595,24.916,24.917,26.578,24.917,26.578,23.256,28.239,24.917,28.24,26.578,29.9,26.578,28.239,28.24,24.916,31.562,24.917,28.239,34.884,28.239,34.884,29.9,33.223,31.561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Hippocampo-subicular Proj ENK+ (i)0313p,4041,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,,,,,,,,4-041-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Radiatum Giant (e)2201,4054,17185334,Fig.5A,405474533410501,700,625.41042,,,,TSTUT.,,,.SLN,,TSTUT.SLN,ASP.SLN,39.30639,290.25433,0,,3,99.05587667,35.3076802,138.7977,71.30633,71.30633,79.184965,99.05587667,no value,138.7977,112.93065,99.05587667,no value,1.946498999,1.594210439,no value,0,0.401206114,-3.029114096,0.221850368,3.16747896,1.946498999,1.389159653,0.495154921,0.305634444,0.942071586,no value,no value,0.942071586,no value,no value,no value,0.305634444,0.942071586,no value,no value,45.13072772,161.4476388,no value,no value,no value,no value,0.070021131,no value,no value,0.185992187,no value,no value,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,147,,,,,,,,4-054-1,Subtypes OR multi-behavior,,,RASP.SLN,0.305634444,0.942071586,0.305634444,0.942071586,1.946498999,0.305634444,1,0.305634444,0.942071586,0,0,44.44772805,19,no value,no value,no value,no value,no value,0.054153749,no value,no value,no value,no value,0.305634444,0.942071586,3,,,T,71.30633,87.0636,138.7977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Radiatum Giant (e)-2201,4054,17185334,Fig5B,405456533410502,500,600.05203,,,,,,NASP,,,NASP,,41.05765,43.13827,0,,8,64.48201375,14.93343684,93.5414,47.88903,70.4118,62.366725,63.11227333,59.3064625,93.5414,79.61855,76.74613667,69.657565,1.95329494,1.423858791,no value,0.177648855,0.450658789,-2.038007533,-2.691318637,9.301593914,1.95329494,1.346488199,0.311834189,0.053035552,1.119620533,0.05303555,1.119620564,43843565.21,826682562.6,0,2.04480489,0.053035804,1.119618599,17.44456039,2.04480489,2.373978289,4.283865714,0.420025139,0.233434021,2.380820469,4.283865714,0.399742422,0.522124405,0.463464886,0.307574125,0.299066313,0.299065073,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,148,,,,,,,,4-054-1,Subtypes OR multi-behavior,,,NASP,0.053035552,1.119620533,0.053035552,1.470311677,1.346488199,0.053035552,1.470311677,0.053035552,1.119620533,0,0,2.056431794,3.78704354,no value,no value,no value,no value,0.399742422,no value,no value,no value,no value,no value,no value,no value,no value,,,,70.4118,54.32165,64.60337,47.88903,48.39185,71.00131,65.6957,93.5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Oriens/Alveus (i)2233,4055,3612227,Fig. 4A2  ,405565222710401,617.8573,100.696,,,,ASP.,,,,,ASP.,NASP,0.653,9.3913,0,,12,7.554308333,1.284929737,9.7826,5.652,5.652,5.7605,5.942,6.08675,9.7826,9.23915,9.057966667,8.80435,1.730820948,1.124992813,no value,0.344002885,0.294969648,-16.6431853,-0.96759767,15.0388712,1.730820948,1.3365726,0.227340718,0.044247988,1.028531341,0.044247995,1.028531295,1.942402373,20.65338968,0.055580087,0.993684234,0.03207998,1.167227412,7.384782354,1.40413108,6.549543581,2.978237016,0.999999536,0.335769113,1.748629085,2.978237016,0.000997775,0.168090164,0.373373974,0.001199001,0.499999877,0.48081064,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,149,,,,,,,,4-055-1,Subtypes OR multi-behavior,,,ASP.,0.044247988,1.028531341,0.063328641,0.977216336,1.53081741,0.05434478,0.993873617,0.042875858,1.046798213,7,4,7.784163166,2.81793047,2.171385007,2.81793047,no value,no value,no value,4.46E-04,0.288040521,no value,no value,no value,no value,no value,no value,,,,5.652,5.869,6.305,6.521,7.3917,7.1739,8.4782,8.0435,8.0435,8.6956,8.6957,9.7826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Oriens/Alveus (i)2233,4055,3612227,Fig. 5A2  ,405556222710501,520.4825,100.354,,,,,,NASP,,,NASP,,2.439,4.5,0,,26,3.592884615,0.465562606,4.39,1.9512,3.415,3.293,3.577333333,3.7195,1.9512,2.8049,3.089433333,3.170725,2.249897499,1.199781361,1.200109349,-0.157925402,0.456926618,-1.700287003,-0.246622222,46.12546125,2.249897499,1.841371779,0.238603222,-0.006018854,1.984436727,0,1.841371779,2.203169414,no value,0,1.841371779,0,2.203169414,no value,no value,1.325933787,1.983759568,0.754185473,0.504093347,1,1.983759568,0.511392057,0.488607943,0.876585571,0.456511681,0.456511681,0.5,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,150,,,,,,,,4-055-1,Subtypes OR multi-behavior,,,NASP,-0.006018854,1.984436727,-0.027007895,2.789801396,1.90527454,-0.006018854,1.984436727,-0.006018854,1.984436727,0,0,1.319709218,1.955447207,no value,no value,no value,no value,0.488607943,no value,no value,no value,no value,no value,no value,no value,no value,,,,3.415,3.171,4.146,4.146,3.415,3.659,4.39,3.658,3.6589,3.6585,3.9025,3.9024,3.4146,3.6586,3.4146,3.9025,3.6585,4.1463,2.9269,3.4146,3.6585,3.4147,3.4146,3.6585,3.6586,1.9512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Oriens/Alveus (i)2233,4055,3612227,Fig. 8  ,405575222710800,442.857,105.648,,,,,,NASP,,AI>0.28; MaxISI/MinISI>2.5,ASP.,NASP-auto,2.197,0.15,0,,11,9.091272727,2.900605354,12.637,3.846,3.846,4.3955,5.311333333,6.18125,8.246,10.167,10.441,10.8525,3.28575143,1.352853014,1.277626125,0.491300322,0.576956922,-3.001365498,-134.56,25.00208008,3.28575143,2.363825462,0.754187559,0.059042855,1.682115365,0.242748093,1.008965997,2.796188616,7.362457914,0.242748704,1.008963669,0,2.796187487,7.362444316,2.796187487,1.005980705,3.178893104,2.956902705,3.178893104,1.000001191,3.178893104,0.098996583,0.057855457,0.383409468,0.192110348,0.226623444,0.499999591,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,151,,,,,,,,4-055-1,Subtypes OR multi-behavior,,,RASP.NASP,0.026553265,1.264061497,0.120572886,1.027990863,1.538522563,0.14846827,0.995496451,-0.027480495,1.753398751,3,3,1.598511407,3.438101233,no value,no value,no value,no value,0.096868087,no value,no value,no value,no value,no value,0.275227081,0.974697273,3,,,,3.846,4.945,7.143,8.791,9.341,12.637,9.891,12.087,10.989,12.088,8.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Oriens/Alveus (i)2233,4055,3612227,Fig. 9A  ,405556222710901,554.687,113,,,,,,NASP,,,NASP,,1.628,3,0,,10,10.7907,1.181886218,11.8604,7.674,11.628,9.651,10.07753333,10.2907,10.9302,11.1628,11.1628,11.3372,1.545530362,1.159079804,1.062493281,0.097221725,0.28883205,-10.85626536,-6.441866667,12.54612979,1.545530362,1.406137608,0.154011756,0.013195423,1.326041181,0.019735412,1.30364966,1.465129769,8.182251777,0.024698335,1.298061484,0.005286952,1.401006045,5.303308959,1.429044384,1.512217833,3.438101233,1.115460963,3.438101233,0.950877614,0.290858219,0.537226127,0.360592818,0.358059671,0.447167858,0.458158036,0.481434029,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,152,,,,,,,,4-055-1,Subtypes OR multi-behavior,,,NASP,0.013195423,1.326041181,0.013195423,1.515246286,1.406137608,0.013195423,1.515246286,0.013195423,1.326041181,0,0,1.356452184,3.178893104,no value,no value,no value,no value,0.462773873,no value,no value,no value,no value,no value,no value,no value,no value,,,,11.628,7.674,10.9306,10.9302,11.1628,10.2326,11.8604,11.1628,11.3954,10.9302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 Interneuron Spec LMR-R (i)2300,4056,,,,,,,,,,,,,,*No_data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,4-056-1,,,,*No_data,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 R-Recv Apical-Target (i)1300,4061,21795545,"Fig.8D, red trace",406179554510804,119.251535,756.19065,,,,,,NASP,,,NASP,,176.2357,104.90359,0,,3,160.7190633,58.05222713,205.65725,95.17468,95.17468,150.415965,160.7190633,no value,181.32526,193.491255,160.7190633,no value,2.160839942,2.160839942,1.134189743,0,0.407819595,-0.706986326,-2.688934859,4.066023758,2.160839942,1.688674586,0.609954529,0.229620257,1.212069904,no value,no value,1.212069904,no value,no value,no value,0.229620257,1.212069904,no value,no value,no value,no value,no value,no value,no value,no value,0.21462266,no value,no value,no value,no value,no value,,2.160839942,1,2.033011879,2.160839942,1.134189743,2,193.491255,205.65725,181.32526,205.65725,1,1.134189743,1.067094871,0.094886477,-0.134189743,1.134189743,no value,no value,1.134189743,no value,no value,no value,-0.134189743,1.134189743,no value,no value,no value,no value,no value,no value,no value,no value,5.27E-16,no value,no value,no value,no value,no value,154,,,,,,,,4-061-2,Subtypes AND multi-behavior,,,RASP.,0.229620257,1.212069904,0.409753292,1.094679045,1.980080326,0.537216996,1,-0.134189743,2.450802498,1,2,3.234139792,19,no value,no value,no value,no value,0.21462266,no value,no value,no value,no value,no value,0.229620257,1.212069904,3,,,,95.17468,205.65725,181.32526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 R-Recv Apical-Target (i)1300,4061,21795545,"Fig.8D, grey trace",406165554510812,252.2506775,753.934603,,,,,,NASP,,AI>0.28; MaxISI/MinISI>2.5,ASP.,NASP-auto,9.6408,27.175297,0,,30,24.03363687,5.556624205,40.89264,14.27523,14.27523,14.8576,15.42528333,16.818775,35.406676,30.422333,33.91243533,31.251834,2.86458712,1.757309294,1.607542105,0.545143745,0.701475321,-2.08223384,-1.238969679,49.50770502,2.86458712,1.683590167,0.389249364,0.020579075,1.220794581,0.020579109,1.220792716,2.250015622,50.01299734,0.063329024,1.020930549,0.017485181,1.322600871,6.580389111,1.437660167,2.840234045,1.882079434,0.999998589,0.531327202,0.982428712,0.531327202,0.018125241,0.372142882,0.096691351,0.066980389,0.499999883,0.414956202,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,155,,,,,,,,4-061-2,Subtypes AND multi-behavior,,,ASP.,0.020579075,1.220794581,0.020211474,1.228200709,2.142667932,0.018917117,1.272429818,0.040114668,1.132931678,27,0,3.085771348,1.860811435,1.01002947,1.860811435,no value,no value,no value,0.043182099,0.332836954,no value,no value,no value,no value,no value,no value,,,,14.27523,15.43997,16.56065,20.99925,15.484,25.4527,22.07595,19.96675,21.058,23.22604,25.39392,22.13471,24.37603,19.86396,22.10528,22.14939,24.33197,23.19665,27.67935,23.2113,27.65,28.74133,26.58805,26.49994,29.87668,27.66467,23.27003,40.89264,25.43799,35.406676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA1,CA1 R-Recv Apical-Target (i)1300,4061,21795545,"Fig.7I, grey trace",406156554510709,45.936145,769.36779,,,,,,NASP,,,NASP,,40.78154,20.58657,0,,17,41.77372471,3.405641043,46.48867,35.378,46.48867,43.135875,43.51273333,41.47905,39.83202,43.150535,42.77528333,43.6913875,1.31405591,no value,1.168553817,-0.017240096,0.153104009,-1.115460819,-3.192105339,18.75924727,1.31405591,1.18078254,0.096264375,0.002368651,1.158871598,0,1.228514108,1.18078254,no value,0,1.202539122,0.002575228,1.157129271,17.63333017,1.202539122,1.156701182,2.403447071,0.864527516,0.416069075,1.17037921,2.403447071,0.513786538,0.486213474,0.501868652,0.47472821,0.47472821,0.470348728,,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,no value,156,,,,,,,,4-061-1,Subtypes AND multi-behavior,,,NASP,0.002368651,1.158871598,0.002368651,1.31405591,1.18078254,0.002368651,1.31405591,0.002368651,1.158871598,0,0,1.069931879,2.333483628,no value,no value,no value,no value,0.486213462,no value,no value,no value,no value,no value,no value,no value,no value,,,,46.48867,39.78308,44.26645,35.378,39.832,42.02477,37.60009,42.04438,42.04436,42.01502,46.46906,39.832,37.60989,46.4397,42.02478,46.46905,39.83202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
