id,reference_ID,material_used,location_in_reference,PMID_or_ISBN,pmid_isbn_page,type,attachment,attachment_type,uniqueID,parameter,interpretation,interpretation_notes,linking_cell_id,linking_pmid_isbn,linking_pmid_isbn_page,linking_quote,linking_page_location,species_tag,strain,age,sections
21507,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21508,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21509,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21510,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21511,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21512,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21513,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21514,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21515,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21516,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21517,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21518,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21519,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21520,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21521,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21522,800386,"FIG. 1. Non-pyramidal (A, B) and pyramidal (C) cells show distinct firing patterns and action potential characteristics. A pronounced afterhyperpolarization follows the narrow action potential of a basket cell (A) and of an axo-axonic cell (B; the recording is from cell AAl, shown in D). Note the difference in the shape of the afterhyperpolarization of the two cells. There is a difference between non-pyramidal and pyramidal cells in the response to depolarizing current pulses as well. In contrast to non-pyramidal cells, pyramidal cells show spike frequency accommodation.  The shaded area on the low magnification hippocampus insert shows the distribution and position of the axonal arbor relative to the whole hippocampus (also on the following figures). s.I., stratum lucidurn; s.P., stratum pyramidale; s.o., stratum oriens: alv., alveus. Scale: 100 pm","p1731, Fig1D",8124523,,data,,NULL,2047,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,4-5 (80um)
21523,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21524,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21525,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21526,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21527,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21528,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21529,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21530,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21531,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21532,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21533,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21534,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21535,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21536,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21537,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21538,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21539,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21540,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21541,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21542,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21543,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21544,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21545,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21546,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21547,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21548,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21549,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21550,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21551,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21552,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21553,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21554,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21555,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21556,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21557,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21558,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21559,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21560,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
21561,800112,"Figure2. Firing properties of anatomically identified neurons in CA3 during SWRs. A, Camera lucida reconstructions of intracellularly labeled neurons from each group are presented (dendrites, black; axon, red). Scale bars,100 [micro]m.","p11681, Fig2A",23843535,0,data,,NULL,2043,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"CD1/PV+, CB1/GAD65 (GFP)",17-29 PD,
