Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Name of file containing figure,Figure/Table,Quote reference id,Representative?,Interpretation notes figures,New?,Notes,copied to portal folder
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1009,Freund-Buzsaki-1996-347-Hippocampus-Tab2.jpeg,table,611904,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1010,Freund-Buzsaki-1996-347-Hippocampus-Tab2.jpeg,table,611904,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1013,Freund-Buzsaki-1996-347-Hippocampus-Tab2.jpeg,table,611904,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1035,Freund-Buzsaki-1996-347-Hippocampus-Tab2.jpeg,table,611904,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,1036,Freund-Buzsaki-1996-347-Hippocampus-Tab2.jpeg,table,611904,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4013,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4023,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4035,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4036,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4069,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4080,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4078,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,4079,Freund-Buzsaki-1996-347-Hippocampus-Tab3.jpeg,table,611906,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2028,Freund-Buzsaki-1996-347-Hippocampus-Tab4.jpeg,table,611908,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2043,Freund-Buzsaki-1996-347-Hippocampus-Tab4.jpeg,table,611908,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2044,Freund-Buzsaki-1996-347-Hippocampus-Tab4.jpeg,table,611908,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2045,Freund-Buzsaki-1996-347-Hippocampus-Tab4.jpeg,table,611908,,,,,
"Freund TF, Buzsaki G",Interneurons of the hippocampus,Hippocampus,1996,8915675,2046,Freund-Buzsaki-1996-347-Hippocampus-Tab4.jpeg,table,611908,,,,,
"Frotscher, M., Seress, L., Schwerdtfeger, W.K. and Buhl, E.",The mossy cells of the fascia dentata: A comperative study of their fine structure and synaptic connections in rodents and primates,J. Comp. Neurol.,1991,1744242,1002,Frotscher-Buhl-1991-145-JCompNeurol-Fig1A-B.jpeg,figure,612112,,,,,
"Frotscher M, Soriano E, Misgeld U", Divergence of hippocampal mossy fibers.,Synapse,1994,8197576,1005,Frotscher-Misgeld-1994-148-Synapse-Fig2.jpeg,figure,612105,,,,,
"Fuentealba P, Begum R, Capogna M, Jinno S, M_rton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,4081,Fuentealba-Klausberger-2008-917-Neuron-Fig2A-CA1_(-)0333_bistratified-ivy.jpeg,figure,611139,1,,,,
"Fuentealba P, Begum R, Capogna M, Jinno S, M_rton LF, Csicsvari J, Thomson A, Somogyi P, Klausberger T","Ivy cells: a population of nitric-oxide-producing, slow-spiking GABAergic neurons and their involvement in hippocampal network activity",Neuron,2008,18367092,4081,Fuentealba-Klausberger-2008-917-Neuron-Fig6A-CA1_(-)0333_bistratified-ivy.jpeg,figure,611142,,,,,
"Fuentealba P, Tomioka R, Dalezios Y, Marton LF, Studer M, Rockland K, Klausberger T, Somogyi P",Rhythmically Active Enkephalin-Expressing GABAergic Cells in the CA1 Area of the Hippocampus Project to the Subiculum and Preferentially Innervate Interneurons,J Neuroscience,2008,18829959,4041,Fuentealba-Somogyi-2008-10017-JNeurosci-Fig2C.jpeg,figure,611154,1,,,,
"Fuentealba P, Klausberger T, Karayannis T, Suen WY, Huck J, Tomioka R, Rockland K, Capogna M, Studer M, Morales M, Somogyi P",Expression of COUP-TFII Nuclear Receptor in Restricted GABAergic Neuronal Populations in the Adult Rat Hippocampus,The Journal of Neuroscience,2010,20130170,4011,Fuentealba-Somogyi-2010-1595-JNeurosci-Fig6B.jpeg,figure,612117,,,,,
"Ganter P, Somogyi P",Properties of Horizontal Axo-axonic Cells in Stratum Oriens of the Hippocampal CA1 Area of Rats In Vitro,Hippocampus,2004,15098728,4038,Ganter-Somogyi-2004-232-Hippocampus-Fig1A-B.jpeg,figure,612129,1,,,,
"Ganter P, Somogyi P",Properties of Horizontal Axo-axonic Cells in Stratum Oriens of the Hippocampal CA1 Area of Rats In Vitro,Hippocampus,2004,15098728,4038,Ganter-Somogyi-2004-232-Hippocampus-Fig1C-CA1_0012_horizontal_axo-axonic_cells.jpeg,figure,630003,,,,,
"Geiger  JR,  Liibke  J,  Roth  A,  Frotscher  M,  Jonas  P ", Submillisecond  AMPA  receptormediated signaling at a principal neuron-intcrneuron synapse.,Neuron ,1997,9208867,1000,Geiger-Jonas-1997-1009-Neuron-Fig3A.jpeg,figure,612132,,,,,
"Geiger  JR,  Liibke  J,  Roth  A,  Frotscher  M,  Jonas  P ", Submillisecond  AMPA  receptormediated signaling at a principal neuron-intcrneuron synapse.,Neuron ,1997,9208867,1000,Geiger-Jonas-1997-1009-Neuron-Fig4A-DG_(+)_2201p_CA3_00110_granule.jpeg,figure,612133,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",GABAergic neurons in the entorhinal cortex project to the hippocampus,Brain Research,1989,2765919,6049,Germroth-Buhl-1989-187-BrainRes-Fig1D-E.jpeg,figure,611155,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6092,Germroth-Buhl-1989-683-Neurosci-Fig1a.jpeg,figure,630008,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig1c.jpeg,figure,611161,1,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6018,Germroth-Buhl-1989-683-Neurosci-Fig3E.jpeg,figure,611162,,,,,
"Germroth P, Schwerdtfeger WK, Buhl EH",Morphology of identified entorhinal neurons projecting to the hippocampus A light microscopical study combining retrograde tracing and intracellular injection,Neuroscience,1989,2771045,6049,Germroth-Buhl-1989-683-Neurosci-Fig4D.jpeg,figure,611164,,,,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6017,Germroth-Buhl-1991-215-JCompNeurol-Fig12-EC_(+)223111p_CA1_1000_SUB_100_PC_III_sm.jpeg,figure,612171,,,,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6049,Germroth-Buhl-1991-215-JCompNeurol-PMID2026788-Fig1_NoM1.jpeg,figure,611170,,,,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6053,Germroth-Buhl-1991-215-JCompNeurol-PMID2026788-Fig1_NoM2.jpeg,figure,611170,,,1,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6017,Germroth-Buhl-1991-215-JCompNeurol-PMID2026788-Fig1_NoP1.jpeg,figure,611170,,,,,
"Germroth P, W. K. Schwerdtfeger, and E. H. Buhl, ",Ultrastructure and aspects of functional organization of pyramidal and nonpyramidal entorhinal projection neurons contributing  to  the  perforant  path.,The Journal of Comparative Neurology,1991,2026788,6005,Germroth-Buhl-1991-215-JCompNeurol-PMID2026788-Fig1_NoS2_S3.jpeg,figure,611170,,,,,
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2009,Gloveli-Buhl-2005-131-JPhysiol-Fig2A.jpeg,figure,612137,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2009,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig2A-CA3_O-LM.jpeg,figure,612490,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2020,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig2A-CA3_TriC.jpeg,figure,612490,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4000,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3Ai.jpeg,figure,630021,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,4078,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3Bi.jpeg,figure,630022,,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2020,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig3Ci.jpeg,figure,612493,1,,,,
"Gloveli T, Kopell N, Dugladze T",Neuronal Activity Patterns During Hippocampal Network Oscillations In Vitro,Hippocampal Microcircuits,2010,978-1-4419-0995-4,2009,Gloveli-Dugladze-2010-247-HippocampalMicrocircuits-Fig4A.jpeg,figure,612496,,,,,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat,Neuroscience,1997,9070741,6092,Gloveli-Heinemann-1997-629-Neurosci-Fig1-EC_(+)223200p_CA1_1000_SUB_100_PC_III.jpeg,figure,612365,,,,,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat,Neuroscience,1997,9070741,6087,Gloveli-Heinemann-1997-629-Neurosci-Fig2-EC_(-)023300_PL_BPN_III.jpeg,figure,612367,,,,,
"Gloveli T, Schmitz D, Empson RM, Dugladze T, Heinemann U",Morphological and electrophysiological characterization of layer III cells of the medial entorhinal cortex of the rat,Neuroscience,1997,9070741,6038,Gloveli-Heinemann-1997-629-Neurosci-Fig2-EC_(-)333000_type_4_III.jpeg,figure,612367,,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6085,Gloveli-Heinemann-2001-413-EurJNeurosc-Fig2A.jpeg,figure,612143,1,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6002,Gloveli-Heinemann-2001-413-EurJNeurosc-Fig3B.jpeg,figure,612144,1,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6086,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Aa.jpeg,figure,612145,1,,,,
"Gloveli T, Dugladze T, Schmitz D, Heinemann U",Properties of entorhinal cortex deep layer neurons projecting to the rat dentate gyrus,European Journal of Neuroscience,2001,11168548,6086,Gloveli-Heinemann-2001-413-EurJNeurosci-Fig4Ba.jpeg,figure,630017,,,,,
"Gloveli T, Dugladze T, Rotstein HG, Traub RD, Monyer H, Heinemann U, Whittington MA, Kopell NJ.","Orthogonal arrangement of rhythm-generatingmicrocircuits in the hippocampus",Proc Natl Acad Sci U S A.,2005,16141320,2009,Gloveli-Kopell-2005-131-Fig4C.jpeg,figure,611172,,,,,
"Guly_s  AI, Toth  K,  D_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,4028,Gulyas-Freund-1991-371-JCompNeuro-Fig1B.jpeg,figure,611174,,,,,
"Guly_s  AI, Toth  K,  D_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab1.jpeg,table,611175,,,,,
"Guly_s  AI, Toth  K,  D_nos  P,  Freund  TF  ","Subpopulations  of GABAergic  neurons  containing  parvalbumin,  calbindin  D28k,  and cholecystokinin in the rat hippocampus.",J Comp Neurol312:.371-378. ,1991,1721075,2022,Gulyas-Freund-1991-371-JCompNeuro-Tab2.jpeg,table,611176,,,,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig10A.jpeg,figure,611198,,,,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2049,Gulyas-Freund-1993-1729-EuroJNeuro-Fig11A.jpeg,figure,612720,,,1,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig17-CA3_02332_DG_0001_MFA.jpeg,figure,611200,,,,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2028,Gulyas-Freund-1993-1729-EuroJNeuro-Fig2.jpeg,figure,611193,1,,,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2043,Gulyas-Freund-1993-1729-EuroJNeuro-Fig4.jpeg,figure,611196,1,,,,
"Guly_s AI, Miles R, Hajos N and Freund TF",Precision and variability in postsynaptic target selection of inhibitory cells in the hippocampal CA3 region.,European Journal of Neuroscience,1993,8124523,2035,Gulyas-Freund-1993-1729-EuroJNeuro-Fig8B.jpeg,figure,611197,,,,,
"Guly_s AI, H_jos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4056,Gulyas-Freund-1996-3397-JNeurosci-Fig2A-CA1_(-)2300_IS-1.jpeg,figure,611191,,,,#3,
"Guly_s AI, H_jos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,Gulyas-Freund-1996-3397-JNeurosci-Fig2A-CA1_0102_SO_IS-1.jpeg,figure,611191,,,,#4,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4028,Gulyas-Freund-1996-525-Hippocampus-Fig1-CA1_(-)0300_SCA-SR-CB.jpeg,figure,611182,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig1-CA3_-00003_calbindin.jpeg,figure,611182,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig1-CA3_-03000_R_CB.jpeg,figure,611182,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4028,Gulyas-Freund-1996-525-Hippocampus-Fig2-CA1_(-)0300_SCA-SR-CB.jpeg,figure,611183,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2023,Gulyas-Freund-1996-525-Hippocampus-Fig2-CA3_-03000_R_CB.jpeg,figure,611183,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4084,Gulyas-Freund-1996-525-Hippocampus-Fig2-Cell4084.jpeg,figure,611183,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4033,Gulyas-Freund-1996-525-Hippocampus-Fig3-CA1_0003_calbindin-SOSO.jpeg,figure,611185,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,2022,Gulyas-Freund-1996-525-Hippocampus-Fig3-CA3_-00003_calbindin.jpeg,figure,611185,,,,,
"Guly_s AI, Freund TF",Pyramidal Cell Dendrites Are the Primary Targets of  Calbindin D28k-Immunoreactive Interneurons in the Hippocampus ,Hippocampus,1996,8953305,4095,Gulyas-Freund-1996-525-Hippocampus-PMID8953305-Fig2B_No1_4.jpeg,figure,612679,,,,,
"Guly_s AI, TÃÂth K, McBain CJ, Freund TF",Stratum radiatum giant cells: a type of principal cell in the rat hippocampus,European Journal of Neuroscience,1998,9875359,4054,Gulyas-Freund-1998-3813-EJNeurosci-Fig2.jpeg,figure,611201,1,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig1D.jpeg,figure,612419,,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,2042,Hajos-Freund-1996-1415-EurJNeurosci-Fig3-CA3_-03333_DG_0003_IS-3.jpeg,figure,612420,1,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig4A.jpeg,figure,612421,1,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1036,Hajos-Freund-1996-1415-EurJNeurosci-Fig4B.jpeg,figure,630001,,,,,
"H_jos N, Acs_dy L, Freund TF",Target selectivity and neurochemical characteristics of VIP immunoreactive interneurons in the rat dentate gyrus.,European Journal of Neuroscience,1996,8758949,1008,Hajos-Freund-1996-1415-EurJNeurosci-Fig5-DG_(-)_3000_MOPP_NGF.jpeg,figure,612422,,,,,
"HÃÂjos N, Papp EC, AcsÃÂdy L, Levey AI, Freund TF",DistinctÃÂinterneuronÃÂtypesÃÂexpressÃÂm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,Hajos-Freund-1998-355-Neurosci-Fig3.jpeg,figure,612757,,,1,,
"H_jos N, P_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2023,Hajos-Freund-2004-9127-JNeurosci-Fig5B.jpeg,figure,510046,1,,,,
"H_jos N, P_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2008,Hajos-Freund-2004-9127-JNeurosci-Fig5C.jpeg,figure,510046,1,,,,
"H_jos N, P_lhalmi J, Mann EO, N_meth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neuroscience,2004,15483131,2021,Hajos-Freund-2004-9127-JNeurosci-Fig6ABC.jpeg,figure,510048,1,,,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4069,Hajos-Mody-1997-8427-JNeurosci-Fig1BC.jpeg,figure,612459,,,,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4076,Hajos-Mody-1997-8427-JNeurosci-Fig4AB.jpeg,figure,612466,,,1,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4013,Hajos-Mody-1997-8427-JNeurosci-Fig5A-CA1_2333_RPO.jpeg,figure,612468,,,1,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4004,Hajos-Mody-1997-8427-JNeurosci-Fig5A-CA1_3300p_PPA_proj.jpeg,figure,612467,,,1,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4076,Hajos-Mody-1997-8427-JNeurosci-Fig5B-CA1_3222_PPA.jpeg,figure,612469,,,1,,
"Hajos N, Mody I",Synaptic communication among hippocampal interneurons: properties of spontaneous IPSCs in morphologically identified cells,The Journal of Neuroscience,1997,9334415,4080,Hajos-Mody-1997-8427-JNeurosci-Fig6A.jpeg,figure,612470,,,1,,
"Halasy K, Somogyi P",Subdivisions in the multiple GABAergic innervation of granule cells in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261118,1010,Halasy-Somogyi-1993-411-EuroJNeuro-Fig10A.jpeg,figure,612301,,,,,
"Hamam BN, Amaral DG, Alonso AA",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex,The Journal of Comparative Neurology,2002,12209840,6021,Hamam-Alonso-2002-45-JCompNeuro-Fig1A-EC_(+)220033_PC_V_sm.jpeg,figure,611211,,,,,
"Hamam BN, Amaral DG, Alonso AA",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex,The Journal of Comparative Neurology,2002,12209840,6085,Hamam-Alonso-2002-45-JCompNeuro-Fig1A-EC_(+)220233p-DG_1000_PC_V_DG.jpeg,figure,611211,,,,,
"Hamam BN, Amaral DG, Alonso AA",Morphological and electrophysiological characteristics of layer V neurons of the rat lateral entorhinal cortex,The Journal of Comparative Neurology,2002,12209840,6085,Hamam-Alonso-2002-45-JCompNeuro-Fig6.jpeg,figure,612633,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JCompNeurol-Fig10.jpeg,figure,611220,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6021,Hamam-Amaral-2000-457-JCompNeurol-Fig1A.jpeg,figure,611216,1,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JCompNeurol-Fig1B.jpeg,figure,630010,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JCompNeurol-Fig1C.jpeg,figure,630009,1,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JCompNeurol-Fig7A.jpeg,figure,612230,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6085,Hamam-Amaral-2000-457-JournofCompNeurology-Fig6A.jpeg,figure,612229,,,,,
"Hamam BN, Kennedy TE, Alonso A, Amaral DG",Morphological and electrophysiological characteristics of layer V neurons of the rat medial entorhinal cortex.,J Comp Neurol,2000,10713573,6052,Hamam-Amaral-2000-457-JournofCompNeurology-Fig9A.jpeg,figure,611221,,,,,
"Han ZS, Buhl EH, LÃÂrinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1009,Han-Somogyi-1993-395-EurJNeurosci-Fig2.jpeg,figure,612208,1,,,,
"Han ZS, Buhl EH, LÃÂrinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1009,Han-Somogyi-1993-395-EurJNeurosci-Fig3A.jpeg,figure,612209,,,,,
"Han ZS, Buhl EH, L_rinczi Z, Somogyi P",A high degree of spatial selectivity in the axonal and dendritic domains of physiologically identified local-circuit neurons in the dentate gyrus of the rat hippocampus,The European journal of neuroscience,1993,8261117,1010,Han-Somogyi-1993-395-EuroJNeuro-Fig10.jpeg,figure,611235,,,,,
