Authors,Titile,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Figure/Table,Quote reference id,Interpretation notes figures,Comments,Inference_flag
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,4000,GABAa\beta 2,77,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell4000-GABA-Ab2.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,1000,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell1000-GABA-Ab3.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2000,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2000-GABA-Ab3.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2004,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2004-GABA-Ab3.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,3000,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell3000-GABA-Ab3.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,4000,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell4000-GABA-Ab3.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,1000,GABAa\gamma 1,79,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell1000-GABA-Ag1.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2000,GABAa\gamma 1,79,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2000-GABA-Ag1.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2004,GABAa\gamma 1,79,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2004-GABA-Ag1.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,3000,GABAa\gamma 1,79,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell3000-GABA-Ag1.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,4000,GABAa\gamma 1,79,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell4000-GABA-Ag1.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,1000,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell1000-GABA-Ag2.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2000,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2000-GABA-Ag2.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2004,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2004-GABA-Ag2.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,3000,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell3000-GABA-Ag2.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,4000,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell4000-GABA-Ag2.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,1000,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell1000-GABA-Ad.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2000,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2000-GABA-Ad.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,2004,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell2004-GABA-Ad.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,3000,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell3000-GABA-Ad.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,4000,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig8-Cell4000-GABA-Ad.jpeg,marker_figure,162069,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,Gaba-a-alpha,8,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Aa1.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,Gaba-a-alpha,8,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Aa1.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\alpha 2,71,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Aa2.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\alpha 2,71,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Aa2.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\alpha 3,72,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Aa3.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\alpha 3,72,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Aa3.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\alpha 4,73,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Aa4.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\alpha 4,73,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Aa4.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\alpha 5,74,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Aa5.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\alpha 5,74,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Aa5.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\beta 1,76,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Ab1.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\beta 1,76,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Ab1.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\beta 2,77,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Ab2.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\beta 2,77,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Ab2.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Ab3.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\beta 3,78,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Ab3.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Ag2.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa\gamma 2,80,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Ag2.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5001,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5001-GABA-Ad.jpeg,marker_figure,162070,,,0
"Hortnagl H, Tasan RO, Wieselthaler A, Kirchmair E, Sieghart W, Sperk G.",Patterns of mRNA and protein expression for 12 GABAA receptor subunits in the mouse brain.,Neuroscience,2013,23337532,5005,GABAa \delta,39,Hortnagl-Sperk-2013-345-v236-Neurosci-Fig9-Cell5005-GABA-Ad.jpeg,marker_figure,162070,,,0
Houser CR,"Interneurons of the dentate gyrus:  an overview of cell types, terminal fields and neurochemical identitiy",Prog in Brain Res,2007,17765721,1000,SOM,14,Houser--2007-217-ProgBrainRes-Fig5-Cell1000-SOM.jpeg,marker_figure,160600,,,1
Houser CR,"Interneurons of the dentate gyrus:  an overview of cell types, terminal fields and neurochemical identitiy",Prog in Brain Res,2007,17765721,1000,NPY,13,Houser--2007-217-ProgBrainRes-Fig7-Cell1000-NPY.jpeg,marker_figure,160604,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,4000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig1-Cell4000-CaM.jpeg,marker_figure,161824,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,4000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig1-Cell4000-NG.jpeg,marker_figure,161824,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,1000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell1000-CaM.jpeg,marker_figure,161830,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,1000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell1000-NG.jpeg,marker_figure,161830,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,2000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell2000-CaM.jpeg,marker_figure,161830,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,2000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell2000-NG.jpeg,marker_figure,161830,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,2004,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell2004-CaM.jpeg,marker_figure,161830,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,2004,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell2004-NG.jpeg,marker_figure,161830,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,3000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell3000-CaM.jpeg,marker_figure,161830,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,3000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell3000-NG.jpeg,marker_figure,161830,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,4000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell4000-CaM.jpeg,marker_figure,161830,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,4000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig3-Cell4000-NG.jpeg,marker_figure,161830,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,2000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig4-Cell2000-CaM.jpeg,marker_figure,161832,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,2000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig4-Cell2000-NG.jpeg,marker_figure,161832,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,3000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig4-Cell3000-CaM.jpeg,marker_figure,161832,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,3000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig4-Cell3000-NG.jpeg,marker_figure,161832,,,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2011,2011,21516261,4000,CaM,45,Huang-Huang-2011-223-ACSChemNeurosci-Fig4-Cell4000-CaM.jpeg,marker_figure,161832,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL.",Calcium-Sensitive Translocation of Calmodulin and Neurogranin between Soma and Dendrites of Mouse Hippocampal CA1 Neurons.,ACS Chem Neurosci.  2012,2011,21516261,4000,NG,16,Huang-Huang-2011-223-ACSChemNeurosci-Fig4-Cell4000-NG.jpeg,marker_figure,161832,,,0
"Huang KP, Huang FL, Shetty PK.",Stimulation-mediated translocation of calmodulin and neurogranin from soma to dendrites of mouse hippocampal CA1 pyramidal neurons.,Neuroscience.  2011,2011,21256930,4000,CaM,45,Huang-Shetty-2011-1-Neuroscience-Fig1-Cell4000-CaM.jpeg,marker_figure,161834,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL, Shetty PK.",Stimulation-mediated translocation of calmodulin and neurogranin from soma to dendrites of mouse hippocampal CA1 pyramidal neurons.,Neuroscience.  2012,2011,21256930,4000,NG,16,Huang-Shetty-2011-1-Neuroscience-Fig1-Cell4000-NG.jpeg,marker_figure,161834,,,0
"Huang KP, Huang FL, Shetty PK.",Stimulation-mediated translocation of calmodulin and neurogranin from soma to dendrites of mouse hippocampal CA1 pyramidal neurons.,Neuroscience.  2011,2011,21256930,5001,CaM,45,Huang-Shetty-2011-1-Neuroscience-Fig1-Cell5001-CaM.jpeg,marker_figure,161834,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL, Shetty PK.",Stimulation-mediated translocation of calmodulin and neurogranin from soma to dendrites of mouse hippocampal CA1 pyramidal neurons.,Neuroscience.  2012,2011,21256930,5001,NG,16,Huang-Shetty-2011-1-Neuroscience-Fig1-Cell5001-NG.jpeg,marker_figure,161834,,,0
"Huang KP, Huang FL, Shetty PK.",Stimulation-mediated translocation of calmodulin and neurogranin from soma to dendrites of mouse hippocampal CA1 pyramidal neurons.,Neuroscience.  2011,2011,21256930,5005,CaM,45,Huang-Shetty-2011-1-Neuroscience-Fig1-Cell5005-CaM.jpeg,marker_figure,161834,,This marker is not on Hippocampome.org,0
"Huang KP, Huang FL, Shetty PK.",Stimulation-mediated translocation of calmodulin and neurogranin from soma to dendrites of mouse hippocampal CA1 pyramidal neurons.,Neuroscience.  2012,2011,21256930,5005,NG,16,Huang-Shetty-2011-1-Neuroscience-Fig1-Cell5005-NG.jpeg,marker_figure,161834,,,0
"Hughes D, Bannister AP, Pawelzik H, Thomson A","Double immunofluorescence, peroxidase labelling and ultrastructural analysis of interneurones following prolonged electrophysiological recordings in vitro",J Neurosci Methods.,2000,10996371,4055,CB,1,Hughes-Thomson-2000-107-JNeurosciMeth-Fig5-Cell4055-CB.jpeg,marker_figure,161916,,,0
"Hughes D, Bannister AP, Pawelzik H, Thomson A","Double immunofluorescence, peroxidase labelling and ultrastructural analysis of interneurones following prolonged electrophysiological recordings in vitro",J Neurosci Methods.,2000,10996371,4055,PV,3,Hughes-Thomson-2000-107-JNeurosciMeth-Fig5-Cell4055-PV.jpeg,marker_figure,161916,,,0
"Hu H, Martina M, and Jonas P",Dendritic mechanisms underlying rapid synaptic activation of fast-spiking hippocampal interneurons,Science,2010,19965717,1035,,,Hu-Jonas-2010-52-Science-Fig1E-Cell1035.jpeg,marker_figure,160994,,"ISSUE: This figure has no interpretation in the Marker References spreadsheet, and rightly so.  The paper works with basket-cell electrophysiology in vitro.  As far as I can tell, there is no way from this paper to explicitly determine a cell type.",0
"Iball J, Ali AB",Endocannabinoid Release Modulates Electrical Coupling between CCK Cells Connected via Chemical and Electrical Synapses in CA1,Front Neural Circuits,2011,22125513,4015,CCK,11,Iball-Ali-2011-1-FrontNeuralCircuits-Fig1-Cell4015-CCK.jpeg,marker_figure,161176,,,0
"Iball J, Ali AB",Endocannabinoid Release Modulates Electrical Coupling between CCK Cells Connected via Chemical and Electrical Synapses in CA2,Front Neural Circuits,2011,22125513,4015,VIP,15,Iball-Ali-2011-1-FrontNeuralCircuits-Fig1-Cell4015-VIP.jpeg,marker_figure,161176,,,0
"Iball J, Ali AB",Endocannabinoid Release Modulates Electrical Coupling between CCK Cells Connected via Chemical and Electrical Synapses in CA1,Front Neural Circuits,2011,22125513,4006,CCK,11,Iball-Ali-2011-1-FrontNeuralCircuits-Fig2-Cell4006-CCK.jpeg,marker_figure,161178,,,0
"Iball J, Ali AB",Endocannabinoid Release Modulates Electrical Coupling between CCK Cells Connected via Chemical and Electrical Synapses in CA2,Front Neural Circuits,2011,22125513,4006,VIP,15,Iball-Ali-2011-1-FrontNeuralCircuits-Fig2-Cell4006-VIP.jpeg,marker_figure,161178,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,1000,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell1000-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,2000,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell2000-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,2004,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell2004-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,3000,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell3000-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,4000,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell4000-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,5001,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell5001-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,5005,NPY,13,Iritani-Ikeda-2000-475-v852-BrainRes-Fig1-cell5005-NPY.jpeg,marker_figure,162060,,,0
"Iritani S, Niizato K, Nawa H, Ikeda K.",The distribution of neuropeptide Y and brain-derived neurotrophic factor immunoreactivity in hippocampal formation of the monkey and rat.,Brain Res,2000,10678776,1000,BDNF,54,Iritani-Ikeda-2000-475-v852-BrainRes-Fig2-Cell1000-BDNF.jpeg,marker_figure,162061,,,0
