Authors,Title,Journal/Book,Year,PMID/ISBN,Unique ID,Phase parameter,Phase parameter ID,Name of file containing figure,FTQ ID,Figure/Table,Reference ID,reference_id
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4078,firing rate SWR,116,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T80b-Cell4078-FR_SWR.jpeg,20119,table,4078116451320119,"""4078116451320119"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,theta,101,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T64a-Cell4069-theta.jpeg,20100,table,4069101451320100,"""4069101451320100"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,theta,101,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T69e-Cell4069-theta.jpeg,20101,table,4069101451320101,"""4069101451320101"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,theta,101,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T93b-Cell4069-theta.jpeg,20102,table,4069101451320102,"""4069101451320102"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,SWR ratio,108,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T64a-Cell4069-SWR_ratio.jpeg,20100,table,4069108451320100,"""4069108451320100"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,SWR ratio,108,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T69e-Cell4069-SWR_ratio.jpeg,20101,table,4069108451320101,"""4069108451320101"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,SWR ratio,108,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T93b-Cell4069-SWR_ratio.jpeg,20102,table,4069108451320102,"""4069108451320102"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate theta,114,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T64a-Cell4069-FR_theta.jpeg,20100,table,4069114451320100,"""4069114451320100"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate theta,114,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T69e-Cell4069-FR_theta.jpeg,20101,table,4069114451320101,"""4069114451320101"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate theta,114,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T93b-Cell4069-FR_theta.jpeg,20102,table,4069114451320102,"""4069114451320102"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate non-theta - non-sharp wave,111,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T64a-Cell4069-FR_nontheta-nonsharpwave.jpeg,20100,table,4069111451320100,"""4069111451320100"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate non-theta - non-sharp wave,111,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T69e-Cell4069-FR_nontheta-nonsharpwave.jpeg,20101,table,4069111451320101,"""4069111451320101"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate non-theta - non-sharp wave,111,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T93b-Cell4069-FR_nontheta-nonsharpwave.jpeg,20102,table,4069111451320102,"""4069111451320102"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate SWR,116,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T64a-Cell4069-FR_SWR.jpeg,20100,table,4069116451320100,"""4069116451320100"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate SWR,116,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T69e-Cell4069-FR_SWR.jpeg,20101,table,4069116451320101,"""4069116451320101"""
"Klausberger T, Magill PJ, Mrton LF, Roberts JD, Cobden PM, Buzski G, Somogyi P",Brain-state- and cell-type-specific firing of hippocampal interneurons in vivo,Nature,2003,12594513,4069,firing rate SWR,116,Klausberger-Somogyi-2003-844-v421-Nature-TabS1_T93b-Cell4069-FR_SWR.jpeg,20102,table,4069116451320102,"""4069116451320102"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T79e-Cell4080-theta.jpeg,20200,table,4080101465020200,"""4080101465020200"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T83a-Cell4080-theta.jpeg,20201,table,4080101465020201,"""4080101465020201"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T89a-Cell4080-theta.jpeg,20202,table,4080101465020202,"""4080101465020202"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T92a-Cell4080-theta.jpeg,20203,table,4080101465020203,"""4080101465020203"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T96a-Cell4080-theta.jpeg,20204,table,4080101465020204,"""4080101465020204"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104a-Cell4080-theta.jpeg,20205,table,4080101465020205,"""4080101465020205"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,theta,101,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104b-Cell4080-theta.jpeg,20206,table,4080101465020206,"""4080101465020206"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T79e-Cell4080-SWR_ratio.jpeg,20200,table,4080108465020200,"""4080108465020200"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T83a-Cell4080-SWR_ratio.jpeg,20201,table,4080108465020201,"""4080108465020201"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T89a-Cell4080-SWR_ratio.jpeg,20202,table,4080108465020202,"""4080108465020202"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T92a-Cell4080-SWR_ratio.jpeg,20203,table,4080108465020203,"""4080108465020203"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T96a-Cell4080-SWR_ratio.jpeg,20204,table,4080108465020204,"""4080108465020204"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104a-Cell4080-SWR_ratio.jpeg,20205,table,4080108465020205,"""4080108465020205"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,SWR ratio,108,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104b-Cell4080-SWR_ratio.jpeg,20206,table,4080108465020206,"""4080108465020206"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,ripple,107,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T79e-Cell4080-ripple.jpeg,20200,table,4080107465020200,"""4080107465020200"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,ripple,107,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T83a-Cell4080-ripple.jpeg,20201,table,4080107465020201,"""4080107465020201"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,ripple,107,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T89a-Cell4080-ripple.jpeg,20202,table,4080107465020202,"""4080107465020202"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,ripple,107,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T92a-Cell4080-ripple.jpeg,20203,table,4080107465020203,"""4080107465020203"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,ripple,107,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104b-Cell4080-ripple.jpeg,20204,table,4080107465020204,"""4080107465020204"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T79e-Cell4080-FR_theta.jpeg,20207,table,4080114465020207,"""4080114465020207"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T83a-Cell4080-FR_theta.jpeg,20208,table,4080114465020208,"""4080114465020208"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T89a-Cell4080-FR_theta.jpeg,20209,table,4080114465020209,"""4080114465020209"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T92a-Cell4080-FR_theta.jpeg,20210,table,4080114465020210,"""4080114465020210"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T96a-Cell4080-FR_theta.jpeg,20211,table,4080114465020211,"""4080114465020211"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104a-Cell4080-FR_theta.jpeg,20212,table,4080114465020212,"""4080114465020212"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate theta,114,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104b-Cell4080-FR_theta.jpeg,20213,table,4080114465020213,"""4080114465020213"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T79e-Cell4080-FR_nontheta-nonripple.jpeg,20214,table,4080111465020214,"""4080111465020214"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T83a-Cell4080-FR_nontheta-nonripple.jpeg,20215,table,4080111465020215,"""4080111465020215"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T89a-Cell4080-FR_nontheta-nonripple.jpeg,20216,table,4080111465020216,"""4080111465020216"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T92a-Cell4080-FR_nontheta-nonripple.jpeg,20217,table,4080111465020217,"""4080111465020217"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T96a-Cell4080-FR_nontheta-nonripple.jpeg,20218,table,4080111465020218,"""4080111465020218"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104a-Cell4080-FR_nontheta-nonripple.jpeg,20219,table,4080111465020219,"""4080111465020219"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate non-theta - non-ripple,111,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104b-Cell4080-FR_nontheta-nonripple.jpeg,20220,table,4080111465020220,"""4080111465020220"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T79e-Cell4080-FR_SWR.jpeg,20221,table,4080116465020221,"""4080116465020221"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T83a-Cell4080-FR_SWR.jpeg,20222,table,4080116465020222,"""4080116465020222"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T89a-Cell4080-FR_SWR.jpeg,20223,table,4080116465020223,"""4080116465020223"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T92a-Cell4080-FR_SWR.jpeg,20224,table,4080116465020224,"""4080116465020224"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T96a-Cell4080-FR_SWR.jpeg,20225,table,4080116465020225,"""4080116465020225"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104a-Cell4080-FR_SWR.jpeg,20226,table,4080116465020226,"""4080116465020226"""
"Klausberger T, Mrton LF, Baude A, Roberts JD, Magill PJ, Somogyi P",Spike timing of dendrite-targeting bistratified cells during hippocampal network oscillations in vivo,Nature Neuroscience,2004,14634650,4080,firing rate SWR,116,Klausberger-Somogyi-2004-41-v7-n1-NatNeurosci-Tab2_T104b-Cell4080-FR_SWR.jpeg,20227,table,4080116465020227,"""4080116465020227"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,theta,101,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T64c_1-Cell4139-theta.jpeg,20300,table,4139101718220300,"""4139101718220300"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,theta,101,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T64c_2-Cell4139-theta.jpeg,20301,table,4139101718220301,"""4139101718220301"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,theta,101,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T147a-Cell4139-theta.jpeg,20302,table,4139101718220302,"""4139101718220302"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,theta,101,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T152b-Cell4139-theta.jpeg,20303,table,4139101718220303,"""4139101718220303"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,theta,101,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T165d_1-Cell4139-theta.jpeg,20304,table,4139101718220304,"""4139101718220304"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,theta,101,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T165d_2-Cell4139-theta.jpeg,20305,table,4139101718220305,"""4139101718220305"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,SWR ratio,108,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T64c-Cell4139-SWR_ratio.jpeg,20300,table,4139108718220300,"""4139108718220300"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,SWR ratio,108,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T147a-Cell4139-SWR_ratio.jpeg,20301,table,4139108718220301,"""4139108718220301"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,SWR ratio,108,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T152b-Cell4139-SWR_ratio.jpeg,20302,table,4139108718220302,"""4139108718220302"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,SWR ratio,108,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T165d-Cell4139-SWR_ratio.jpeg,20303,table,4139108718220303,"""4139108718220303"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,firing rate theta,114,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T64c-Cell4139-FR_theta.jpeg,20306,table,4139114718220306,"""4139114718220306"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,firing rate theta,114,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T147a-Cell4139-FR_theta.jpeg,20307,table,4139114718220307,"""4139114718220307"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,firing rate theta,114,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T152b-Cell4139-FR_theta.jpeg,20308,table,4139114718220308,"""4139114718220308"""
"Klausberger T, Marton LF, O'Neill J, Huck JH, Dalezios Y, Fuentealba P, Suen WY, Papp E, Kaneko T, Watanabe M, Csicsvari J, Somogyi P",Complementary roles of cholecystokinin- and parvalbumin-expressing GABAergic neurons in hippocampal network oscillations,Journal of Neuroscience,2005,16237182,4139,firing rate theta,114,Klausberger-Somogyi-2005-9782-v25-n42-JNeurosci-Tab3_T165d-Cell4139-FR_theta.jpeg,20309,table,4139114718220309,"""4139114718220309"""
