Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neurite,Neurite_ID,Name of file containing figure,Reference_ID
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA1:SR:A,55,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA1(SR)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA2:SO:A,46,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA2(SO)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA2:SP:A,43,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA2(SP)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA2:SR:A,40,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA2(SR)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:All:A,16,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(All)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:All:D,17,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(All)-D.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SL:A,25,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SL)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SLM:A,19,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SLM)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SO:A,31,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SO)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SO:D,32,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SO)-D.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SP:A,28,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SP)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SP:D,29,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SP)-D.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SR:A,22,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020-CA3(SR)-A.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,Original,97,Gloveli-Buhl-2005-131-JPhysiol-Fig2B-Cell2020.png,800162
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA1:SO:A,61,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA1(SO)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA1:SP:A,58,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA1(SP)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA1:SR:A,55,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA1(SR)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA2:SO:A,46,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA2(SO)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA2:SP:A,43,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA2(SP)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA2:SR:A,40,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA2(SR)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:All:A,16,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(All)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:All:D,17,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(All)-D.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SL:A,25,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(SL)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SO:A,31,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(SO)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SO:D,32,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(SO)-D.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SP:A,28,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(SP)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,CA3:SR:A,22,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-CA3(SR)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,Sub:PL:A,73,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020-Sub(PL)-A.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,2020,Original,97,Gloveli-Buhl-2005-131-JPhysiol-Fig2D-Cell2020.png,800164
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:All:A,49,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(All)-A.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:All:D,50,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(All)-D.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SLM:D,53,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SLM)-D.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SO:A,61,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SO)-A.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SO:D,62,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SO)-D.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SP:A,58,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SP)-A.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SP:D,59,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SP)-D.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SR:A,55,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SR)-A.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,CA1:SR:D,56,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078-CA1(SR)-D.png,800238
"Gloveli T, Dugladze T, Saha S, Monyer H, Heinemann U, Traub RD, Whittington MA, Buhl EH ",Differential  involvement of oriens/pyramidale interneurones in hippocampal network oscillations in vitro.,Journal of Physiology,2005,15486016,4078,Original,97,Gloveli-Buhl-2005-131-JPhysiol-Fig7A-Cell4078.png,800238
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:All:A,49,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031-CA1(All)-A.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:All:D,50,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031-CA1(All)-D.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SO:D,62,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031-CA1(SO)-D.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SP:A,58,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031-CA1(SP)-A.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SP:D,59,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031-CA1(SP)-D.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SR:A,55,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031-CA1(SR)-A.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,Original,97,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_2-Cell4031.png,800310
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:All:A,49,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031-CA1(All)-A.png,800312
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:All:D,50,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031-CA1(All)-D.png,800312
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SO:A,61,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031-CA1(SO)-A.png,800312
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SO:D,62,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031-CA1(SO)-D.png,800312
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SP:A,58,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031-CA1(SP)-A.png,800312
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,CA1:SR:A,55,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031-CA1(SR)-A.png,800312
"Gulyas AI, Hajos N, Freund TF",Interneurons containing calretinin are specialized to control other interneurons in the rat hippocampus,The Journal of Neuroscience,1996,8627375,4031,Original,97,Gulyas-Freund-1996-3397-JNeurosci-Fig2A_4-Cell4031.png,800312
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,CA3:SL:A,25,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-CA3(SL)-A.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:All:A,1,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(All)-A.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:All:D,2,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(All)-D.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:H:A,13,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(H)-A.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SG:A,10,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(SG)-A.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMi:A,7,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(SMi)-A.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMi:D,8,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(SMi)-D.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMo:D,5,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001-DG(SMo)-D.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,Original,97,Gupta-Santhakumar-2012-2523-JNeurosci-Fig2B-Cell1001.png,800036
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:All:A,1,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(All)-A.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:All:D,2,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(All)-D.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:H:A,13,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(H)-A.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SG:A,10,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(SG)-A.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMi:A,7,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(SMi)-A.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMi:D,8,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(SMi)-D.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMo:A,4,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(SMo)-A.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,DG:SMo:D,5,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001-DG(SMo)-D.png,800038
"Gupta A, Elgammal FS, Proddutur A, Shah S, Santhakumar V",Decrease in tonic inhibition contributes to increase in dentate semilunar granule cell excitability after brain injury,J Neurosci,2012,22396425,1001,Original,97,Gupta-Santhakumar-2012-2523-JNeurosci-Fig3A-Cell1001.png,800038
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:All:A,49,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(All)-A.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:All:D,50,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(All)-D.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:SLM:A,52,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(SLM)-A.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:SO:A,61,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(SO)-A.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:SO:D,62,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(SO)-D.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:SP:A,58,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(SP)-A.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,CA1:SR:A,55,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083-CA1(SR)-A.png,800338
"Hajos N, Papp EC, Acsady L, Levey AI, Freund TF",DistinctÊinterneuronÊtypesÊexpressÊm2 muscarinic receptor immunoreactivity on their dendrites or axon terminals in the hippocampus,Neuroscience,1998,9466448,4083,Original,97,Hajos-Freund-1998-355-Neurosci-Fig3A-Cell4083.png,800338
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:All:A,16,Hajos-Freund-2004-9127-JNeurosci-Fig5B-Cell2023-CA3(All)-A.png,800154
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:All:D,17,Hajos-Freund-2004-9127-JNeurosci-Fig5B-Cell2023-CA3(All)-D.png,800154
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:SR:A,22,Hajos-Freund-2004-9127-JNeurosci-Fig5B-Cell2023-CA3(SR)-A.png,800154
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:SR:D,23,Hajos-Freund-2004-9127-JNeurosci-Fig5B-Cell2023-CA3(SR)-D.png,800154
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,Original,97,Hajos-Freund-2004-9127-JNeurosci-Fig5B-Cell2023.png,800154
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:All:A,16,Hajos-Freund-2004-9127-JNeurosci-Fig5C-Cell2008-CA3(All)-A.png,800158
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:All:D,17,Hajos-Freund-2004-9127-JNeurosci-Fig5C-Cell2008-CA3(All)-D.png,800158
"Hajos N, Palhalmi J, Mann EO, Nemeth B, Paulsen O, Freund TF",Spike timing of distinct types of GABAergic interneuron during hippocampal gamma oscillations in vitro,J Neurosci,2004,15483131,2008,CA3:SL:D,26,Hajos-Freund-2004-9127-JNeurosci-Fig5C-Cell2008-CA3(SL)-D.png,800158
