id,reference_ID,material_used,location_in_reference,PMID_or_ISBN,pmid_isbn_page,type,attachment,attachment_type,source_id,target_id,parameter,interpretation,interpretation_notes,linking_cell_id,linking_pmid_isbn,linking_pmid_isbn_page,linking_quote,linking_page_location,species_tag,strain,age,sections
30518,2000049,"Inhibition is mediated by inhibitory fast-spiking cells. To identify possible sources of the recurrent inhibition, we examined cluster recordings containing both stellate cells and one or more local putative interneurons. We grouped the recorded putative interneurons into two electrophysiological types, based on their electrophysiological profile23, 24 (Supplementary Table 1, Supplementary Fig. 2a and Online Methods). These two subgroups were differently connected to stellate cells: 43 putative fast-spiking interneurons (resting membrane voltage (Vm) = ÃÂ68.8 mV ÃÂ± 3 mV; non-adapting: action potential halfwidth, 0.6 ms ÃÂ± 0.09 ms) made abundant inhibitory synapses onto 24 stellate cells (54% connectivity rate; peak latency = 10.27 ms ÃÂ± 0.5 ms; Fig. 3a,b23), whereas we found no connections from 10 low-threshold spiking (LTS) putative interneurons (rest Vm = ÃÂ56 mV ÃÂ± 4 mV; adapting; action potential halfwidth, 0.9 ms ÃÂ± 0.08 ms). The amplitudes of the postsynaptic inhibitory responses evoked in fast-spiking stellate cell pairs were not statistically different from the mean recurrent inhibitory response shown in Figure 1d (mean = ÃÂ0.54 mV ÃÂ± 0.2 mV; P = 0.106, t-test; Fig. 3c). Stellate cells were also highly connected with fast-spiking interneurons when compared with the LTS group (16 of 43 fast-spiking interneurons (37%); peak latency = 5.7 ms ÃÂ± 0.8 ms, mean amplitude 1.67 mV ÃÂ± 1.19 mV; 2 of 10 LTS interneurons (20%); peak latency = 6.1 and 5.9 ms; mean amplitude = 1.6 and 1.2 mV), and reciprocity between fast-spiking interneurons and stellate cells was high (11 of 16 stellate cell to fast-spiking interneuron excitatory connections were paired with a reciprocal inhibitory connection, equal to 26% of all pairs; Fig. 3b). Clusters containing interconnected stellate cells and fast-spiking interneurons could be used to demonstrate the functional recurrent inhibitory circuit (Supplementary Fig. 2b). These data implicate the latter microcircuit as a primary component of the recurrent inhibitory network in layer II23.",p321,23334580,0,data,NULL,synpro_figure,6003,6096,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30519,2000049,"Inhibition is mediated by inhibitory fast-spiking cells. To identify possible sources of the recurrent inhibition, we examined cluster recordings containing both stellate cells and one or more local putative interneurons. We grouped the recorded putative interneurons into two electrophysiological types, based on their electrophysiological profile23, 24 (Supplementary Table 1, Supplementary Fig. 2a and Online Methods). These two subgroups were differently connected to stellate cells: 43 putative fast-spiking interneurons (resting membrane voltage (Vm) = ÃÂ68.8 mV ÃÂ± 3 mV; non-adapting: action potential halfwidth, 0.6 ms ÃÂ± 0.09 ms) made abundant inhibitory synapses onto 24 stellate cells (54% connectivity rate; peak latency = 10.27 ms ÃÂ± 0.5 ms; Fig. 3a,b23), whereas we found no connections from 10 low-threshold spiking (LTS) putative interneurons (rest Vm = ÃÂ56 mV ÃÂ± 4 mV; adapting; action potential halfwidth, 0.9 ms ÃÂ± 0.08 ms). The amplitudes of the postsynaptic inhibitory responses evoked in fast-spiking stellate cell pairs were not statistically different from the mean recurrent inhibitory response shown in Figure 1d (mean = ÃÂ0.54 mV ÃÂ± 0.2 mV; P = 0.106, t-test; Fig. 3c). Stellate cells were also highly connected with fast-spiking interneurons when compared with the LTS group (16 of 43 fast-spiking interneurons (37%); peak latency = 5.7 ms ÃÂ± 0.8 ms, mean amplitude 1.67 mV ÃÂ± 1.19 mV; 2 of 10 LTS interneurons (20%); peak latency = 6.1 and 5.9 ms; mean amplitude = 1.6 and 1.2 mV), and reciprocity between fast-spiking interneurons and stellate cells was high (11 of 16 stellate cell to fast-spiking interneuron excitatory connections were paired with a reciprocal inhibitory connection, equal to 26% of all pairs; Fig. 3b). Clusters containing interconnected stellate cells and fast-spiking interneurons could be used to demonstrate the functional recurrent inhibitory circuit (Supplementary Fig. 2b). These data implicate the latter microcircuit as a primary component of the recurrent inhibitory network in layer II23.",p321,23334580,0,data,NULL,synpro_figure,6096,6003,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30520,2000050,"Maturation of glutamatergic synapses in INs of GluN2B_GAD67 mice. We next examined potential consequences of GluN2B deletion in INs on the functional development of glutamatergic synapses. We recorded at P12ÃÂP13 from INs that can be readily identified in acute hippocampal slices. We selected INs with the cell body in stratum oriens and confirmed IN identity based on the firing pattern and morphology (n = 10; Fig. 5A). We examined evoked synaptic glutamatergic currents in the presence of gabazine (10 _m) with sequential block of AMPA- and NMDAR-mediated EPSCs (CNQX, 10 _m, and d-AP5, 50 _m, respectively; Fig. 5B). In wt mice, all recorded INs exhibited NMDAR-mediated EPSCs. The ratio of NMDAR/AMPAR-mediated eEPSCs was reduced in GluN2B_GAD67 mice compared with age-matched wt littermates (p < 0.001, MannÃÂWhitney test; Fig. 5B,E) compatible with the ablation of the dominant GluN2 subunit in postnatal development. Interestingly, the ratio of AMPAR-mediated eEPSCs over gabazine-sensitive eIPSCs was increased in GluN2B_GAD67 mice compared with control littermates (p < 0.001, MannÃÂWhitney test; Fig. 5C,F). The paired-pulse ratio of AMPAR-mediated eEPSCs was similar in GluN2B_GAD67 and control neurons (n.s., MannÃÂWhitney test; Fig. 5D,G), supporting that the observed amplitude changes reflect postsynaptic alterations.",p16026-16027,25429143,0,data,NULL,synpro_figure,4000,4033,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30521,2000050,"Maturation of glutamatergic synapses in INs of GluN2B_GAD67 mice. We next examined potential consequences of GluN2B deletion in INs on the functional development of glutamatergic synapses. We recorded at P12ÃÂP13 from INs that can be readily identified in acute hippocampal slices. We selected INs with the cell body in stratum oriens and confirmed IN identity based on the firing pattern and morphology (n = 10; Fig. 5A). We examined evoked synaptic glutamatergic currents in the presence of gabazine (10 _m) with sequential block of AMPA- and NMDAR-mediated EPSCs (CNQX, 10 _m, and d-AP5, 50 _m, respectively; Fig. 5B). In wt mice, all recorded INs exhibited NMDAR-mediated EPSCs. The ratio of NMDAR/AMPAR-mediated eEPSCs was reduced in GluN2B_GAD67 mice compared with age-matched wt littermates (p < 0.001, MannÃÂWhitney test; Fig. 5B,E) compatible with the ablation of the dominant GluN2 subunit in postnatal development. Interestingly, the ratio of AMPAR-mediated eEPSCs over gabazine-sensitive eIPSCs was increased in GluN2B_GAD67 mice compared with control littermates (p < 0.001, MannÃÂWhitney test; Fig. 5C,F). The paired-pulse ratio of AMPAR-mediated eEPSCs was similar in GluN2B_GAD67 and control neurons (n.s., MannÃÂWhitney test; Fig. 5D,G), supporting that the observed amplitude changes reflect postsynaptic alterations.",p16026-16027,25429143,0,data,NULL,synpro_figure,4054,4033,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30522,2000055,"A subpopulation of GABAergic cells in cortical structures expresses CB1 cannabinoid receptors (CB1) on their axon terminals. To understand the function of these interneurons in information processing, it is necessary to uncover how they are embedded into neuronal circuits. Therefore, the proportion of GABAergic terminals expressing CB1 and the morphological and electrophysiological properties of CB1-immunoreactive interneurons should be revealed. We investigated the ratio and the origin of CB1-expressing inhibitory boutons in the CA3 region of the hippocampus. Using immunocytochemical techniques, we estimated that _40% of GABAergic axon terminals in different layers of CA3 also expressed CB1. To identify the inhibitory cell types expressing CB1 in this region, we recorded and intracellularly labeled interneurons in hippocampal slices. CB1-expressing interneurons showed distinct axonal arborization, and were classified as basket cells, mossy-fiber-associated cells, dendritic-layer-innervating cells or perforant-path-associated cells. In each morphological category, a substantial variability in axonal projection was observed. In contrast to the diverse morphology, the active and passive membrane properties were found to be rather similar. Using paired recordings, we found that pyramidal cells displayed large and fast unitary postsynaptic currents in response to activating basket and mossy-fiber-associated cells, while they showed slower and smaller synaptic events in pairs originating from interneurons that innervate the dendritic layer, which may be due to dendritic filtering. In addition, CB1 activation significantly reduced the amplitude of the postsynaptic currents in each cell pair tested. Our data suggest that CB1-expressing interneurons with different axonal projections have comparable physiological characteristics, contributing to a similar proportion of GABAergic inputs along the somato-dendritic axis of CA3 pyramidal cells. ÃÂ© 2014 Wiley Periodicals, Inc.",Abstract,25044969,0,data,NULL,synpro_figure,2044,2000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30523,2000055,"A subpopulation of GABAergic cells in cortical structures expresses CB1 cannabinoid receptors (CB1) on their axon terminals. To understand the function of these interneurons in information processing, it is necessary to uncover how they are embedded into neuronal circuits. Therefore, the proportion of GABAergic terminals expressing CB1 and the morphological and electrophysiological properties of CB1-immunoreactive interneurons should be revealed. We investigated the ratio and the origin of CB1-expressing inhibitory boutons in the CA3 region of the hippocampus. Using immunocytochemical techniques, we estimated that _40% of GABAergic axon terminals in different layers of CA3 also expressed CB1. To identify the inhibitory cell types expressing CB1 in this region, we recorded and intracellularly labeled interneurons in hippocampal slices. CB1-expressing interneurons showed distinct axonal arborization, and were classified as basket cells, mossy-fiber-associated cells, dendritic-layer-innervating cells or perforant-path-associated cells. In each morphological category, a substantial variability in axonal projection was observed. In contrast to the diverse morphology, the active and passive membrane properties were found to be rather similar. Using paired recordings, we found that pyramidal cells displayed large and fast unitary postsynaptic currents in response to activating basket and mossy-fiber-associated cells, while they showed slower and smaller synaptic events in pairs originating from interneurons that innervate the dendritic layer, which may be due to dendritic filtering. In addition, CB1 activation significantly reduced the amplitude of the postsynaptic currents in each cell pair tested. Our data suggest that CB1-expressing interneurons with different axonal projections have comparable physiological characteristics, contributing to a similar proportion of GABAergic inputs along the somato-dendritic axis of CA3 pyramidal cells. ÃÂ© 2014 Wiley Periodicals, Inc.",Abstract,25044969,0,data,NULL,synpro_figure,2036,2000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30524,2000055,"A subpopulation of GABAergic cells in cortical structures expresses CB1 cannabinoid receptors (CB1) on their axon terminals. To understand the function of these interneurons in information processing, it is necessary to uncover how they are embedded into neuronal circuits. Therefore, the proportion of GABAergic terminals expressing CB1 and the morphological and electrophysiological properties of CB1-immunoreactive interneurons should be revealed. We investigated the ratio and the origin of CB1-expressing inhibitory boutons in the CA3 region of the hippocampus. Using immunocytochemical techniques, we estimated that _40% of GABAergic axon terminals in different layers of CA3 also expressed CB1. To identify the inhibitory cell types expressing CB1 in this region, we recorded and intracellularly labeled interneurons in hippocampal slices. CB1-expressing interneurons showed distinct axonal arborization, and were classified as basket cells, mossy-fiber-associated cells, dendritic-layer-innervating cells or perforant-path-associated cells. In each morphological category, a substantial variability in axonal projection was observed. In contrast to the diverse morphology, the active and passive membrane properties were found to be rather similar. Using paired recordings, we found that pyramidal cells displayed large and fast unitary postsynaptic currents in response to activating basket and mossy-fiber-associated cells, while they showed slower and smaller synaptic events in pairs originating from interneurons that innervate the dendritic layer, which may be due to dendritic filtering. In addition, CB1 activation significantly reduced the amplitude of the postsynaptic currents in each cell pair tested. Our data suggest that CB1-expressing interneurons with different axonal projections have comparable physiological characteristics, contributing to a similar proportion of GABAergic inputs along the somato-dendritic axis of CA3 pyramidal cells. ÃÂ© 2014 Wiley Periodicals, Inc.",Abstract,25044969,0,data,NULL,synpro_figure,2044,2004,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30525,2000055,"A subpopulation of GABAergic cells in cortical structures expresses CB1 cannabinoid receptors (CB1) on their axon terminals. To understand the function of these interneurons in information processing, it is necessary to uncover how they are embedded into neuronal circuits. Therefore, the proportion of GABAergic terminals expressing CB1 and the morphological and electrophysiological properties of CB1-immunoreactive interneurons should be revealed. We investigated the ratio and the origin of CB1-expressing inhibitory boutons in the CA3 region of the hippocampus. Using immunocytochemical techniques, we estimated that _40% of GABAergic axon terminals in different layers of CA3 also expressed CB1. To identify the inhibitory cell types expressing CB1 in this region, we recorded and intracellularly labeled interneurons in hippocampal slices. CB1-expressing interneurons showed distinct axonal arborization, and were classified as basket cells, mossy-fiber-associated cells, dendritic-layer-innervating cells or perforant-path-associated cells. In each morphological category, a substantial variability in axonal projection was observed. In contrast to the diverse morphology, the active and passive membrane properties were found to be rather similar. Using paired recordings, we found that pyramidal cells displayed large and fast unitary postsynaptic currents in response to activating basket and mossy-fiber-associated cells, while they showed slower and smaller synaptic events in pairs originating from interneurons that innervate the dendritic layer, which may be due to dendritic filtering. In addition, CB1 activation significantly reduced the amplitude of the postsynaptic currents in each cell pair tested. Our data suggest that CB1-expressing interneurons with different axonal projections have comparable physiological characteristics, contributing to a similar proportion of GABAergic inputs along the somato-dendritic axis of CA3 pyramidal cells. ÃÂ© 2014 Wiley Periodicals, Inc.",Abstract,25044969,0,data,NULL,synpro_figure,2036,2004,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30526,2000056,"In the CA1 region of the hippocampus, CB1 was shown to be present at boutons of inhibitory cells targeting different subcellular regions of pyramidal cells: basket cells that innervate the perisomatic region of the pyramidal cells, Schaffer collateral-associated cells that project mainly to the stratum radiatum and also perforant-path-associated cells projecting to the stratum lacunosum-moleculare (Katona et al., 1999; Hajos et al., 2000; Cope et al., 2002; Klausberger et al., 2005). Thus, the outputs of CB1-expressing interneurons are distributed along the somato-dendritic axis of pyramidal cells in accordance with the main afferent pathways of the CA1 region. In contrast to the variability in axonal projection, CB1-expressing interneurons in CA1 display rather similar properties in their synaptic output and firing behavior during distinct network activities in vivo (Klausberger et al., 2005; Daw et al., 2009).",p1506 Right Bottom,25044969,0,data,NULL,synpro_figure,4079,4000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30527,2000057,"Features of CB1-Expressing Interneuron Output Synapses. The possible differences in synaptic inhibition along the somato-dendritic axis of pyramidal cells can substantially impact the signal processing. Therefore, in addition to membrane properties, we aimed to compare various features of synaptic transmission at the synaptic outputs of CB1-expressing interneurons. To this end, we performed paired recordings between CB1-expressing interneurons and their pyramidal cell partners in the CA3 region of hippocampal slices. The probability of finding a monosynaptically coupled pair was 83% (51 pairs out of 61 trials). Due to the lack of detectable postsynaptic response in all but one dual recording from PPA cell and pyramidal cell pairs (peak amplitude, 38.5 pA; potency, 34.4 pA; 10ÃÂ90% rise time, 7.66 ms, decay time constant, 14.3 ms; probability of failures, 0.1; latency, 2.85 ms, charge of asynchronous release, 899 pA*ms, the ratio of the 10th and the first uIPSC amplitude, 1.15), we focused our study on the synaptic properties of connections originating from BCs (n_=_20), MFA cells (n_=_14), and DLI cells (n_=_21). Unitary inhibitory postsynaptic currents (uIPSCs) in pyramidal cells were evoked by single action potentials in the presynaptic interneurons. We compared the peak amplitude (including failures), potency (excluding failures), 10ÃÂ90% rise time, and decay time constant. Additionally, the synaptic latency of transmission (i.e., the time between the peak of action potentials and the beginning of the uIPSC) as well as the probability of transmission failures were calculated (Fig. 6, Table 3). Statistical comparison of these data revealed that the peak amplitude of the uIPSC (P_<_0.001, KW ANOVA), the synaptic potency (KW ANOVA; P_<_0.001), the 10ÃÂ90% rise time (P_=_0.002, KW ANOVA), and the decay time constant (P = 0.009, KW ANOVA) were different. Post hoc statistical investigations showed that DLI cells differ significantly from the other two groups in their synaptic potency, 10ÃÂ90% rise time and decay time constant, while the uIPSC amplitude was found to be different only between BC-pyramidal cell and DLI cell-pyramidal cell pairs (Table 3). No difference could be detected in failure rate (P_=_0.56, KW ANOVA) or latency (P_=_0.82, KW ANOVA; Fig. 6B, Table 3) among the three groups.",p1514-1515,25044969,0,data,NULL,synpro_figure,2044,2000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30528,2000057,"Features of CB1-Expressing Interneuron Output Synapses. The possible differences in synaptic inhibition along the somato-dendritic axis of pyramidal cells can substantially impact the signal processing. Therefore, in addition to membrane properties, we aimed to compare various features of synaptic transmission at the synaptic outputs of CB1-expressing interneurons. To this end, we performed paired recordings between CB1-expressing interneurons and their pyramidal cell partners in the CA3 region of hippocampal slices. The probability of finding a monosynaptically coupled pair was 83% (51 pairs out of 61 trials). Due to the lack of detectable postsynaptic response in all but one dual recording from PPA cell and pyramidal cell pairs (peak amplitude, 38.5 pA; potency, 34.4 pA; 10ÃÂ90% rise time, 7.66 ms, decay time constant, 14.3 ms; probability of failures, 0.1; latency, 2.85 ms, charge of asynchronous release, 899 pA*ms, the ratio of the 10th and the first uIPSC amplitude, 1.15), we focused our study on the synaptic properties of connections originating from BCs (n_=_20), MFA cells (n_=_14), and DLI cells (n_=_21). Unitary inhibitory postsynaptic currents (uIPSCs) in pyramidal cells were evoked by single action potentials in the presynaptic interneurons. We compared the peak amplitude (including failures), potency (excluding failures), 10ÃÂ90% rise time, and decay time constant. Additionally, the synaptic latency of transmission (i.e., the time between the peak of action potentials and the beginning of the uIPSC) as well as the probability of transmission failures were calculated (Fig. 6, Table 3). Statistical comparison of these data revealed that the peak amplitude of the uIPSC (P_<_0.001, KW ANOVA), the synaptic potency (KW ANOVA; P_<_0.001), the 10ÃÂ90% rise time (P_=_0.002, KW ANOVA), and the decay time constant (P = 0.009, KW ANOVA) were different. Post hoc statistical investigations showed that DLI cells differ significantly from the other two groups in their synaptic potency, 10ÃÂ90% rise time and decay time constant, while the uIPSC amplitude was found to be different only between BC-pyramidal cell and DLI cell-pyramidal cell pairs (Table 3). No difference could be detected in failure rate (P_=_0.56, KW ANOVA) or latency (P_=_0.82, KW ANOVA; Fig. 6B, Table 3) among the three groups.",p1514-1515,25044969,0,data,NULL,synpro_figure,2036,2000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30529,2000057,"Features of CB1-Expressing Interneuron Output Synapses. The possible differences in synaptic inhibition along the somato-dendritic axis of pyramidal cells can substantially impact the signal processing. Therefore, in addition to membrane properties, we aimed to compare various features of synaptic transmission at the synaptic outputs of CB1-expressing interneurons. To this end, we performed paired recordings between CB1-expressing interneurons and their pyramidal cell partners in the CA3 region of hippocampal slices. The probability of finding a monosynaptically coupled pair was 83% (51 pairs out of 61 trials). Due to the lack of detectable postsynaptic response in all but one dual recording from PPA cell and pyramidal cell pairs (peak amplitude, 38.5 pA; potency, 34.4 pA; 10ÃÂ90% rise time, 7.66 ms, decay time constant, 14.3 ms; probability of failures, 0.1; latency, 2.85 ms, charge of asynchronous release, 899 pA*ms, the ratio of the 10th and the first uIPSC amplitude, 1.15), we focused our study on the synaptic properties of connections originating from BCs (n_=_20), MFA cells (n_=_14), and DLI cells (n_=_21). Unitary inhibitory postsynaptic currents (uIPSCs) in pyramidal cells were evoked by single action potentials in the presynaptic interneurons. We compared the peak amplitude (including failures), potency (excluding failures), 10ÃÂ90% rise time, and decay time constant. Additionally, the synaptic latency of transmission (i.e., the time between the peak of action potentials and the beginning of the uIPSC) as well as the probability of transmission failures were calculated (Fig. 6, Table 3). Statistical comparison of these data revealed that the peak amplitude of the uIPSC (P_<_0.001, KW ANOVA), the synaptic potency (KW ANOVA; P_<_0.001), the 10ÃÂ90% rise time (P_=_0.002, KW ANOVA), and the decay time constant (P = 0.009, KW ANOVA) were different. Post hoc statistical investigations showed that DLI cells differ significantly from the other two groups in their synaptic potency, 10ÃÂ90% rise time and decay time constant, while the uIPSC amplitude was found to be different only between BC-pyramidal cell and DLI cell-pyramidal cell pairs (Table 3). No difference could be detected in failure rate (P_=_0.56, KW ANOVA) or latency (P_=_0.82, KW ANOVA; Fig. 6B, Table 3) among the three groups.",p1514-1515,25044969,0,data,NULL,synpro_figure,2043,2004,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30530,2000057,"Features of CB1-Expressing Interneuron Output Synapses. The possible differences in synaptic inhibition along the somato-dendritic axis of pyramidal cells can substantially impact the signal processing. Therefore, in addition to membrane properties, we aimed to compare various features of synaptic transmission at the synaptic outputs of CB1-expressing interneurons. To this end, we performed paired recordings between CB1-expressing interneurons and their pyramidal cell partners in the CA3 region of hippocampal slices. The probability of finding a monosynaptically coupled pair was 83% (51 pairs out of 61 trials). Due to the lack of detectable postsynaptic response in all but one dual recording from PPA cell and pyramidal cell pairs (peak amplitude, 38.5 pA; potency, 34.4 pA; 10ÃÂ90% rise time, 7.66 ms, decay time constant, 14.3 ms; probability of failures, 0.1; latency, 2.85 ms, charge of asynchronous release, 899 pA*ms, the ratio of the 10th and the first uIPSC amplitude, 1.15), we focused our study on the synaptic properties of connections originating from BCs (n_=_20), MFA cells (n_=_14), and DLI cells (n_=_21). Unitary inhibitory postsynaptic currents (uIPSCs) in pyramidal cells were evoked by single action potentials in the presynaptic interneurons. We compared the peak amplitude (including failures), potency (excluding failures), 10ÃÂ90% rise time, and decay time constant. Additionally, the synaptic latency of transmission (i.e., the time between the peak of action potentials and the beginning of the uIPSC) as well as the probability of transmission failures were calculated (Fig. 6, Table 3). Statistical comparison of these data revealed that the peak amplitude of the uIPSC (P_<_0.001, KW ANOVA), the synaptic potency (KW ANOVA; P_<_0.001), the 10ÃÂ90% rise time (P_=_0.002, KW ANOVA), and the decay time constant (P = 0.009, KW ANOVA) were different. Post hoc statistical investigations showed that DLI cells differ significantly from the other two groups in their synaptic potency, 10ÃÂ90% rise time and decay time constant, while the uIPSC amplitude was found to be different only between BC-pyramidal cell and DLI cell-pyramidal cell pairs (Table 3). No difference could be detected in failure rate (P_=_0.56, KW ANOVA) or latency (P_=_0.82, KW ANOVA; Fig. 6B, Table 3) among the three groups.",p1514-1515,25044969,0,data,NULL,synpro_figure,2036,2004,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30531,2000058,"Takacs et al. (2012) recently observed that 39% of local collateral boutons synapse on other pyramidal cells in vivo, so we calculated that each pyramidal cell makes 197 synapses onto other pyramidal cells. We were also interested in the number of synapses made per connection to calculate the divergence, or total number of connections made, onto other pyramidal cells. We assumed that CA1 pyramidal cell local collaterals made one synapse onto each postsynaptic pyramidal cell (Table 2). In a study of pyramidal to pyramidal cell pairs within the CA1 (Deuchars and Thomson, 1996), a pyramidal to pyramidal connection comprising two synapses was found. However, its EPSP amplitude was over twice the average amplitude of the other recorded pairs, so we assumed it was an exception. Therefore, we calculated that each pyramidal cell diverges to contact 197 other CA1 pyramidal cells.",p760 RB,23674373,0,data,NULL,synpro_figure,4000,4000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30532,2000059,"Takacs et al. (2012) also found that CA1 pyramidal cells make 54% of their local synapses onto interneurons. To calculate their divergence onto interneurons, we estimated the number of synapses forming each pyramidal cell to interneuron connection. Biro et al. (2005) observed that a single CA1 pyramidal cell to O-LM cell connection comprised, on average, three synapses. Although some pyramidal cell to basket cell connections in the CA3 were observed to include only one synapse (Sik et al., 1993; Gulyas et al., 1993), current clamp recordings of pyramidal cell to bistratified cell connections in the CA1 revealed a large enough range in EPSP amplitude to suggest that some connections include multiple synapses (Ali et al., 1998). Therefore, we assumed that CA1 pyramidal cells made, on average, three synapses onto each postsynaptic interneuron (Table 2). We then calculated that each CA1 pyramidal cell diverges to innervate 91 interneurons. Aside from the 39% of synapses made onto other pyramidal cells and the 54% made onto interneurons, there are an additional 7% of local synapses made onto unknown targets (Takacs et al., 2012). Therefore, each CA1 pyramidal cell contacts an additional 11 to 35 unknown, local targets.",p761-2,23674373,0,data,NULL,synpro_figure,4000,4069,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30533,2000059,"Takacs et al. (2012) also found that CA1 pyramidal cells make 54% of their local synapses onto interneurons. To calculate their divergence onto interneurons, we estimated the number of synapses forming each pyramidal cell to interneuron connection. Biro et al. (2005) observed that a single CA1 pyramidal cell to O-LM cell connection comprised, on average, three synapses. Although some pyramidal cell to basket cell connections in the CA3 were observed to include only one synapse (Sik et al., 1993; Gulyas et al., 1993), current clamp recordings of pyramidal cell to bistratified cell connections in the CA1 revealed a large enough range in EPSP amplitude to suggest that some connections include multiple synapses (Ali et al., 1998). Therefore, we assumed that CA1 pyramidal cells made, on average, three synapses onto each postsynaptic interneuron (Table 2). We then calculated that each CA1 pyramidal cell diverges to innervate 91 interneurons. Aside from the 39% of synapses made onto other pyramidal cells and the 54% made onto interneurons, there are an additional 7% of local synapses made onto unknown targets (Takacs et al., 2012). Therefore, each CA1 pyramidal cell contacts an additional 11 to 35 unknown, local targets.",p761-2,23674373,0,data,NULL,synpro_figure,4000,4078,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30534,2000059,"Takacs et al. (2012) also found that CA1 pyramidal cells make 54% of their local synapses onto interneurons. To calculate their divergence onto interneurons, we estimated the number of synapses forming each pyramidal cell to interneuron connection. Biro et al. (2005) observed that a single CA1 pyramidal cell to O-LM cell connection comprised, on average, three synapses. Although some pyramidal cell to basket cell connections in the CA3 were observed to include only one synapse (Sik et al., 1993; Gulyas et al., 1993), current clamp recordings of pyramidal cell to bistratified cell connections in the CA1 revealed a large enough range in EPSP amplitude to suggest that some connections include multiple synapses (Ali et al., 1998). Therefore, we assumed that CA1 pyramidal cells made, on average, three synapses onto each postsynaptic interneuron (Table 2). We then calculated that each CA1 pyramidal cell diverges to innervate 91 interneurons. Aside from the 39% of synapses made onto other pyramidal cells and the 54% made onto interneurons, there are an additional 7% of local synapses made onto unknown targets (Takacs et al., 2012). Therefore, each CA1 pyramidal cell contacts an additional 11 to 35 unknown, local targets.",p761-2,23674373,0,data,NULL,synpro_figure,4000,4080,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30535,2000060,Electron micrograph of the biocytin-filled axon terminal (a) in the CA3 stratum radiatum on a dendritic shaft (d). The straight arrow indicates a symmetric synapse. The same dendrite received an asymmetric synapse on a spinehead (double-headed curved arrow). Another asymmetric synapse is marked by a curved arrow.,Fig 1F p1722,8085161,0,data,NULL,synpro_figure,4023,2000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
30536,2000061,"The soma of the first cell was found in the alveus, and its dendrites projected into the stratum oriens (Fig. 3). The dendrites were beaded, and occasional spines were found on the distal dendrites. The principal axon gave rise to six main collaterals, all of which crossed the pyramidal layer. Three of them coursed through the stratum radiatum of the CA3 region, two of them crossed the hippocampal fissure and the granule cell layer, and the sixth remained in the CA1 region. The main collaterals gave rise to rich axon terminal networks in all three regions. On the basis of bouton density [24.80 ÃÂ±4.13 (SD) per 100 |xm] and total axonal length (101 mm), we estimated that this intemeuron formed approximately 25,000 synapses within the hippocampus. The physiological characteristics of the cell revealed features of an intemeuron (Fig. 4). Similar to the NADPH-diaphorase axon collaterals, drumstick-like appendages were present on the biocytin-labeled axons in all regions and layers (Fig. IE). Electron microscope examination (14) of the boutons revealed that the axon collaterals made symmetric synapses on dendritic shafts and cell bodies, but not on the dendritic spines, of unidentified target neurons (Fig. IF). Spines were often present on the dendrites of several target neurons, which suggests that they were pyramidal cells.",p1722-3,8085161,0,data,NULL,synpro_figure,4023,2000,NULL,NULL,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL
